[1125, 2000]
[section-title, [132.0, 210.0, 344.0, 30.0], jJU8KiZgzZ, 5744908]
[section-title, [132.0, 240.0, 344.0, 30.0], jJU8KiZgzZ, 5744908]
[sub-section-title, [145.0, 354.0, 861.0, 25.5], shoonya_0s1WHRJ2LLE9FQ, 5744908]
[sub-section-title, [145.0, 379.5, 861.0, 25.5], shoonya_0s1WHRJ2LLE9FQ, 5744908]
[paragraph, [127.0, 422.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 440.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 458.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 476.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 494.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 512.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 530.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 548.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 566.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 584.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 602.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 620.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 638.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 656.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 674.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 692.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 710.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 728.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 746.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 764.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 782.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 800.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 818.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 836.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 854.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 872.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
[paragraph, [127.0, 890.0, 1710.0, 18.0], pXgDEopBA7, 5744908]
