[3508, 2481]
[contact-info, [463.0, 314.0, 1576.0, 52.5], KUbvN4YNd0, 6491142]
[contact-info, [463.0, 366.5, 1576.0, 52.5], KUbvN4YNd0, 6491142]
[contact-info, [463.0, 419.0, 1576.0, 52.5], KUbvN4YNd0, 6491142]
[contact-info, [463.0, 471.5, 1576.0, 52.5], KUbvN4YNd0, 6491142]
[paragraph, [789.0, 705.0, 895.0, 52.5], InoI6Ee7vK, 6491142]
[headline, [711.0, 817.0, 1057.0, 52.5], p1kYNUsjjq, 6491142]
[headline, [711.0, 869.5, 1057.0, 52.5], p1kYNUsjjq, 6491142]
[sub-headline, [628.0, 1020.0, 1231.0, 73.5], L36fpNgiLf, 6491142]
[dateline, [1905.0, 1234.0, 373.0, 52.5], JR2G7VQ-xz, 6491142]
[paragraph, [217.0, 1458.0, 469.0, 52.5], YJmihROEy_, 6491142]
[paragraph, [183.0, 1570.0, 2095.0, 52.5], cuuo4yZmuY, 6491142]
[paragraph, [183.0, 1622.5, 2095.0, 52.5], cuuo4yZmuY, 6491142]
[paragraph, [183.0, 1675.0, 2095.0, 52.5], cuuo4yZmuY, 6491142]
[paragraph, [183.0, 1727.5, 2095.0, 52.5], cuuo4yZmuY, 6491142]
[paragraph, [183.0, 1780.0, 2095.0, 52.5], cuuo4yZmuY, 6491142]
[paragraph, [183.0, 1832.5, 2095.0, 52.5], cuuo4yZmuY, 6491142]
[paragraph, [202.0, 1953.0, 2079.0, 52.5], SQf1i9S5a_, 6491142]
[paragraph, [202.0, 2005.5, 2079.0, 52.5], SQf1i9S5a_, 6491142]
[paragraph, [202.0, 2058.0, 2079.0, 52.5], SQf1i9S5a_, 6491142]
[paragraph, [202.0, 2110.5, 2079.0, 52.5], SQf1i9S5a_, 6491142]
[paragraph, [202.0, 2163.0, 2079.0, 52.5], SQf1i9S5a_, 6491142]
[paragraph, [202.0, 2215.5, 2079.0, 52.5], SQf1i9S5a_, 6491142]
[paragraph, [202.0, 2268.0, 2079.0, 52.5], SQf1i9S5a_, 6491142]
[paragraph, [226.0, 2329.0, 2148.0, 52.5], SMwBa9IMCb, 6491142]
[paragraph, [226.0, 2381.5, 2148.0, 52.5], SMwBa9IMCb, 6491142]
[paragraph, [226.0, 2434.0, 2148.0, 52.5], SMwBa9IMCb, 6491142]
[paragraph, [226.0, 2486.5, 2148.0, 52.5], SMwBa9IMCb, 6491142]
[paragraph, [226.0, 2539.0, 2148.0, 52.5], SMwBa9IMCb, 6491142]
[paragraph, [226.0, 2591.5, 2148.0, 52.5], SMwBa9IMCb, 6491142]
[contact-info, [202.0, 2699.0, 494.0, 52.5], 9l_8mKT0wv, 6491142]
[contact-info, [202.0, 2751.5, 494.0, 52.5], 9l_8mKT0wv, 6491142]
[contact-info, [1769.0, 3299.0, 519.0, 52.5], A8EIZpCH2Q, 6491142]
