[3508, 2481]
[contact-info, [216.0, 103.0, 1999.0, 52.5], shoonya_0sX5KUNV7272G7, 6534592]
[contact-info, [216.0, 155.5, 1999.0, 52.5], shoonya_0sX5KUNV7272G7, 6534592]
[contact-info, [216.0, 208.0, 1999.0, 52.5], shoonya_0sX5KUNV7272G7, 6534592]
[contact-info, [216.0, 260.5, 1999.0, 52.5], shoonya_0sX5KUNV7272G7, 6534592]
[contact-info, [216.0, 313.0, 1999.0, 52.5], shoonya_0sX5KUNV7272G7, 6534592]
[contact-info, [216.0, 365.5, 1999.0, 52.5], shoonya_0sX5KUNV7272G7, 6534592]
[contact-info, [216.0, 418.0, 1999.0, 52.5], shoonya_0sX5KUNV7272G7, 6534592]
[website-link, [1707.0, 398.0, 437.0, 18.0], ZiEsCSG9rM, 6534592]
[website-link, [1707.0, 416.0, 437.0, 18.0], ZiEsCSG9rM, 6534592]
[website-link, [1707.0, 434.0, 437.0, 18.0], ZiEsCSG9rM, 6534592]
[section-title, [1004.0, 500.0, 422.0, 93.0], JJrAaeGTu0, 6534592]
[dateline, [1836.0, 885.0, 406.0, 52.5], RfXjvsTMtB, 6534592]
[paragraph, [215.0, 1148.0, 312.0, 52.5], JNeR-1l_30, 6534592]
[paragraph, [215.0, 1270.0, 2033.0, 52.5], 1aZhDhBFSW, 6534592]
[paragraph, [215.0, 1322.5, 2033.0, 52.5], 1aZhDhBFSW, 6534592]
[paragraph, [215.0, 1375.0, 2033.0, 52.5], 1aZhDhBFSW, 6534592]
[paragraph, [215.0, 1427.5, 2033.0, 52.5], 1aZhDhBFSW, 6534592]
[paragraph, [215.0, 1480.0, 2033.0, 52.5], 1aZhDhBFSW, 6534592]
[paragraph, [215.0, 1532.5, 2033.0, 52.5], 1aZhDhBFSW, 6534592]
[paragraph, [222.0, 1627.0, 2027.0, 52.5], mfuDv-26HD, 6534592]
[paragraph, [222.0, 1679.5, 2027.0, 52.5], mfuDv-26HD, 6534592]
[paragraph, [222.0, 1732.0, 2027.0, 52.5], mfuDv-26HD, 6534592]
[paragraph, [222.0, 1784.5, 2027.0, 52.5], mfuDv-26HD, 6534592]
[paragraph, [222.0, 1837.0, 2027.0, 52.5], mfuDv-26HD, 6534592]
[paragraph, [222.0, 1889.5, 2027.0, 52.5], mfuDv-26HD, 6534592]
[paragraph, [222.0, 1942.0, 2027.0, 52.5], mfuDv-26HD, 6534592]
[paragraph, [222.0, 2102.0, 2038.0, 52.5], nUyfx_sNNh, 6534592]
[paragraph, [222.0, 2154.5, 2038.0, 52.5], nUyfx_sNNh, 6534592]
[paragraph, [222.0, 2207.0, 2038.0, 52.5], nUyfx_sNNh, 6534592]
[paragraph, [222.0, 2259.5, 2038.0, 52.5], nUyfx_sNNh, 6534592]
[paragraph, [222.0, 2312.0, 2038.0, 52.5], nUyfx_sNNh, 6534592]
[paragraph, [222.0, 2364.5, 2038.0, 52.5], nUyfx_sNNh, 6534592]
[paragraph, [222.0, 2417.0, 2038.0, 52.5], nUyfx_sNNh, 6534592]
[paragraph, [222.0, 2469.5, 2038.0, 52.5], nUyfx_sNNh, 6534592]
[ordered-list, [265.0, 2562.0, 1989.0, 52.5], uXZYZY6cF5, 6534592]
[ordered-list, [265.0, 2614.5, 1989.0, 52.5], uXZYZY6cF5, 6534592]
[ordered-list, [265.0, 2667.0, 1989.0, 52.5], uXZYZY6cF5, 6534592]
[ordered-list, [265.0, 2719.5, 1989.0, 52.5], uXZYZY6cF5, 6534592]
[ordered-list, [265.0, 2772.0, 1989.0, 52.5], uXZYZY6cF5, 6534592]
[ordered-list, [265.0, 2824.5, 1989.0, 52.5], uXZYZY6cF5, 6534592]
[ordered-list, [265.0, 2877.0, 1989.0, 52.5], uXZYZY6cF5, 6534592]
[ordered-list, [265.0, 2929.5, 1989.0, 52.5], uXZYZY6cF5, 6534592]
[ordered-list, [265.0, 2982.0, 1989.0, 52.5], uXZYZY6cF5, 6534592]
[paragraph, [222.0, 3129.0, 2030.0, 52.5], Mo0cPbf-3h, 6534592]
[paragraph, [222.0, 3181.5, 2030.0, 52.5], Mo0cPbf-3h, 6534592]
[paragraph, [222.0, 3234.0, 2030.0, 52.5], Mo0cPbf-3h, 6534592]
