[3300, 2550]
[paragraph, [344.0, 293.0, 1960.0, 52.5], 9aRQo_BTPA, 5719891]
[paragraph, [344.0, 345.5, 1960.0, 52.5], 9aRQo_BTPA, 5719891]
[paragraph, [344.0, 398.0, 1960.0, 52.5], 9aRQo_BTPA, 5719891]
[ordered-list, [364.0, 473.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 525.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 578.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 630.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 683.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 735.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 788.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 840.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 893.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 945.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 998.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1050.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1103.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1155.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1208.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1260.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1313.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1365.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1418.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1470.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1523.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1575.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1628.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1680.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1733.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1785.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1838.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1890.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1943.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 1995.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 2048.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 2100.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 2153.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 2205.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 2258.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 2310.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 2363.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 2415.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 2468.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 2520.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 2573.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 2625.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 2678.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 2730.5, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
[ordered-list, [364.0, 2783.0, 1922.0, 52.5], shoonya_0sD1DKC1KALHJN, 5719891]
