[1637, 1070]
[section-title, [444.0, 97.0, 70.0, 49.5], D02_9SHH5x, 5653920]
[paragraph, [75.0, 178.0, 846.0, 36.0], shoonya_0sGY371MJP0QUO, 5653920]
[paragraph, [75.0, 214.0, 846.0, 36.0], shoonya_0sGY371MJP0QUO, 5653920]
[paragraph, [75.0, 250.0, 846.0, 36.0], shoonya_0sGY371MJP0QUO, 5653920]
[paragraph, [75.0, 286.0, 846.0, 36.0], shoonya_0sGY371MJP0QUO, 5653920]
[paragraph, [75.0, 322.0, 846.0, 36.0], shoonya_0sGY371MJP0QUO, 5653920]
[paragraph, [75.0, 358.0, 846.0, 36.0], shoonya_0sGY371MJP0QUO, 5653920]
[paragraph, [75.0, 394.0, 846.0, 36.0], shoonya_0sGY371MJP0QUO, 5653920]
[paragraph, [75.0, 430.0, 846.0, 36.0], shoonya_0sGY371MJP0QUO, 5653920]
[paragraph, [75.0, 466.0, 846.0, 36.0], shoonya_0sGY371MJP0QUO, 5653920]
[paragraph, [82.0, 533.0, 841.0, 36.0], shoonya_5sEBZZV01DL628, 5653920]
[paragraph, [82.0, 569.0, 841.0, 36.0], shoonya_5sEBZZV01DL628, 5653920]
[paragraph, [82.0, 605.0, 841.0, 36.0], shoonya_5sEBZZV01DL628, 5653920]
[paragraph, [81.0, 667.0, 842.0, 36.0], shoonya_6sA9RUGMRIMOAZ, 5653920]
[paragraph, [81.0, 703.0, 842.0, 36.0], shoonya_6sA9RUGMRIMOAZ, 5653920]
[paragraph, [81.0, 739.0, 842.0, 36.0], shoonya_6sA9RUGMRIMOAZ, 5653920]
[paragraph, [81.0, 775.0, 842.0, 36.0], shoonya_6sA9RUGMRIMOAZ, 5653920]
[paragraph, [81.0, 811.0, 842.0, 36.0], shoonya_6sA9RUGMRIMOAZ, 5653920]
[paragraph, [82.0, 875.0, 848.0, 36.0], shoonya_1sNMP2V927D1ZX, 5653920]
[paragraph, [82.0, 911.0, 848.0, 36.0], shoonya_1sNMP2V927D1ZX, 5653920]
[paragraph, [82.0, 947.0, 848.0, 36.0], shoonya_1sNMP2V927D1ZX, 5653920]
[paragraph, [82.0, 983.0, 848.0, 36.0], shoonya_1sNMP2V927D1ZX, 5653920]
[paragraph, [82.0, 1019.0, 848.0, 36.0], shoonya_1sNMP2V927D1ZX, 5653920]
[paragraph, [82.0, 1055.0, 848.0, 36.0], shoonya_1sNMP2V927D1ZX, 5653920]
[paragraph, [82.0, 1091.0, 848.0, 36.0], shoonya_1sNMP2V927D1ZX, 5653920]
[paragraph, [82.0, 1127.0, 848.0, 36.0], shoonya_1sNMP2V927D1ZX, 5653920]
[paragraph, [82.0, 1163.0, 848.0, 36.0], shoonya_1sNMP2V927D1ZX, 5653920]
[paragraph, [82.0, 1199.0, 848.0, 36.0], shoonya_1sNMP2V927D1ZX, 5653920]
[paragraph, [83.0, 1249.0, 853.0, 36.0], shoonya_2sQGKVJSSA0EYK, 5653920]
[paragraph, [83.0, 1285.0, 853.0, 36.0], shoonya_2sQGKVJSSA0EYK, 5653920]
[paragraph, [83.0, 1321.0, 853.0, 36.0], shoonya_2sQGKVJSSA0EYK, 5653920]
[paragraph, [83.0, 1357.0, 853.0, 36.0], shoonya_2sQGKVJSSA0EYK, 5653920]
[paragraph, [83.0, 1393.0, 853.0, 36.0], shoonya_2sQGKVJSSA0EYK, 5653920]
[paragraph, [83.0, 1429.0, 853.0, 36.0], shoonya_2sQGKVJSSA0EYK, 5653920]
[paragraph, [83.0, 1465.0, 853.0, 36.0], shoonya_2sQGKVJSSA0EYK, 5653920]
