[2339, 1656]
[folio, [101.0, 26.0, 707.0, 36.0], ugK1Y2f5w6, 5656093]
[folio, [101.0, 62.0, 707.0, 36.0], ugK1Y2f5w6, 5656093]
[dateline, [1050.0, 26.0, 531.0, 64.5], if4GYcAAvL, 5656093]
[paragraph, [841.0, 111.0, 241.0, 36.0], c6iJEdgSKz, 5656093]
[paragraph, [86.0, 113.0, 725.0, 36.0], -fMfzpiQAq, 5656093]
[paragraph, [86.0, 149.0, 725.0, 36.0], -fMfzpiQAq, 5656093]
[paragraph, [913.0, 169.0, 661.0, 36.0], 7gc9yZexGx, 5656093]
[figure-caption, [752.0, 1102.0, 283.0, 36.0], DlAO4SBnGP, 5656093]
[paragraph, [79.0, 1156.0, 736.0, 36.0], shoonya_1s2SX7WS9LOUWA, 5656093]
[paragraph, [79.0, 1192.0, 736.0, 36.0], shoonya_1s2SX7WS9LOUWA, 5656093]
[paragraph, [79.0, 1228.0, 736.0, 36.0], shoonya_1s2SX7WS9LOUWA, 5656093]
[paragraph, [79.0, 1264.0, 736.0, 36.0], shoonya_1s2SX7WS9LOUWA, 5656093]
[paragraph, [79.0, 1300.0, 736.0, 36.0], shoonya_1s2SX7WS9LOUWA, 5656093]
[paragraph, [79.0, 1336.0, 736.0, 36.0], shoonya_1s2SX7WS9LOUWA, 5656093]
[paragraph, [79.0, 1372.0, 736.0, 36.0], shoonya_1s2SX7WS9LOUWA, 5656093]
[paragraph, [79.0, 1408.0, 736.0, 36.0], shoonya_1s2SX7WS9LOUWA, 5656093]
[paragraph, [79.0, 1444.0, 736.0, 36.0], shoonya_1s2SX7WS9LOUWA, 5656093]
[paragraph, [79.0, 1480.0, 736.0, 36.0], shoonya_1s2SX7WS9LOUWA, 5656093]
[paragraph, [79.0, 1516.0, 736.0, 36.0], shoonya_1s2SX7WS9LOUWA, 5656093]
[paragraph, [82.0, 1561.0, 726.0, 36.0], shoonya_0sQLW3L46JE96P, 5656093]
[paragraph, [82.0, 1597.0, 726.0, 36.0], shoonya_0sQLW3L46JE96P, 5656093]
[paragraph, [82.0, 1633.0, 726.0, 36.0], shoonya_0sQLW3L46JE96P, 5656093]
[paragraph, [82.0, 1669.0, 726.0, 36.0], shoonya_0sQLW3L46JE96P, 5656093]
[paragraph, [82.0, 1705.0, 726.0, 36.0], shoonya_0sQLW3L46JE96P, 5656093]
[paragraph, [82.0, 1741.0, 726.0, 36.0], shoonya_0sQLW3L46JE96P, 5656093]
[paragraph, [82.0, 1777.0, 726.0, 36.0], shoonya_0sQLW3L46JE96P, 5656093]
[paragraph, [82.0, 1813.0, 726.0, 36.0], shoonya_0sQLW3L46JE96P, 5656093]
[paragraph, [82.0, 1849.0, 726.0, 36.0], shoonya_0sQLW3L46JE96P, 5656093]
[paragraph, [82.0, 1885.0, 726.0, 36.0], shoonya_0sQLW3L46JE96P, 5656093]
[paragraph, [82.0, 1921.0, 726.0, 36.0], shoonya_0sQLW3L46JE96P, 5656093]
[paragraph, [82.0, 1957.0, 726.0, 36.0], shoonya_0sQLW3L46JE96P, 5656093]
[paragraph, [82.0, 1993.0, 726.0, 36.0], shoonya_0sQLW3L46JE96P, 5656093]
[paragraph, [82.0, 2029.0, 726.0, 36.0], shoonya_0sQLW3L46JE96P, 5656093]
[paragraph, [82.0, 2065.0, 726.0, 36.0], shoonya_0sQLW3L46JE96P, 5656093]
[paragraph, [82.0, 2101.0, 726.0, 36.0], shoonya_0sQLW3L46JE96P, 5656093]
[paragraph, [82.0, 2137.0, 726.0, 36.0], shoonya_0sQLW3L46JE96P, 5656093]
[figure-caption, [1094.0, 2016.0, 181.0, 36.0], shoonya_8sRAA1L589S6KK, 5656093]
[paragraph, [844.0, 2106.0, 707.0, 36.0], shoonya_4s6YZSJJ9SBYQ3, 5656093]
