[796, 593]
[folio, [63.0, 92.0, 53.0, 18.0], 51ohYGPUdd, 6465519]
[placeholder-text, [59.0, 117.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 135.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 153.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 171.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 189.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 207.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 225.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 243.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 261.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 279.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 297.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 315.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 333.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 351.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 369.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 387.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 405.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 423.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 441.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 459.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 477.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 495.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 513.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 531.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 549.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 567.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [59.0, 585.0, 506.0, 18.0], CpXr2S03Hy, 6465519]
[placeholder-text, [56.0, 665.0, 511.0, 18.0], zrJ7W6b8qd, 6465519]
[placeholder-text, [56.0, 683.0, 511.0, 18.0], zrJ7W6b8qd, 6465519]
[placeholder-text, [56.0, 701.0, 511.0, 18.0], zrJ7W6b8qd, 6465519]
[placeholder-text, [56.0, 719.0, 511.0, 18.0], zrJ7W6b8qd, 6465519]
[placeholder-text, [56.0, 737.0, 511.0, 18.0], zrJ7W6b8qd, 6465519]
