[1818, 1374]
[folio, [639.0, 108.0, 88.0, 36.0], shoonya_0sH0GDQEFO6VYY, 5681942]
[paragraph, [695.0, 175.0, 571.0, 36.0], 48R8Qt8y9j, 5681942]
[paragraph, [695.0, 211.0, 571.0, 36.0], 48R8Qt8y9j, 5681942]
[paragraph, [105.0, 178.0, 566.0, 36.0], shoonya_3sGMLY9EC272QO, 5681942]
[paragraph, [105.0, 214.0, 566.0, 36.0], shoonya_3sGMLY9EC272QO, 5681942]
[paragraph, [690.0, 264.0, 575.0, 36.0], BvMaVEjQc3, 5681942]
[paragraph, [690.0, 300.0, 575.0, 36.0], BvMaVEjQc3, 5681942]
[paragraph, [690.0, 336.0, 575.0, 36.0], BvMaVEjQc3, 5681942]
[paragraph, [690.0, 372.0, 575.0, 36.0], BvMaVEjQc3, 5681942]
[paragraph, [690.0, 408.0, 575.0, 36.0], BvMaVEjQc3, 5681942]
[paragraph, [690.0, 444.0, 575.0, 36.0], BvMaVEjQc3, 5681942]
[paragraph, [690.0, 480.0, 575.0, 36.0], BvMaVEjQc3, 5681942]
[paragraph, [690.0, 516.0, 575.0, 36.0], BvMaVEjQc3, 5681942]
[paragraph, [100.0, 265.0, 568.0, 36.0], shoonya_4sTF3CE2BHE8MN, 5681942]
[paragraph, [100.0, 301.0, 568.0, 36.0], shoonya_4sTF3CE2BHE8MN, 5681942]
[paragraph, [100.0, 337.0, 568.0, 36.0], shoonya_4sTF3CE2BHE8MN, 5681942]
[paragraph, [100.0, 373.0, 568.0, 36.0], shoonya_4sTF3CE2BHE8MN, 5681942]
[paragraph, [100.0, 409.0, 568.0, 36.0], shoonya_4sTF3CE2BHE8MN, 5681942]
[paragraph, [100.0, 445.0, 568.0, 36.0], shoonya_4sTF3CE2BHE8MN, 5681942]
[paragraph, [104.0, 521.0, 571.0, 36.0], k9UD6_wZxt, 5681942]
[paragraph, [104.0, 557.0, 571.0, 36.0], k9UD6_wZxt, 5681942]
[paragraph, [104.0, 593.0, 571.0, 36.0], k9UD6_wZxt, 5681942]
[paragraph, [104.0, 629.0, 571.0, 36.0], k9UD6_wZxt, 5681942]
[paragraph, [104.0, 665.0, 571.0, 36.0], k9UD6_wZxt, 5681942]
[paragraph, [104.0, 701.0, 571.0, 36.0], k9UD6_wZxt, 5681942]
[paragraph, [104.0, 737.0, 571.0, 36.0], k9UD6_wZxt, 5681942]
[paragraph, [104.0, 773.0, 571.0, 36.0], k9UD6_wZxt, 5681942]
[paragraph, [104.0, 809.0, 571.0, 36.0], k9UD6_wZxt, 5681942]
[paragraph, [104.0, 845.0, 571.0, 36.0], k9UD6_wZxt, 5681942]
[paragraph, [104.0, 881.0, 571.0, 36.0], k9UD6_wZxt, 5681942]
[paragraph, [104.0, 917.0, 571.0, 36.0], k9UD6_wZxt, 5681942]
[paragraph, [104.0, 953.0, 571.0, 36.0], k9UD6_wZxt, 5681942]
[paragraph, [104.0, 989.0, 571.0, 36.0], k9UD6_wZxt, 5681942]
[paragraph, [104.0, 1025.0, 571.0, 36.0], k9UD6_wZxt, 5681942]
[paragraph, [693.0, 564.0, 573.0, 36.0], CvzLMdRXKc, 5681942]
[paragraph, [693.0, 600.0, 573.0, 36.0], CvzLMdRXKc, 5681942]
[paragraph, [693.0, 636.0, 573.0, 36.0], CvzLMdRXKc, 5681942]
[paragraph, [693.0, 672.0, 573.0, 36.0], CvzLMdRXKc, 5681942]
[paragraph, [693.0, 708.0, 573.0, 36.0], CvzLMdRXKc, 5681942]
[paragraph, [693.0, 744.0, 573.0, 36.0], CvzLMdRXKc, 5681942]
[paragraph, [693.0, 780.0, 573.0, 36.0], CvzLMdRXKc, 5681942]
[paragraph, [693.0, 816.0, 573.0, 36.0], CvzLMdRXKc, 5681942]
[paragraph, [693.0, 852.0, 573.0, 36.0], CvzLMdRXKc, 5681942]
[paragraph, [693.0, 888.0, 573.0, 36.0], CvzLMdRXKc, 5681942]
[paragraph, [697.0, 944.0, 573.0, 36.0], rslQG9WZxM, 5681942]
[paragraph, [697.0, 980.0, 573.0, 36.0], rslQG9WZxM, 5681942]
[paragraph, [697.0, 1016.0, 573.0, 36.0], rslQG9WZxM, 5681942]
[paragraph, [697.0, 1052.0, 573.0, 36.0], rslQG9WZxM, 5681942]
[paragraph, [697.0, 1088.0, 573.0, 36.0], rslQG9WZxM, 5681942]
[paragraph, [697.0, 1124.0, 573.0, 36.0], rslQG9WZxM, 5681942]
[paragraph, [697.0, 1160.0, 573.0, 36.0], rslQG9WZxM, 5681942]
[paragraph, [697.0, 1196.0, 573.0, 36.0], rslQG9WZxM, 5681942]
[paragraph, [697.0, 1232.0, 573.0, 36.0], rslQG9WZxM, 5681942]
[paragraph, [99.0, 1076.0, 577.0, 36.0], 9aV-t5hBnn, 5681942]
[paragraph, [99.0, 1112.0, 577.0, 36.0], 9aV-t5hBnn, 5681942]
[paragraph, [99.0, 1148.0, 577.0, 36.0], 9aV-t5hBnn, 5681942]
[paragraph, [99.0, 1184.0, 577.0, 36.0], 9aV-t5hBnn, 5681942]
[paragraph, [108.0, 1248.0, 571.0, 36.0], FfDJLL_Wiw, 5681942]
[paragraph, [108.0, 1284.0, 571.0, 36.0], FfDJLL_Wiw, 5681942]
[paragraph, [108.0, 1320.0, 571.0, 36.0], FfDJLL_Wiw, 5681942]
[paragraph, [108.0, 1356.0, 571.0, 36.0], FfDJLL_Wiw, 5681942]
[paragraph, [108.0, 1392.0, 571.0, 36.0], FfDJLL_Wiw, 5681942]
[paragraph, [108.0, 1428.0, 571.0, 36.0], FfDJLL_Wiw, 5681942]
[paragraph, [108.0, 1464.0, 571.0, 36.0], FfDJLL_Wiw, 5681942]
[paragraph, [108.0, 1500.0, 571.0, 36.0], FfDJLL_Wiw, 5681942]
[paragraph, [700.0, 1289.0, 570.0, 36.0], -tYAu8PQpo, 5681942]
[paragraph, [700.0, 1325.0, 570.0, 36.0], -tYAu8PQpo, 5681942]
[paragraph, [700.0, 1373.0, 568.0, 36.0], uRmSxXbqa-, 5681942]
[paragraph, [700.0, 1409.0, 568.0, 36.0], uRmSxXbqa-, 5681942]
[paragraph, [700.0, 1445.0, 568.0, 36.0], uRmSxXbqa-, 5681942]
[paragraph, [700.0, 1481.0, 568.0, 36.0], uRmSxXbqa-, 5681942]
[paragraph, [704.0, 1543.0, 568.0, 36.0], __0FW3QYF8, 5681942]
[paragraph, [704.0, 1579.0, 568.0, 36.0], __0FW3QYF8, 5681942]
[paragraph, [115.0, 1548.0, 561.0, 36.0], mp-8ZIm7Wc, 5681942]
[paragraph, [115.0, 1584.0, 561.0, 36.0], mp-8ZIm7Wc, 5681942]
[paragraph, [115.0, 1620.0, 561.0, 36.0], mp-8ZIm7Wc, 5681942]
[paragraph, [702.0, 1632.0, 571.0, 36.0], JPAXYERmew, 5681942]
[paragraph, [702.0, 1668.0, 571.0, 36.0], JPAXYERmew, 5681942]
[paragraph, [147.0, 1673.0, 527.0, 36.0], Rw5QV3sA-U, 5681942]
