[1275, 1650]
[folio, [226.0, 132.0, 548.0, 18.0], wTuUXuSW2A, 5764851]
[folio, [226.0, 150.0, 548.0, 18.0], wTuUXuSW2A, 5764851]
[folio, [226.0, 168.0, 548.0, 18.0], wTuUXuSW2A, 5764851]
[folio, [226.0, 186.0, 548.0, 18.0], wTuUXuSW2A, 5764851]
[folio, [226.0, 204.0, 548.0, 18.0], wTuUXuSW2A, 5764851]
[folio, [226.0, 222.0, 548.0, 18.0], wTuUXuSW2A, 5764851]
[folio, [226.0, 240.0, 548.0, 18.0], wTuUXuSW2A, 5764851]
[folio, [226.0, 258.0, 548.0, 18.0], wTuUXuSW2A, 5764851]
[folio, [226.0, 276.0, 548.0, 18.0], wTuUXuSW2A, 5764851]
[second-level-question, [854.0, 254.0, 716.0, 18.0], shoonya_0sBZJBEXTTQL96, 5764851]
[second-level-question, [854.0, 272.0, 716.0, 18.0], shoonya_0sBZJBEXTTQL96, 5764851]
[second-level-question, [854.0, 290.0, 716.0, 18.0], shoonya_0sBZJBEXTTQL96, 5764851]
[second-level-question, [854.0, 308.0, 716.0, 18.0], shoonya_0sBZJBEXTTQL96, 5764851]
[second-level-question, [854.0, 326.0, 716.0, 18.0], shoonya_0sBZJBEXTTQL96, 5764851]
[second-level-question, [854.0, 344.0, 716.0, 18.0], shoonya_0sBZJBEXTTQL96, 5764851]
[second-level-question, [854.0, 362.0, 716.0, 18.0], shoonya_0sBZJBEXTTQL96, 5764851]
[second-level-question, [854.0, 380.0, 716.0, 18.0], shoonya_0sBZJBEXTTQL96, 5764851]
[sidebar, [567.0, 321.0, 208.0, 18.0], dllW2FfAZS, 5764851]
[sidebar, [78.0, 325.0, 123.0, 18.0], ME17GZmcBT, 5764851]
[sidebar, [693.0, 404.0, 96.0, 18.0], shoonya_12sNCGKSYWUACJ, 5764851]
[folio, [113.0, 451.0, 556.0, 18.0], x1ngzDNDZ8, 5764851]
[folio, [113.0, 469.0, 556.0, 18.0], x1ngzDNDZ8, 5764851]
[sidebar, [686.0, 455.0, 107.0, 18.0], nAuDL9xSCx, 5764851]
[second-level-question, [72.0, 517.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 535.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 553.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 571.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 589.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 607.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 625.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 643.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 661.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 679.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 697.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 715.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 733.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 751.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 769.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 787.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 805.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 823.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 841.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 859.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 877.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 895.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 913.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 931.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 949.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 967.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 985.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 1003.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 1021.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 1039.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 1057.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[second-level-question, [72.0, 1075.0, 709.0, 18.0], PkHe54Sh8w, 5764851]
[folio, [1208.0, 1070.0, 259.0, 18.0], T06k1kA4Oy, 5764851]
[folio, [1208.0, 1088.0, 259.0, 18.0], T06k1kA4Oy, 5764851]
