[1754, 1241]
[paragraph, [213.0, 147.0, 886.0, 36.0], Vgcekziob7, 6471067]
[paragraph, [213.0, 183.0, 886.0, 36.0], Vgcekziob7, 6471067]
[paragraph, [213.0, 219.0, 886.0, 36.0], Vgcekziob7, 6471067]
[paragraph, [213.0, 255.0, 886.0, 36.0], Vgcekziob7, 6471067]
[paragraph, [213.0, 291.0, 886.0, 36.0], Vgcekziob7, 6471067]
[paragraph, [213.0, 327.0, 886.0, 36.0], Vgcekziob7, 6471067]
[paragraph, [213.0, 363.0, 886.0, 36.0], Vgcekziob7, 6471067]
[paragraph, [213.0, 399.0, 886.0, 36.0], Vgcekziob7, 6471067]
[paragraph, [210.0, 454.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 490.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 526.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 562.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 598.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 634.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 670.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 706.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 742.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 778.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 814.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 850.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 886.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 922.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 958.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 994.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 1030.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 1066.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 1102.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 1138.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 1174.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 1210.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 1246.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 1282.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 1318.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 1354.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 1390.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 1426.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[paragraph, [210.0, 1462.0, 894.0, 36.0], shoonya_0sG3LKAZGIUWKS, 6471067]
[footnote, [210.0, 1561.0, 866.0, 36.0], Jw5zFf0Soj, 6471067]
