[1686, 819]
[section-title, [177.0, 57.0, 251.0, 49.5], QzuPuxyDRB, 6473533]
[unordered-list, [308.0, 440.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 476.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 512.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 548.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 584.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 620.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 656.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 692.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 728.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 764.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 800.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 836.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 872.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 908.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 944.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 980.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 1016.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 1052.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 1088.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[unordered-list, [308.0, 1124.0, 444.0, 36.0], shoonya_6s89C1EPC876IZ, 6473533]
[contact-info, [340.0, 1292.0, 384.0, 36.0], shoonya_3sM9IBKIQ39NGN, 6473533]
[contact-info, [340.0, 1328.0, 384.0, 36.0], shoonya_3sM9IBKIQ39NGN, 6473533]
[contact-info, [340.0, 1364.0, 384.0, 36.0], shoonya_3sM9IBKIQ39NGN, 6473533]
[contact-info, [340.0, 1400.0, 384.0, 36.0], shoonya_3sM9IBKIQ39NGN, 6473533]
[contact-info, [340.0, 1436.0, 384.0, 36.0], shoonya_3sM9IBKIQ39NGN, 6473533]
[contact-info, [442.0, 1564.0, 317.0, 36.0], ZjXHkhw9lw, 6473533]
[contact-info, [442.0, 1600.0, 317.0, 36.0], ZjXHkhw9lw, 6473533]
