[1650, 1275]
[section-title, [322.0, 190.0, 621.0, 49.5], shoonya_2sH0ANO8UAV8VM, 5709759]
[paragraph, [135.0, 282.0, 997.0, 36.0], KeFZKQm9Yr, 5709759]
[paragraph, [135.0, 318.0, 997.0, 36.0], KeFZKQm9Yr, 5709759]
[paragraph, [135.0, 354.0, 997.0, 36.0], KeFZKQm9Yr, 5709759]
[paragraph, [135.0, 390.0, 997.0, 36.0], KeFZKQm9Yr, 5709759]
[paragraph, [135.0, 426.0, 997.0, 36.0], KeFZKQm9Yr, 5709759]
[paragraph, [135.0, 462.0, 997.0, 36.0], KeFZKQm9Yr, 5709759]
[paragraph, [135.0, 498.0, 997.0, 36.0], KeFZKQm9Yr, 5709759]
[paragraph, [135.0, 534.0, 997.0, 36.0], KeFZKQm9Yr, 5709759]
[paragraph, [135.0, 570.0, 997.0, 36.0], KeFZKQm9Yr, 5709759]
[paragraph, [135.0, 606.0, 997.0, 36.0], KeFZKQm9Yr, 5709759]
[paragraph, [135.0, 642.0, 997.0, 36.0], KeFZKQm9Yr, 5709759]
[paragraph, [135.0, 678.0, 997.0, 36.0], KeFZKQm9Yr, 5709759]
[paragraph, [135.0, 714.0, 997.0, 36.0], KeFZKQm9Yr, 5709759]
[paragraph, [135.0, 750.0, 997.0, 36.0], KeFZKQm9Yr, 5709759]
[paragraph, [135.0, 786.0, 997.0, 36.0], KeFZKQm9Yr, 5709759]
[paragraph, [132.0, 840.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 876.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 912.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 948.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 984.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 1020.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 1056.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 1092.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 1128.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 1164.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 1200.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 1236.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 1272.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 1308.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 1344.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 1380.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 1416.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 1452.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 1488.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
[paragraph, [132.0, 1524.0, 986.0, 36.0], shoonya_1sYK7OFDENI0QH, 5709759]
