[1359, 1004]
[section-title, [81.0, 465.0, 195.0, 30.0], J2BjG8NWN_, 5725738]
[ordered-list, [74.0, 515.0, 864.0, 18.0], 2eLmwY84NU, 5725738]
[ordered-list, [74.0, 533.0, 864.0, 18.0], 2eLmwY84NU, 5725738]
[ordered-list, [74.0, 551.0, 864.0, 18.0], 2eLmwY84NU, 5725738]
[ordered-list, [74.0, 569.0, 864.0, 18.0], 2eLmwY84NU, 5725738]
[ordered-list, [74.0, 587.0, 864.0, 18.0], 2eLmwY84NU, 5725738]
[ordered-list, [74.0, 605.0, 864.0, 18.0], 2eLmwY84NU, 5725738]
[ordered-list, [74.0, 623.0, 864.0, 18.0], 2eLmwY84NU, 5725738]
[ordered-list, [74.0, 641.0, 864.0, 18.0], 2eLmwY84NU, 5725738]
[ordered-list, [74.0, 659.0, 864.0, 18.0], 2eLmwY84NU, 5725738]
[ordered-list, [74.0, 677.0, 864.0, 18.0], 2eLmwY84NU, 5725738]
[ordered-list, [74.0, 695.0, 864.0, 18.0], 2eLmwY84NU, 5725738]
[ordered-list, [74.0, 713.0, 864.0, 18.0], 2eLmwY84NU, 5725738]
[ordered-list, [74.0, 731.0, 864.0, 18.0], 2eLmwY84NU, 5725738]
[ordered-list, [74.0, 749.0, 864.0, 18.0], 2eLmwY84NU, 5725738]
[ordered-list, [74.0, 767.0, 864.0, 18.0], 2eLmwY84NU, 5725738]
[ordered-list, [74.0, 785.0, 864.0, 18.0], 2eLmwY84NU, 5725738]
[ordered-list, [74.0, 803.0, 864.0, 18.0], 2eLmwY84NU, 5725738]
[ordered-list, [74.0, 821.0, 864.0, 18.0], 2eLmwY84NU, 5725738]
[section-title, [86.0, 855.0, 283.0, 30.0], shoonya_2s3NEDHA7R9ZF6, 5725738]
[sidebar, [562.0, 888.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 906.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 924.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 942.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 960.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 978.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 996.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 1014.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 1032.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 1050.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 1068.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 1086.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 1104.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 1122.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 1140.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 1158.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 1176.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 1194.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 1212.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 1230.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[sidebar, [562.0, 1248.0, 366.0, 18.0], rst_TDoUi1, 5725738]
[ordered-list, [76.0, 902.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
[ordered-list, [76.0, 920.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
[ordered-list, [76.0, 938.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
[ordered-list, [76.0, 956.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
[ordered-list, [76.0, 974.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
[ordered-list, [76.0, 992.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
[ordered-list, [76.0, 1010.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
[ordered-list, [76.0, 1028.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
[ordered-list, [76.0, 1046.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
[ordered-list, [76.0, 1064.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
[ordered-list, [76.0, 1082.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
[ordered-list, [76.0, 1100.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
[ordered-list, [76.0, 1118.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
[ordered-list, [76.0, 1136.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
[ordered-list, [76.0, 1154.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
[ordered-list, [76.0, 1172.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
[ordered-list, [76.0, 1190.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
[ordered-list, [76.0, 1208.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
[ordered-list, [76.0, 1226.0, 483.0, 18.0], Cidvx9YlSJ, 5725738]
