[1031, 622]
[section-title, [260.0, 70.0, 109.0, 30.0], shoonya_1sBZFTRWQY96YW, 5710018]
[paragraph, [70.0, 111.0, 487.0, 18.0], shoonya_2sI6WG8DEAU57E, 5710018]
[paragraph, [70.0, 129.0, 487.0, 18.0], shoonya_2sI6WG8DEAU57E, 5710018]
[paragraph, [70.0, 147.0, 487.0, 18.0], shoonya_2sI6WG8DEAU57E, 5710018]
[paragraph, [70.0, 165.0, 487.0, 18.0], shoonya_2sI6WG8DEAU57E, 5710018]
[paragraph, [70.0, 183.0, 487.0, 18.0], shoonya_2sI6WG8DEAU57E, 5710018]
[paragraph, [70.0, 201.0, 487.0, 18.0], shoonya_2sI6WG8DEAU57E, 5710018]
[paragraph, [70.0, 219.0, 487.0, 18.0], shoonya_2sI6WG8DEAU57E, 5710018]
[paragraph, [70.0, 237.0, 487.0, 18.0], shoonya_2sI6WG8DEAU57E, 5710018]
[paragraph, [70.0, 255.0, 487.0, 18.0], shoonya_2sI6WG8DEAU57E, 5710018]
[paragraph, [70.0, 273.0, 487.0, 18.0], shoonya_2sI6WG8DEAU57E, 5710018]
[paragraph, [70.0, 291.0, 487.0, 18.0], shoonya_2sI6WG8DEAU57E, 5710018]
[paragraph, [70.0, 309.0, 487.0, 18.0], shoonya_2sI6WG8DEAU57E, 5710018]
[paragraph, [70.0, 327.0, 487.0, 18.0], shoonya_2sI6WG8DEAU57E, 5710018]
[ordered-list, [67.0, 361.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 379.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 397.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 415.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 433.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 451.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 469.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 487.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 505.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 523.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 541.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 559.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 577.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 595.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 613.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 631.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 649.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 667.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 685.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 703.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 721.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 739.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 757.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 775.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 793.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 811.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 829.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 847.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 865.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 883.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 901.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 919.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
[ordered-list, [67.0, 937.0, 492.0, 18.0], shoonya_0s4H5R9AP2P7RO, 5710018]
