[1241, 1654]
[section-title, [689.0, 49.0, 270.0, 30.0], shoonya_13sBY7VYREX07J, 5726307]
[ordered-list, [1154.0, 51.0, 447.0, 18.0], shoonya_15sNDBDWEFSKU5, 5726307]
[ordered-list, [1154.0, 69.0, 447.0, 18.0], shoonya_15sNDBDWEFSKU5, 5726307]
[ordered-list, [1154.0, 87.0, 447.0, 18.0], shoonya_15sNDBDWEFSKU5, 5726307]
[ordered-list, [1154.0, 105.0, 447.0, 18.0], shoonya_15sNDBDWEFSKU5, 5726307]
[headline, [138.0, 78.0, 268.0, 25.5], T2RKmbeAsG, 5726307]
[headline, [138.0, 103.5, 268.0, 25.5], T2RKmbeAsG, 5726307]
[paragraph, [605.0, 106.0, 440.0, 18.0], shoonya_3s0GQFK0PD0O5A, 5726307]
[paragraph, [605.0, 124.0, 440.0, 18.0], shoonya_3s0GQFK0PD0O5A, 5726307]
[paragraph, [605.0, 142.0, 440.0, 18.0], shoonya_3s0GQFK0PD0O5A, 5726307]
[paragraph, [605.0, 160.0, 440.0, 18.0], shoonya_3s0GQFK0PD0O5A, 5726307]
[paragraph, [605.0, 178.0, 440.0, 18.0], shoonya_3s0GQFK0PD0O5A, 5726307]
[paragraph, [605.0, 196.0, 440.0, 18.0], shoonya_3s0GQFK0PD0O5A, 5726307]
[paragraph, [605.0, 214.0, 440.0, 18.0], shoonya_3s0GQFK0PD0O5A, 5726307]
[paragraph, [605.0, 232.0, 440.0, 18.0], shoonya_3s0GQFK0PD0O5A, 5726307]
[paragraph, [605.0, 250.0, 440.0, 18.0], shoonya_3s0GQFK0PD0O5A, 5726307]
[paragraph, [605.0, 268.0, 440.0, 18.0], shoonya_3s0GQFK0PD0O5A, 5726307]
[paragraph, [605.0, 286.0, 440.0, 18.0], shoonya_3s0GQFK0PD0O5A, 5726307]
[paragraph, [605.0, 304.0, 440.0, 18.0], shoonya_3s0GQFK0PD0O5A, 5726307]
[paragraph, [1157.0, 162.0, 447.0, 18.0], shoonya_1sNY5W7FIGWHED, 5726307]
[paragraph, [1157.0, 180.0, 447.0, 18.0], shoonya_1sNY5W7FIGWHED, 5726307]
[paragraph, [1157.0, 198.0, 447.0, 18.0], shoonya_1sNY5W7FIGWHED, 5726307]
[paragraph, [1157.0, 216.0, 447.0, 18.0], shoonya_1sNY5W7FIGWHED, 5726307]
[paragraph, [1157.0, 234.0, 447.0, 18.0], shoonya_1sNY5W7FIGWHED, 5726307]
[paragraph, [1157.0, 252.0, 447.0, 18.0], shoonya_1sNY5W7FIGWHED, 5726307]
[paragraph, [1157.0, 270.0, 447.0, 18.0], shoonya_1sNY5W7FIGWHED, 5726307]
[paragraph, [1157.0, 288.0, 447.0, 18.0], shoonya_1sNY5W7FIGWHED, 5726307]
[paragraph, [1157.0, 306.0, 447.0, 18.0], shoonya_1sNY5W7FIGWHED, 5726307]
[paragraph, [1157.0, 324.0, 447.0, 18.0], shoonya_1sNY5W7FIGWHED, 5726307]
[paragraph, [1157.0, 342.0, 447.0, 18.0], shoonya_1sNY5W7FIGWHED, 5726307]
[paragraph, [1157.0, 360.0, 447.0, 18.0], shoonya_1sNY5W7FIGWHED, 5726307]
[paragraph, [1157.0, 378.0, 447.0, 18.0], shoonya_1sNY5W7FIGWHED, 5726307]
[paragraph, [54.0, 249.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 267.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 285.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 303.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 321.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 339.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 357.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 375.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 393.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 411.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 429.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 447.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 465.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 483.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 501.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 519.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 537.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 555.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 573.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 591.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 609.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 627.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 645.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 663.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 681.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 699.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 717.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 735.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[paragraph, [54.0, 753.0, 442.0, 18.0], shoonya_4sQ281WF33C4LD, 5726307]
[section-title, [697.0, 348.0, 256.0, 30.0], shoonya_14sDEPQ8ZINIJR, 5726307]
[paragraph, [604.0, 403.0, 441.0, 18.0], shoonya_5sWT8WLTG0QXBR, 5726307]
