[2084, 1289]
[folio, [486.0, 264.0, 341.0, 36.0], shoonya_1s51680MNESL4C, 5660519]
[paragraph, [129.0, 331.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 367.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 403.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 439.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 475.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 511.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 547.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 583.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 619.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 655.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 691.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 727.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 763.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 799.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 835.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 871.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 907.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 943.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 979.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1015.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1051.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1087.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1123.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1159.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1195.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1231.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1267.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1303.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1339.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1375.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1411.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1447.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1483.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1519.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1555.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1591.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1627.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1663.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1699.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1735.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1771.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1807.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[paragraph, [129.0, 1843.0, 1042.0, 36.0], shoonya_0s8V0H9ZV18QF9, 5660519]
[folio, [640.0, 1939.0, 648.0, 36.0], shoonya_2s3CE4JRJN0J3J, 5660519]
