[1372, 849]
[section-title, [244.0, 67.0, 349.0, 30.0], shoonya_3sJA92VSCLTPUV, 5710452]
[paragraph, [68.0, 133.0, 702.0, 18.0], shoonya_0sOPXEFPFQA2DR, 5710452]
[paragraph, [68.0, 151.0, 702.0, 18.0], shoonya_0sOPXEFPFQA2DR, 5710452]
[paragraph, [68.0, 169.0, 702.0, 18.0], shoonya_0sOPXEFPFQA2DR, 5710452]
[paragraph, [68.0, 187.0, 702.0, 18.0], shoonya_0sOPXEFPFQA2DR, 5710452]
[paragraph, [68.0, 205.0, 702.0, 18.0], shoonya_0sOPXEFPFQA2DR, 5710452]
[paragraph, [68.0, 223.0, 702.0, 18.0], shoonya_0sOPXEFPFQA2DR, 5710452]
[paragraph, [68.0, 241.0, 702.0, 18.0], shoonya_0sOPXEFPFQA2DR, 5710452]
[paragraph, [68.0, 259.0, 702.0, 18.0], shoonya_0sOPXEFPFQA2DR, 5710452]
[paragraph, [68.0, 277.0, 702.0, 18.0], shoonya_0sOPXEFPFQA2DR, 5710452]
[paragraph, [68.0, 295.0, 702.0, 18.0], shoonya_0sOPXEFPFQA2DR, 5710452]
[paragraph, [68.0, 313.0, 702.0, 18.0], shoonya_0sOPXEFPFQA2DR, 5710452]
[paragraph, [68.0, 331.0, 702.0, 18.0], shoonya_0sOPXEFPFQA2DR, 5710452]
[paragraph, [68.0, 349.0, 702.0, 18.0], shoonya_0sOPXEFPFQA2DR, 5710452]
[paragraph, [68.0, 367.0, 702.0, 18.0], shoonya_0sOPXEFPFQA2DR, 5710452]
[paragraph, [68.0, 385.0, 702.0, 18.0], shoonya_0sOPXEFPFQA2DR, 5710452]
[paragraph, [68.0, 403.0, 702.0, 18.0], shoonya_0sOPXEFPFQA2DR, 5710452]
[paragraph, [68.0, 421.0, 702.0, 18.0], shoonya_0sOPXEFPFQA2DR, 5710452]
[paragraph, [68.0, 439.0, 702.0, 18.0], shoonya_0sOPXEFPFQA2DR, 5710452]
[paragraph, [64.0, 475.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 493.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 511.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 529.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 547.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 565.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 583.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 601.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 619.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 637.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 655.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 673.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 691.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 709.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 727.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 745.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 763.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 781.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 799.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 817.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 835.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 853.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 871.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 889.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 907.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 925.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 943.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 961.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 979.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 997.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 1015.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 1033.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 1051.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [64.0, 1069.0, 710.0, 18.0], shoonya_1s8SR270RUN9AL, 5710452]
[paragraph, [70.0, 1091.0, 708.0, 18.0], shoonya_2sHP4LIF6CRX1Y, 5710452]
[paragraph, [70.0, 1109.0, 708.0, 18.0], shoonya_2sHP4LIF6CRX1Y, 5710452]
[paragraph, [70.0, 1127.0, 708.0, 18.0], shoonya_2sHP4LIF6CRX1Y, 5710452]
[paragraph, [70.0, 1145.0, 708.0, 18.0], shoonya_2sHP4LIF6CRX1Y, 5710452]
[paragraph, [70.0, 1163.0, 708.0, 18.0], shoonya_2sHP4LIF6CRX1Y, 5710452]
[paragraph, [70.0, 1181.0, 708.0, 18.0], shoonya_2sHP4LIF6CRX1Y, 5710452]
[paragraph, [70.0, 1199.0, 708.0, 18.0], shoonya_2sHP4LIF6CRX1Y, 5710452]
[paragraph, [70.0, 1217.0, 708.0, 18.0], shoonya_2sHP4LIF6CRX1Y, 5710452]
[paragraph, [70.0, 1235.0, 708.0, 18.0], shoonya_2sHP4LIF6CRX1Y, 5710452]
[paragraph, [70.0, 1253.0, 708.0, 18.0], shoonya_2sHP4LIF6CRX1Y, 5710452]
[paragraph, [70.0, 1271.0, 708.0, 18.0], shoonya_2sHP4LIF6CRX1Y, 5710452]
