[2150, 1329]
[folio, [522.0, 139.0, 269.0, 36.0], U1WV2w27YC, 5691685]
[folio, [522.0, 175.0, 269.0, 36.0], U1WV2w27YC, 5691685]
[paragraph, [137.0, 233.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 269.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 305.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 341.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 377.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 413.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 449.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 485.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 521.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 557.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 593.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 629.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 665.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 701.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 737.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 773.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 809.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 845.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 881.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 917.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 953.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 989.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 1025.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 1061.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 1097.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 1133.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 1169.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [137.0, 1205.0, 1061.0, 36.0], shoonya_1sL4L51KB75577, 5691685]
[paragraph, [146.0, 1272.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1308.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1344.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1380.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1416.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1452.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1488.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1524.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1560.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1596.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1632.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1668.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1704.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1740.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1776.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1812.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1848.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1884.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1920.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1956.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
[paragraph, [146.0, 1992.0, 1047.0, 36.0], shoonya_0sP5487N9A4RYI, 5691685]
