[1350, 975]
[paragraph, [109.0, 114.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 132.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 150.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 168.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 186.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 204.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 222.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 240.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 258.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 276.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 294.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 312.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 330.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 348.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 366.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 384.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 402.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 420.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 438.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 456.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 474.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 492.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 510.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 528.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 546.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 564.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 582.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 600.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 618.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 636.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 654.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 672.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 690.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 708.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 726.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 744.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 762.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 780.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 798.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 816.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 834.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 852.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [109.0, 870.0, 759.0, 18.0], shoonya_1sQUY5RQOHB0ZY, 6473561]
[paragraph, [103.0, 913.0, 763.0, 18.0], shoonya_0sCCBV8P9JTGOB, 6473561]
[paragraph, [103.0, 931.0, 763.0, 18.0], shoonya_0sCCBV8P9JTGOB, 6473561]
[paragraph, [103.0, 949.0, 763.0, 18.0], shoonya_0sCCBV8P9JTGOB, 6473561]
[paragraph, [103.0, 967.0, 763.0, 18.0], shoonya_0sCCBV8P9JTGOB, 6473561]
[paragraph, [103.0, 985.0, 763.0, 18.0], shoonya_0sCCBV8P9JTGOB, 6473561]
[paragraph, [103.0, 1003.0, 763.0, 18.0], shoonya_0sCCBV8P9JTGOB, 6473561]
[paragraph, [103.0, 1021.0, 763.0, 18.0], shoonya_0sCCBV8P9JTGOB, 6473561]
[paragraph, [103.0, 1039.0, 763.0, 18.0], shoonya_0sCCBV8P9JTGOB, 6473561]
[paragraph, [103.0, 1057.0, 763.0, 18.0], shoonya_0sCCBV8P9JTGOB, 6473561]
[paragraph, [103.0, 1075.0, 763.0, 18.0], shoonya_0sCCBV8P9JTGOB, 6473561]
[paragraph, [103.0, 1093.0, 763.0, 18.0], shoonya_0sCCBV8P9JTGOB, 6473561]
[paragraph, [103.0, 1111.0, 763.0, 18.0], shoonya_0sCCBV8P9JTGOB, 6473561]
[paragraph, [103.0, 1129.0, 763.0, 18.0], shoonya_0sCCBV8P9JTGOB, 6473561]
[paragraph, [103.0, 1147.0, 763.0, 18.0], shoonya_0sCCBV8P9JTGOB, 6473561]
[paragraph, [103.0, 1165.0, 763.0, 18.0], shoonya_0sCCBV8P9JTGOB, 6473561]
