[1468, 909]
[folio, [377.0, 91.0, 160.0, 18.0], 3pLTvP5IG1, 5770616]
[folio, [377.0, 109.0, 160.0, 18.0], 3pLTvP5IG1, 5770616]
[folio, [377.0, 127.0, 160.0, 18.0], 3pLTvP5IG1, 5770616]
[paragraph, [120.0, 153.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 171.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 189.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 207.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 225.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 243.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 261.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 279.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 297.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 315.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 333.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 351.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 369.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 387.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 405.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 423.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 441.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 459.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 477.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 495.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 513.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 531.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 549.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 567.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 585.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 603.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 621.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 639.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 657.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 675.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 693.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 711.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [120.0, 729.0, 328.0, 18.0], shoonya_0sH5PSZ3PHOTHF, 5770616]
[paragraph, [455.0, 158.0, 345.0, 18.0], RaV-JYTZwO, 5770616]
[paragraph, [455.0, 176.0, 345.0, 18.0], RaV-JYTZwO, 5770616]
[paragraph, [455.0, 194.0, 345.0, 18.0], RaV-JYTZwO, 5770616]
[paragraph, [455.0, 212.0, 345.0, 18.0], RaV-JYTZwO, 5770616]
[paragraph, [455.0, 230.0, 345.0, 18.0], RaV-JYTZwO, 5770616]
[paragraph, [455.0, 248.0, 345.0, 18.0], RaV-JYTZwO, 5770616]
[paragraph, [455.0, 266.0, 345.0, 18.0], RaV-JYTZwO, 5770616]
[paragraph, [455.0, 284.0, 345.0, 18.0], RaV-JYTZwO, 5770616]
[paragraph, [455.0, 302.0, 345.0, 18.0], RaV-JYTZwO, 5770616]
[paragraph, [455.0, 320.0, 345.0, 18.0], RaV-JYTZwO, 5770616]
[paragraph, [455.0, 338.0, 345.0, 18.0], RaV-JYTZwO, 5770616]
[paragraph, [455.0, 356.0, 345.0, 18.0], RaV-JYTZwO, 5770616]
[paragraph, [455.0, 374.0, 345.0, 18.0], RaV-JYTZwO, 5770616]
[paragraph, [455.0, 392.0, 345.0, 18.0], RaV-JYTZwO, 5770616]
[paragraph, [455.0, 410.0, 345.0, 18.0], RaV-JYTZwO, 5770616]
[paragraph, [455.0, 428.0, 345.0, 18.0], RaV-JYTZwO, 5770616]
[paragraph, [455.0, 451.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 469.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 487.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 505.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 523.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 541.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 559.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 577.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 595.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 613.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 631.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 649.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 667.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 685.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 703.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 721.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 739.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 757.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 775.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 793.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 811.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 829.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 847.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
[paragraph, [455.0, 865.0, 345.0, 18.0], shoonya_3s8J757OVHANTZ, 5770616]
