[2552, 1920]
[headline, [632.0, 0.0, 200.0, 52.5], shoonya_0sP95ZOJGULU9N, 5683491]
[author, [1289.0, 112.0, 438.0, 46.5], hG35L79Prl, 5683491]
[author, [1289.0, 158.5, 438.0, 46.5], hG35L79Prl, 5683491]
[paragraph, [484.0, 139.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 185.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 232.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 278.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 325.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 371.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 418.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 464.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 511.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 557.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 604.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 650.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 697.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 743.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 790.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 836.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 883.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 929.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 976.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1022.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1069.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1115.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1162.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1208.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1255.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1301.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1348.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1394.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1441.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1487.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1534.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1580.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1627.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1673.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1720.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1766.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1813.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1859.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1906.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1952.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 1999.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 2045.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 2092.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 2138.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 2185.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 2231.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 2278.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 2324.5, 1049.0, 46.5], PcvPYF0dGa, 5683491]
[paragraph, [484.0, 2371.0, 1049.0, 46.5], PcvPYF0dGa, 5683491]
