[1162, 749]
[folio, [333.0, 76.0, 87.0, 18.0], shoonya_4sAC5UC36PYH9T, 5699790]
[paragraph, [80.0, 117.0, 591.0, 18.0], shoonya_2sYEFNUI1PG0L3, 5699790]
[paragraph, [80.0, 135.0, 591.0, 18.0], shoonya_2sYEFNUI1PG0L3, 5699790]
[paragraph, [80.0, 153.0, 591.0, 18.0], shoonya_2sYEFNUI1PG0L3, 5699790]
[paragraph, [80.0, 171.0, 591.0, 18.0], shoonya_2sYEFNUI1PG0L3, 5699790]
[paragraph, [80.0, 189.0, 591.0, 18.0], shoonya_2sYEFNUI1PG0L3, 5699790]
[paragraph, [80.0, 207.0, 591.0, 18.0], shoonya_2sYEFNUI1PG0L3, 5699790]
[paragraph, [80.0, 225.0, 591.0, 18.0], shoonya_2sYEFNUI1PG0L3, 5699790]
[paragraph, [80.0, 243.0, 591.0, 18.0], shoonya_2sYEFNUI1PG0L3, 5699790]
[paragraph, [80.0, 261.0, 591.0, 18.0], shoonya_2sYEFNUI1PG0L3, 5699790]
[paragraph, [80.0, 279.0, 591.0, 18.0], shoonya_2sYEFNUI1PG0L3, 5699790]
[paragraph, [80.0, 297.0, 591.0, 18.0], shoonya_2sYEFNUI1PG0L3, 5699790]
[paragraph, [80.0, 315.0, 591.0, 18.0], shoonya_2sYEFNUI1PG0L3, 5699790]
[paragraph, [80.0, 333.0, 591.0, 18.0], shoonya_2sYEFNUI1PG0L3, 5699790]
[paragraph, [82.0, 362.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 380.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 398.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 416.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 434.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 452.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 470.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 488.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 506.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 524.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 542.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 560.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 578.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 596.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 614.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 632.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 650.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 668.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 686.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 704.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 722.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [82.0, 740.0, 585.0, 18.0], shoonya_1sLTIP5UADS6JW, 5699790]
[paragraph, [80.0, 779.0, 591.0, 18.0], shoonya_0sAGSZQZZWLLYH, 5699790]
[paragraph, [80.0, 797.0, 591.0, 18.0], shoonya_0sAGSZQZZWLLYH, 5699790]
[paragraph, [80.0, 815.0, 591.0, 18.0], shoonya_0sAGSZQZZWLLYH, 5699790]
[paragraph, [80.0, 833.0, 591.0, 18.0], shoonya_0sAGSZQZZWLLYH, 5699790]
[paragraph, [80.0, 851.0, 591.0, 18.0], shoonya_0sAGSZQZZWLLYH, 5699790]
[paragraph, [80.0, 869.0, 591.0, 18.0], shoonya_0sAGSZQZZWLLYH, 5699790]
[paragraph, [80.0, 887.0, 591.0, 18.0], shoonya_0sAGSZQZZWLLYH, 5699790]
[paragraph, [80.0, 905.0, 591.0, 18.0], shoonya_0sAGSZQZZWLLYH, 5699790]
[paragraph, [80.0, 923.0, 591.0, 18.0], shoonya_0sAGSZQZZWLLYH, 5699790]
[paragraph, [79.0, 955.0, 593.0, 18.0], SZHttO1tvJ, 5699790]
[paragraph, [79.0, 973.0, 593.0, 18.0], SZHttO1tvJ, 5699790]
[paragraph, [79.0, 991.0, 593.0, 18.0], SZHttO1tvJ, 5699790]
[paragraph, [79.0, 1009.0, 593.0, 18.0], SZHttO1tvJ, 5699790]
[paragraph, [79.0, 1027.0, 593.0, 18.0], SZHttO1tvJ, 5699790]
[paragraph, [79.0, 1045.0, 593.0, 18.0], SZHttO1tvJ, 5699790]
[paragraph, [79.0, 1063.0, 593.0, 18.0], SZHttO1tvJ, 5699790]
[paragraph, [79.0, 1081.0, 593.0, 18.0], SZHttO1tvJ, 5699790]
