[1806, 1262]
[folio, [629.0, 100.0, 466.0, 36.0], shoonya_5s7W5T5554HU8C, 5680579]
[paragraph, [662.0, 180.0, 507.0, 36.0], shoonya_4sOES5R97QIZZX, 5680579]
[paragraph, [662.0, 216.0, 507.0, 36.0], shoonya_4sOES5R97QIZZX, 5680579]
[paragraph, [662.0, 252.0, 507.0, 36.0], shoonya_4sOES5R97QIZZX, 5680579]
[paragraph, [662.0, 288.0, 507.0, 36.0], shoonya_4sOES5R97QIZZX, 5680579]
[paragraph, [662.0, 324.0, 507.0, 36.0], shoonya_4sOES5R97QIZZX, 5680579]
[paragraph, [662.0, 360.0, 507.0, 36.0], shoonya_4sOES5R97QIZZX, 5680579]
[paragraph, [662.0, 396.0, 507.0, 36.0], shoonya_4sOES5R97QIZZX, 5680579]
[paragraph, [101.0, 181.0, 501.0, 36.0], shoonya_3sLFZ54KJ70YE0, 5680579]
[paragraph, [101.0, 217.0, 501.0, 36.0], shoonya_3sLFZ54KJ70YE0, 5680579]
[paragraph, [101.0, 253.0, 501.0, 36.0], shoonya_3sLFZ54KJ70YE0, 5680579]
[paragraph, [101.0, 289.0, 501.0, 36.0], shoonya_3sLFZ54KJ70YE0, 5680579]
[paragraph, [101.0, 325.0, 501.0, 36.0], shoonya_3sLFZ54KJ70YE0, 5680579]
[paragraph, [101.0, 361.0, 501.0, 36.0], shoonya_3sLFZ54KJ70YE0, 5680579]
[paragraph, [101.0, 397.0, 501.0, 36.0], shoonya_3sLFZ54KJ70YE0, 5680579]
[paragraph, [101.0, 433.0, 501.0, 36.0], shoonya_3sLFZ54KJ70YE0, 5680579]
[paragraph, [101.0, 469.0, 501.0, 36.0], shoonya_3sLFZ54KJ70YE0, 5680579]
[paragraph, [101.0, 505.0, 501.0, 36.0], shoonya_3sLFZ54KJ70YE0, 5680579]
[paragraph, [101.0, 541.0, 501.0, 36.0], shoonya_3sLFZ54KJ70YE0, 5680579]
[paragraph, [101.0, 577.0, 501.0, 36.0], shoonya_3sLFZ54KJ70YE0, 5680579]
[paragraph, [101.0, 613.0, 501.0, 36.0], shoonya_3sLFZ54KJ70YE0, 5680579]
[paragraph, [657.0, 455.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 491.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 527.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 563.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 599.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 635.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 671.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 707.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 743.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 779.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 815.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 851.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 887.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 923.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 959.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 995.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 1031.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 1067.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 1103.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 1139.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 1175.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [657.0, 1211.0, 511.0, 36.0], shoonya_0sKFENFI4NTCWS, 5680579]
[paragraph, [102.0, 660.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 696.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 732.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 768.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 804.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 840.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 876.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 912.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 948.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 984.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1020.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1056.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1092.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1128.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1164.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1200.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1236.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1272.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1308.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1344.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1380.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1416.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1452.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1488.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1524.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1560.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1596.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1632.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [102.0, 1668.0, 504.0, 36.0], shoonya_1sW6KKN8NE222R, 5680579]
[paragraph, [668.0, 1273.0, 501.0, 36.0], shoonya_2s0980Z20E8FBR, 5680579]
[paragraph, [668.0, 1309.0, 501.0, 36.0], shoonya_2s0980Z20E8FBR, 5680579]
[paragraph, [668.0, 1345.0, 501.0, 36.0], shoonya_2s0980Z20E8FBR, 5680579]
[paragraph, [668.0, 1381.0, 501.0, 36.0], shoonya_2s0980Z20E8FBR, 5680579]
[paragraph, [668.0, 1417.0, 501.0, 36.0], shoonya_2s0980Z20E8FBR, 5680579]
[paragraph, [668.0, 1453.0, 501.0, 36.0], shoonya_2s0980Z20E8FBR, 5680579]
[paragraph, [668.0, 1489.0, 501.0, 36.0], shoonya_2s0980Z20E8FBR, 5680579]
[paragraph, [668.0, 1525.0, 501.0, 36.0], shoonya_2s0980Z20E8FBR, 5680579]
[paragraph, [668.0, 1561.0, 501.0, 36.0], shoonya_2s0980Z20E8FBR, 5680579]
[paragraph, [668.0, 1597.0, 501.0, 36.0], shoonya_2s0980Z20E8FBR, 5680579]
[paragraph, [668.0, 1633.0, 501.0, 36.0], shoonya_2s0980Z20E8FBR, 5680579]
[paragraph, [668.0, 1669.0, 501.0, 36.0], shoonya_2s0980Z20E8FBR, 5680579]
