[1298, 853]
[section-title, [312.0, 67.0, 224.0, 30.0], shoonya_1sUMT894481E3K, 5709942]
[paragraph, [41.0, 119.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 137.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 155.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 173.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 191.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 209.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 227.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 245.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 263.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 281.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 299.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 317.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 335.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 353.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 371.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 389.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 407.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 425.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 443.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 461.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 479.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 497.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
[paragraph, [41.0, 515.0, 759.0, 18.0], ZeMWGg2h9-, 5709942]
