[1625, 1211]
[headline, [338.0, 96.0, 578.0, 37.5], shoonya_0s2XHQOVXVWMBS, 5742094]
[paragraph, [68.0, 168.0, 349.0, 36.0], xTFCDwyQMa, 5742094]
[paragraph, [68.0, 204.0, 349.0, 36.0], xTFCDwyQMa, 5742094]
[paragraph, [68.0, 240.0, 349.0, 36.0], xTFCDwyQMa, 5742094]
[paragraph, [68.0, 276.0, 349.0, 36.0], xTFCDwyQMa, 5742094]
[paragraph, [68.0, 312.0, 349.0, 36.0], xTFCDwyQMa, 5742094]
[paragraph, [68.0, 348.0, 349.0, 36.0], xTFCDwyQMa, 5742094]
[paragraph, [68.0, 384.0, 349.0, 36.0], xTFCDwyQMa, 5742094]
[paragraph, [68.0, 420.0, 349.0, 36.0], xTFCDwyQMa, 5742094]
[paragraph, [68.0, 456.0, 349.0, 36.0], xTFCDwyQMa, 5742094]
[paragraph, [68.0, 492.0, 349.0, 36.0], xTFCDwyQMa, 5742094]
[paragraph, [68.0, 528.0, 349.0, 36.0], xTFCDwyQMa, 5742094]
[paragraph, [431.0, 172.0, 351.0, 36.0], b3hZDw8Q1n, 5742094]
[paragraph, [431.0, 208.0, 351.0, 36.0], b3hZDw8Q1n, 5742094]
[paragraph, [431.0, 244.0, 351.0, 36.0], b3hZDw8Q1n, 5742094]
[paragraph, [431.0, 280.0, 351.0, 36.0], b3hZDw8Q1n, 5742094]
[paragraph, [431.0, 316.0, 351.0, 36.0], b3hZDw8Q1n, 5742094]
[paragraph, [431.0, 352.0, 351.0, 36.0], b3hZDw8Q1n, 5742094]
[paragraph, [431.0, 388.0, 351.0, 36.0], b3hZDw8Q1n, 5742094]
[paragraph, [431.0, 424.0, 351.0, 36.0], b3hZDw8Q1n, 5742094]
[paragraph, [431.0, 460.0, 351.0, 36.0], b3hZDw8Q1n, 5742094]
[paragraph, [431.0, 496.0, 351.0, 36.0], b3hZDw8Q1n, 5742094]
[paragraph, [431.0, 532.0, 351.0, 36.0], b3hZDw8Q1n, 5742094]
[paragraph, [794.0, 175.0, 349.0, 36.0], VtTEv2VsRM, 5742094]
[paragraph, [794.0, 211.0, 349.0, 36.0], VtTEv2VsRM, 5742094]
[paragraph, [794.0, 247.0, 349.0, 36.0], VtTEv2VsRM, 5742094]
[paragraph, [795.0, 309.0, 345.0, 36.0], aABPvElHHT, 5742094]
[paragraph, [795.0, 345.0, 345.0, 36.0], aABPvElHHT, 5742094]
[paragraph, [795.0, 381.0, 345.0, 36.0], aABPvElHHT, 5742094]
[paragraph, [795.0, 417.0, 345.0, 36.0], aABPvElHHT, 5742094]
[paragraph, [795.0, 453.0, 345.0, 36.0], aABPvElHHT, 5742094]
[paragraph, [795.0, 489.0, 345.0, 36.0], aABPvElHHT, 5742094]
[paragraph, [795.0, 525.0, 345.0, 36.0], aABPvElHHT, 5742094]
[paragraph, [795.0, 561.0, 345.0, 36.0], aABPvElHHT, 5742094]
[headline, [366.0, 619.0, 469.0, 37.5], D84_wCgT5r, 5742094]
[author, [68.0, 676.0, 339.0, 36.0], XDed6ruPac, 5742094]
[paragraph, [426.0, 683.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 719.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 755.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 791.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 827.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 863.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 899.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 935.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 971.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 1007.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 1043.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 1079.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 1115.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 1151.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 1187.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 1223.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 1259.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 1295.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 1331.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 1367.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 1403.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [426.0, 1439.0, 354.0, 36.0], KDknyKMKyF, 5742094]
[paragraph, [793.0, 684.0, 348.0, 36.0], cuhOx0J6ko, 5742094]
[paragraph, [793.0, 720.0, 348.0, 36.0], cuhOx0J6ko, 5742094]
[paragraph, [793.0, 756.0, 348.0, 36.0], cuhOx0J6ko, 5742094]
[paragraph, [793.0, 792.0, 348.0, 36.0], cuhOx0J6ko, 5742094]
[paragraph, [793.0, 828.0, 348.0, 36.0], cuhOx0J6ko, 5742094]
[paragraph, [62.0, 725.0, 352.0, 36.0], kUiRfJiQJi, 5742094]
[paragraph, [62.0, 761.0, 352.0, 36.0], kUiRfJiQJi, 5742094]
[paragraph, [62.0, 797.0, 352.0, 36.0], kUiRfJiQJi, 5742094]
[paragraph, [62.0, 833.0, 352.0, 36.0], kUiRfJiQJi, 5742094]
[paragraph, [62.0, 869.0, 352.0, 36.0], kUiRfJiQJi, 5742094]
[paragraph, [62.0, 905.0, 352.0, 36.0], kUiRfJiQJi, 5742094]
[paragraph, [62.0, 941.0, 352.0, 36.0], kUiRfJiQJi, 5742094]
[paragraph, [62.0, 977.0, 352.0, 36.0], kUiRfJiQJi, 5742094]
[paragraph, [62.0, 1013.0, 352.0, 36.0], kUiRfJiQJi, 5742094]
[paragraph, [62.0, 1049.0, 352.0, 36.0], kUiRfJiQJi, 5742094]
[paragraph, [62.0, 1085.0, 352.0, 36.0], kUiRfJiQJi, 5742094]
[paragraph, [62.0, 1121.0, 352.0, 36.0], kUiRfJiQJi, 5742094]
