[2334, 1650]
[paragraph, [245.0, 125.0, 1224.0, 36.0], shoonya_3sAY9UP70QDF8F, 5651806]
[paragraph, [245.0, 161.0, 1224.0, 36.0], shoonya_3sAY9UP70QDF8F, 5651806]
[paragraph, [245.0, 197.0, 1224.0, 36.0], shoonya_3sAY9UP70QDF8F, 5651806]
[paragraph, [245.0, 233.0, 1224.0, 36.0], shoonya_3sAY9UP70QDF8F, 5651806]
[paragraph, [233.0, 277.0, 1250.0, 36.0], shoonya_1sDB167J187MHY, 5651806]
[paragraph, [233.0, 313.0, 1250.0, 36.0], shoonya_1sDB167J187MHY, 5651806]
[paragraph, [233.0, 349.0, 1250.0, 36.0], shoonya_1sDB167J187MHY, 5651806]
[paragraph, [233.0, 385.0, 1250.0, 36.0], shoonya_1sDB167J187MHY, 5651806]
[paragraph, [233.0, 421.0, 1250.0, 36.0], shoonya_1sDB167J187MHY, 5651806]
[paragraph, [233.0, 457.0, 1250.0, 36.0], shoonya_1sDB167J187MHY, 5651806]
[paragraph, [233.0, 493.0, 1250.0, 36.0], shoonya_1sDB167J187MHY, 5651806]
[paragraph, [233.0, 529.0, 1250.0, 36.0], shoonya_1sDB167J187MHY, 5651806]
[paragraph, [233.0, 565.0, 1250.0, 36.0], shoonya_1sDB167J187MHY, 5651806]
[paragraph, [233.0, 601.0, 1250.0, 36.0], shoonya_1sDB167J187MHY, 5651806]
[paragraph, [233.0, 637.0, 1250.0, 36.0], shoonya_1sDB167J187MHY, 5651806]
[paragraph, [233.0, 673.0, 1250.0, 36.0], shoonya_1sDB167J187MHY, 5651806]
[paragraph, [233.0, 709.0, 1250.0, 36.0], shoonya_1sDB167J187MHY, 5651806]
[paragraph, [233.0, 745.0, 1250.0, 36.0], shoonya_1sDB167J187MHY, 5651806]
[paragraph, [233.0, 781.0, 1250.0, 36.0], shoonya_1sDB167J187MHY, 5651806]
[paragraph, [233.0, 817.0, 1250.0, 36.0], shoonya_1sDB167J187MHY, 5651806]
[paragraph, [233.0, 853.0, 1250.0, 36.0], shoonya_1sDB167J187MHY, 5651806]
[paragraph, [233.0, 889.0, 1250.0, 36.0], shoonya_1sDB167J187MHY, 5651806]
[paragraph, [210.0, 955.0, 1353.0, 36.0], shoonya_0sE3TAXCY45YPU, 5651806]
[paragraph, [210.0, 991.0, 1353.0, 36.0], shoonya_0sE3TAXCY45YPU, 5651806]
[paragraph, [210.0, 1027.0, 1353.0, 36.0], shoonya_0sE3TAXCY45YPU, 5651806]
[paragraph, [210.0, 1063.0, 1353.0, 36.0], shoonya_0sE3TAXCY45YPU, 5651806]
[paragraph, [210.0, 1099.0, 1353.0, 36.0], shoonya_0sE3TAXCY45YPU, 5651806]
[paragraph, [210.0, 1135.0, 1353.0, 36.0], shoonya_0sE3TAXCY45YPU, 5651806]
[paragraph, [210.0, 1171.0, 1353.0, 36.0], shoonya_0sE3TAXCY45YPU, 5651806]
[paragraph, [210.0, 1207.0, 1353.0, 36.0], shoonya_0sE3TAXCY45YPU, 5651806]
[paragraph, [210.0, 1243.0, 1353.0, 36.0], shoonya_0sE3TAXCY45YPU, 5651806]
[paragraph, [210.0, 1279.0, 1353.0, 36.0], shoonya_0sE3TAXCY45YPU, 5651806]
[paragraph, [210.0, 1315.0, 1353.0, 36.0], shoonya_0sE3TAXCY45YPU, 5651806]
[paragraph, [210.0, 1351.0, 1353.0, 36.0], shoonya_0sE3TAXCY45YPU, 5651806]
[paragraph, [210.0, 1387.0, 1353.0, 36.0], shoonya_0sE3TAXCY45YPU, 5651806]
[paragraph, [210.0, 1423.0, 1353.0, 36.0], shoonya_0sE3TAXCY45YPU, 5651806]
[paragraph, [210.0, 1459.0, 1353.0, 36.0], shoonya_0sE3TAXCY45YPU, 5651806]
[paragraph, [210.0, 1495.0, 1353.0, 36.0], shoonya_0sE3TAXCY45YPU, 5651806]
[paragraph, [210.0, 1531.0, 1353.0, 36.0], shoonya_0sE3TAXCY45YPU, 5651806]
[paragraph, [210.0, 1567.0, 1353.0, 36.0], shoonya_0sE3TAXCY45YPU, 5651806]
[paragraph, [232.0, 1633.0, 1267.0, 36.0], shoonya_2sIHN1C8E9RWZ6, 5651806]
[paragraph, [232.0, 1669.0, 1267.0, 36.0], shoonya_2sIHN1C8E9RWZ6, 5651806]
[paragraph, [232.0, 1705.0, 1267.0, 36.0], shoonya_2sIHN1C8E9RWZ6, 5651806]
[paragraph, [232.0, 1741.0, 1267.0, 36.0], shoonya_2sIHN1C8E9RWZ6, 5651806]
[paragraph, [232.0, 1777.0, 1267.0, 36.0], shoonya_2sIHN1C8E9RWZ6, 5651806]
[paragraph, [232.0, 1813.0, 1267.0, 36.0], shoonya_2sIHN1C8E9RWZ6, 5651806]
[paragraph, [232.0, 1849.0, 1267.0, 36.0], shoonya_2sIHN1C8E9RWZ6, 5651806]
[paragraph, [232.0, 1885.0, 1267.0, 36.0], shoonya_2sIHN1C8E9RWZ6, 5651806]
[paragraph, [232.0, 1921.0, 1267.0, 36.0], shoonya_2sIHN1C8E9RWZ6, 5651806]
[paragraph, [232.0, 1957.0, 1267.0, 36.0], shoonya_2sIHN1C8E9RWZ6, 5651806]
[paragraph, [232.0, 1993.0, 1267.0, 36.0], shoonya_2sIHN1C8E9RWZ6, 5651806]
[folio, [350.0, 2078.0, 420.0, 36.0], _LuZWVaG-P, 5651806]
[folio, [350.0, 2114.0, 420.0, 36.0], _LuZWVaG-P, 5651806]
