[1468, 909]
[headline, [405.0, 79.0, 140.0, 25.5], shoonya_0sZIJL7IJWOT8Y, 5769967]
[paragraph, [70.0, 137.0, 298.0, 18.0], LDiUbSWc7U, 5769967]
[paragraph, [70.0, 155.0, 298.0, 18.0], LDiUbSWc7U, 5769967]
[paragraph, [70.0, 173.0, 298.0, 18.0], LDiUbSWc7U, 5769967]
[paragraph, [458.0, 137.0, 336.0, 18.0], RhlCrKElEi, 5769967]
[paragraph, [458.0, 155.0, 336.0, 18.0], RhlCrKElEi, 5769967]
[paragraph, [458.0, 173.0, 336.0, 18.0], RhlCrKElEi, 5769967]
[paragraph, [458.0, 191.0, 336.0, 18.0], RhlCrKElEi, 5769967]
[paragraph, [458.0, 209.0, 336.0, 18.0], RhlCrKElEi, 5769967]
[paragraph, [458.0, 227.0, 336.0, 18.0], RhlCrKElEi, 5769967]
[paragraph, [458.0, 245.0, 336.0, 18.0], RhlCrKElEi, 5769967]
[paragraph, [458.0, 263.0, 336.0, 18.0], RhlCrKElEi, 5769967]
[paragraph, [458.0, 281.0, 336.0, 18.0], RhlCrKElEi, 5769967]
[paragraph, [458.0, 299.0, 336.0, 18.0], RhlCrKElEi, 5769967]
[paragraph, [66.0, 202.0, 316.0, 18.0], dSA7nVBQ6b, 5769967]
[paragraph, [66.0, 220.0, 316.0, 18.0], dSA7nVBQ6b, 5769967]
[paragraph, [66.0, 238.0, 316.0, 18.0], dSA7nVBQ6b, 5769967]
[paragraph, [66.0, 256.0, 316.0, 18.0], dSA7nVBQ6b, 5769967]
[paragraph, [66.0, 274.0, 316.0, 18.0], dSA7nVBQ6b, 5769967]
[paragraph, [66.0, 292.0, 316.0, 18.0], dSA7nVBQ6b, 5769967]
[paragraph, [66.0, 310.0, 316.0, 18.0], dSA7nVBQ6b, 5769967]
[paragraph, [66.0, 328.0, 316.0, 18.0], dSA7nVBQ6b, 5769967]
[paragraph, [66.0, 346.0, 316.0, 18.0], dSA7nVBQ6b, 5769967]
[paragraph, [66.0, 364.0, 316.0, 18.0], dSA7nVBQ6b, 5769967]
[paragraph, [66.0, 382.0, 316.0, 18.0], dSA7nVBQ6b, 5769967]
[paragraph, [66.0, 400.0, 316.0, 18.0], dSA7nVBQ6b, 5769967]
[paragraph, [454.0, 315.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 333.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 351.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 369.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 387.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 405.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 423.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 441.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 459.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 477.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 495.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 513.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 531.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 549.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 567.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 585.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 603.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 621.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 639.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 657.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 675.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 693.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 711.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 729.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 747.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [454.0, 765.0, 341.0, 18.0], UPa0b_IMOE, 5769967]
[paragraph, [74.0, 432.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 450.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 468.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 486.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 504.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 522.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 540.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 558.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 576.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 594.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 612.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 630.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 648.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 666.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 684.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 702.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 720.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 738.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 756.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 774.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 792.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 810.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 828.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 846.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 864.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 882.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 900.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 918.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 936.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 954.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 972.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 990.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 1008.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 1026.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 1044.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 1062.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 1080.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 1098.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 1116.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [74.0, 1134.0, 327.0, 18.0], yAgt9AaAmj, 5769967]
[paragraph, [447.0, 773.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 791.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 809.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 827.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 845.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 863.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 881.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 899.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 917.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 935.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 953.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 971.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 989.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1007.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1025.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1043.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1061.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1079.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1097.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1115.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1133.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1151.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1169.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1187.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1205.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1223.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1241.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1259.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1277.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1295.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1313.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1331.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1349.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [447.0, 1367.0, 327.0, 18.0], vR79yeG2wo, 5769967]
[paragraph, [68.0, 1149.0, 326.0, 18.0], UlVU7s49XP, 5769967]
[paragraph, [68.0, 1167.0, 326.0, 18.0], UlVU7s49XP, 5769967]
[paragraph, [68.0, 1185.0, 326.0, 18.0], UlVU7s49XP, 5769967]
[paragraph, [68.0, 1203.0, 326.0, 18.0], UlVU7s49XP, 5769967]
[paragraph, [68.0, 1221.0, 326.0, 18.0], UlVU7s49XP, 5769967]
[paragraph, [68.0, 1239.0, 326.0, 18.0], UlVU7s49XP, 5769967]
[paragraph, [68.0, 1257.0, 326.0, 18.0], UlVU7s49XP, 5769967]
[paragraph, [68.0, 1275.0, 326.0, 18.0], UlVU7s49XP, 5769967]
[paragraph, [68.0, 1293.0, 326.0, 18.0], UlVU7s49XP, 5769967]
[paragraph, [68.0, 1311.0, 326.0, 18.0], UlVU7s49XP, 5769967]
[paragraph, [68.0, 1329.0, 326.0, 18.0], UlVU7s49XP, 5769967]
[paragraph, [68.0, 1347.0, 326.0, 18.0], UlVU7s49XP, 5769967]
[paragraph, [68.0, 1365.0, 326.0, 18.0], UlVU7s49XP, 5769967]
