[2200, 1700]
[paragraph, [369.0, 78.0, 1080.0, 36.0], Ald2gnB_SO, 5731144]
[paragraph, [369.0, 114.0, 1080.0, 36.0], Ald2gnB_SO, 5731144]
[section-title, [377.0, 165.0, 868.0, 52.5], foL9qRt2w_, 5731144]
[paragraph, [327.0, 238.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 274.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 310.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 346.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 382.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 418.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 454.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 490.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 526.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 562.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 598.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 634.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 670.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 706.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 742.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 778.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 814.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 850.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 886.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 922.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 958.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 994.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1030.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1066.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1102.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1138.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1174.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1210.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1246.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1282.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1318.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1354.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1390.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1426.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1462.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1498.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1534.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1570.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1606.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1642.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1678.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1714.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1750.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1786.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1822.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1858.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[paragraph, [327.0, 1894.0, 1134.0, 36.0], shoonya_0sC91GQQFRFPVO, 5731144]
[folio, [333.0, 2030.0, 350.0, 36.0], _Ekh35kR7O, 5731144]
