[1650, 1275]
[folio, [168.0, 81.0, 230.0, 36.0], 1gTcR27Zr6, 6472598]
[headline, [474.0, 160.0, 261.0, 37.5], dMvru2-kMV, 6472598]
[headline, [474.0, 197.5, 261.0, 37.5], dMvru2-kMV, 6472598]
[headline, [474.0, 235.0, 261.0, 37.5], dMvru2-kMV, 6472598]
[headline, [474.0, 272.5, 261.0, 37.5], dMvru2-kMV, 6472598]
[paragraph, [163.0, 205.0, 297.0, 36.0], zuZGSfB6Tn, 6472598]
[paragraph, [163.0, 241.0, 297.0, 36.0], zuZGSfB6Tn, 6472598]
[paragraph, [163.0, 277.0, 297.0, 36.0], zuZGSfB6Tn, 6472598]
[paragraph, [163.0, 313.0, 297.0, 36.0], zuZGSfB6Tn, 6472598]
[paragraph, [163.0, 349.0, 297.0, 36.0], zuZGSfB6Tn, 6472598]
[paragraph, [163.0, 385.0, 297.0, 36.0], zuZGSfB6Tn, 6472598]
[paragraph, [163.0, 421.0, 297.0, 36.0], zuZGSfB6Tn, 6472598]
[paragraph, [163.0, 457.0, 297.0, 36.0], zuZGSfB6Tn, 6472598]
[paragraph, [163.0, 493.0, 297.0, 36.0], zuZGSfB6Tn, 6472598]
[paragraph, [163.0, 529.0, 297.0, 36.0], zuZGSfB6Tn, 6472598]
[paragraph, [475.0, 344.0, 300.0, 36.0], UVelNnCraE, 6472598]
[paragraph, [475.0, 380.0, 300.0, 36.0], UVelNnCraE, 6472598]
[paragraph, [475.0, 416.0, 300.0, 36.0], UVelNnCraE, 6472598]
[paragraph, [475.0, 452.0, 300.0, 36.0], UVelNnCraE, 6472598]
[paragraph, [475.0, 488.0, 300.0, 36.0], UVelNnCraE, 6472598]
[paragraph, [475.0, 524.0, 300.0, 36.0], UVelNnCraE, 6472598]
[paragraph, [475.0, 560.0, 300.0, 36.0], UVelNnCraE, 6472598]
[paragraph, [475.0, 596.0, 300.0, 36.0], UVelNnCraE, 6472598]
[paragraph, [475.0, 632.0, 300.0, 36.0], UVelNnCraE, 6472598]
[paragraph, [475.0, 668.0, 300.0, 36.0], UVelNnCraE, 6472598]
[paragraph, [475.0, 704.0, 300.0, 36.0], UVelNnCraE, 6472598]
[paragraph, [475.0, 740.0, 300.0, 36.0], UVelNnCraE, 6472598]
[paragraph, [475.0, 776.0, 300.0, 36.0], UVelNnCraE, 6472598]
[paragraph, [475.0, 812.0, 300.0, 36.0], UVelNnCraE, 6472598]
[paragraph, [783.0, 547.0, 300.0, 36.0], -C0AJyOxJY, 6472598]
[paragraph, [783.0, 583.0, 300.0, 36.0], -C0AJyOxJY, 6472598]
[paragraph, [783.0, 619.0, 300.0, 36.0], -C0AJyOxJY, 6472598]
[paragraph, [783.0, 655.0, 300.0, 36.0], -C0AJyOxJY, 6472598]
[paragraph, [783.0, 691.0, 300.0, 36.0], -C0AJyOxJY, 6472598]
[paragraph, [162.0, 574.0, 297.0, 36.0], l-mlHgis_u, 6472598]
[paragraph, [162.0, 610.0, 297.0, 36.0], l-mlHgis_u, 6472598]
[paragraph, [162.0, 646.0, 297.0, 36.0], l-mlHgis_u, 6472598]
[paragraph, [162.0, 682.0, 297.0, 36.0], l-mlHgis_u, 6472598]
[paragraph, [162.0, 718.0, 297.0, 36.0], l-mlHgis_u, 6472598]
[paragraph, [781.0, 751.0, 302.0, 36.0], DSbLVTmS_x, 6472598]
[paragraph, [781.0, 787.0, 302.0, 36.0], DSbLVTmS_x, 6472598]
[paragraph, [781.0, 823.0, 302.0, 36.0], DSbLVTmS_x, 6472598]
[paragraph, [781.0, 859.0, 302.0, 36.0], DSbLVTmS_x, 6472598]
[paragraph, [781.0, 895.0, 302.0, 36.0], DSbLVTmS_x, 6472598]
[paragraph, [781.0, 931.0, 302.0, 36.0], DSbLVTmS_x, 6472598]
[paragraph, [781.0, 967.0, 302.0, 36.0], DSbLVTmS_x, 6472598]
[paragraph, [781.0, 1003.0, 302.0, 36.0], DSbLVTmS_x, 6472598]
[paragraph, [781.0, 1039.0, 302.0, 36.0], DSbLVTmS_x, 6472598]
[paragraph, [781.0, 1075.0, 302.0, 36.0], DSbLVTmS_x, 6472598]
[paragraph, [162.0, 777.0, 299.0, 36.0], el359mFfhH, 6472598]
[paragraph, [162.0, 813.0, 299.0, 36.0], el359mFfhH, 6472598]
[paragraph, [162.0, 849.0, 299.0, 36.0], el359mFfhH, 6472598]
[paragraph, [162.0, 885.0, 299.0, 36.0], el359mFfhH, 6472598]
[paragraph, [162.0, 921.0, 299.0, 36.0], el359mFfhH, 6472598]
[paragraph, [162.0, 957.0, 299.0, 36.0], el359mFfhH, 6472598]
[paragraph, [477.0, 874.0, 296.0, 36.0], NWc4l59mtk, 6472598]
[paragraph, [477.0, 910.0, 296.0, 36.0], NWc4l59mtk, 6472598]
[paragraph, [477.0, 946.0, 296.0, 36.0], NWc4l59mtk, 6472598]
[paragraph, [477.0, 982.0, 296.0, 36.0], NWc4l59mtk, 6472598]
[paragraph, [477.0, 1018.0, 296.0, 36.0], NWc4l59mtk, 6472598]
[paragraph, [477.0, 1054.0, 296.0, 36.0], NWc4l59mtk, 6472598]
[paragraph, [477.0, 1090.0, 296.0, 36.0], NWc4l59mtk, 6472598]
[paragraph, [477.0, 1126.0, 296.0, 36.0], NWc4l59mtk, 6472598]
[paragraph, [477.0, 1162.0, 296.0, 36.0], NWc4l59mtk, 6472598]
[paragraph, [477.0, 1198.0, 296.0, 36.0], NWc4l59mtk, 6472598]
[paragraph, [477.0, 1234.0, 296.0, 36.0], NWc4l59mtk, 6472598]
[paragraph, [477.0, 1270.0, 296.0, 36.0], NWc4l59mtk, 6472598]
[paragraph, [477.0, 1306.0, 296.0, 36.0], NWc4l59mtk, 6472598]
[paragraph, [477.0, 1342.0, 296.0, 36.0], NWc4l59mtk, 6472598]
[paragraph, [477.0, 1378.0, 296.0, 36.0], NWc4l59mtk, 6472598]
[paragraph, [477.0, 1414.0, 296.0, 36.0], NWc4l59mtk, 6472598]
[paragraph, [168.0, 1024.0, 296.0, 36.0], uF085FCH-C, 6472598]
[paragraph, [168.0, 1060.0, 296.0, 36.0], uF085FCH-C, 6472598]
[paragraph, [168.0, 1096.0, 296.0, 36.0], uF085FCH-C, 6472598]
[paragraph, [168.0, 1132.0, 296.0, 36.0], uF085FCH-C, 6472598]
[paragraph, [168.0, 1168.0, 296.0, 36.0], uF085FCH-C, 6472598]
[paragraph, [168.0, 1204.0, 296.0, 36.0], uF085FCH-C, 6472598]
[paragraph, [783.0, 1124.0, 296.0, 36.0], p1NsnaDAlK, 6472598]
[paragraph, [783.0, 1160.0, 296.0, 36.0], p1NsnaDAlK, 6472598]
[paragraph, [783.0, 1196.0, 296.0, 36.0], p1NsnaDAlK, 6472598]
[paragraph, [783.0, 1232.0, 296.0, 36.0], p1NsnaDAlK, 6472598]
[paragraph, [783.0, 1268.0, 296.0, 36.0], p1NsnaDAlK, 6472598]
[paragraph, [783.0, 1304.0, 296.0, 36.0], p1NsnaDAlK, 6472598]
