[2338, 1654]
[paragraph, [184.0, 189.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 225.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 261.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 297.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 333.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 369.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 405.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 441.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 477.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 513.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 549.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 585.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 621.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 657.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 693.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 729.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 765.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 801.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 837.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 873.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 909.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 945.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 981.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 1017.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 1053.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 1089.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 1125.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 1161.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 1197.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 1233.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 1269.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 1305.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 1341.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 1377.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 1413.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 1449.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 1485.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 1521.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 1557.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 1593.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [184.0, 1629.0, 1174.0, 36.0], shoonya_1sEA4RQ7ZL0KH8, 5754176]
[paragraph, [188.0, 1697.0, 1174.0, 36.0], shoonya_0s8L46NKSKN4HP, 5754176]
[paragraph, [188.0, 1733.0, 1174.0, 36.0], shoonya_0s8L46NKSKN4HP, 5754176]
[paragraph, [188.0, 1769.0, 1174.0, 36.0], shoonya_0s8L46NKSKN4HP, 5754176]
[paragraph, [188.0, 1805.0, 1174.0, 36.0], shoonya_0s8L46NKSKN4HP, 5754176]
[paragraph, [188.0, 1841.0, 1174.0, 36.0], shoonya_0s8L46NKSKN4HP, 5754176]
[paragraph, [188.0, 1877.0, 1174.0, 36.0], shoonya_0s8L46NKSKN4HP, 5754176]
[paragraph, [188.0, 1913.0, 1174.0, 36.0], shoonya_0s8L46NKSKN4HP, 5754176]
[paragraph, [188.0, 1949.0, 1174.0, 36.0], shoonya_0s8L46NKSKN4HP, 5754176]
[paragraph, [188.0, 1985.0, 1174.0, 36.0], shoonya_0s8L46NKSKN4HP, 5754176]
[paragraph, [188.0, 2021.0, 1174.0, 36.0], shoonya_0s8L46NKSKN4HP, 5754176]
