[2339, 1654]
[paragraph, [142.0, 150.0, 1371.0, 36.0], shoonya_3sW5H3UFQ8OLC0, 5753160]
[paragraph, [142.0, 186.0, 1371.0, 36.0], shoonya_3sW5H3UFQ8OLC0, 5753160]
[paragraph, [142.0, 222.0, 1371.0, 36.0], shoonya_3sW5H3UFQ8OLC0, 5753160]
[paragraph, [142.0, 258.0, 1371.0, 36.0], shoonya_3sW5H3UFQ8OLC0, 5753160]
[paragraph, [142.0, 294.0, 1371.0, 36.0], shoonya_3sW5H3UFQ8OLC0, 5753160]
[paragraph, [142.0, 330.0, 1371.0, 36.0], shoonya_3sW5H3UFQ8OLC0, 5753160]
[paragraph, [142.0, 366.0, 1371.0, 36.0], shoonya_3sW5H3UFQ8OLC0, 5753160]
[paragraph, [142.0, 402.0, 1371.0, 36.0], shoonya_3sW5H3UFQ8OLC0, 5753160]
[paragraph, [142.0, 438.0, 1371.0, 36.0], shoonya_3sW5H3UFQ8OLC0, 5753160]
[paragraph, [142.0, 474.0, 1371.0, 36.0], shoonya_3sW5H3UFQ8OLC0, 5753160]
[paragraph, [142.0, 510.0, 1371.0, 36.0], shoonya_3sW5H3UFQ8OLC0, 5753160]
[paragraph, [142.0, 546.0, 1371.0, 36.0], shoonya_3sW5H3UFQ8OLC0, 5753160]
[paragraph, [142.0, 582.0, 1371.0, 36.0], shoonya_3sW5H3UFQ8OLC0, 5753160]
[paragraph, [142.0, 618.0, 1371.0, 36.0], shoonya_3sW5H3UFQ8OLC0, 5753160]
[paragraph, [142.0, 654.0, 1371.0, 36.0], shoonya_3sW5H3UFQ8OLC0, 5753160]
[paragraph, [142.0, 690.0, 1371.0, 36.0], shoonya_3sW5H3UFQ8OLC0, 5753160]
[paragraph, [142.0, 726.0, 1371.0, 36.0], shoonya_3sW5H3UFQ8OLC0, 5753160]
[paragraph, [146.0, 801.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 837.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 873.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 909.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 945.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 981.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 1017.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 1053.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 1089.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 1125.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 1161.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 1197.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 1233.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 1269.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 1305.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 1341.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 1377.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 1413.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 1449.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 1485.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 1521.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [146.0, 1557.0, 1365.0, 36.0], shoonya_0s1ZLHHT6UOLP7, 5753160]
[paragraph, [140.0, 1630.0, 1377.0, 36.0], shoonya_4sKO0ZHJ2GSIUW, 5753160]
[paragraph, [140.0, 1666.0, 1377.0, 36.0], shoonya_4sKO0ZHJ2GSIUW, 5753160]
[paragraph, [140.0, 1702.0, 1377.0, 36.0], shoonya_4sKO0ZHJ2GSIUW, 5753160]
[paragraph, [140.0, 1738.0, 1377.0, 36.0], shoonya_4sKO0ZHJ2GSIUW, 5753160]
[paragraph, [140.0, 1774.0, 1377.0, 36.0], shoonya_4sKO0ZHJ2GSIUW, 5753160]
