[2200, 1700]
[chapter-title, [738.0, 419.0, 289.0, 70.5], shoonya_1sP2MRR1HRLRSP, 5730774]
[section-title, [570.0, 524.0, 623.0, 52.5], lu57SsUHPX, 5730774]
[paragraph, [734.0, 637.0, 634.0, 36.0], 8WZoUzRClZ, 5730774]
[paragraph, [734.0, 673.0, 634.0, 36.0], 8WZoUzRClZ, 5730774]
[paragraph, [734.0, 709.0, 634.0, 36.0], 8WZoUzRClZ, 5730774]
[author, [1213.0, 758.0, 163.0, 36.0], 6jSQCLzUwk, 5730774]
[paragraph, [334.0, 1060.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1096.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1132.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1168.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1204.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1240.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1276.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1312.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1348.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1384.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1420.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1456.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1492.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1528.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1564.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1600.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1636.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1672.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1708.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1744.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1780.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1816.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1852.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[paragraph, [334.0, 1888.0, 1130.0, 36.0], shoonya_0s6I97DQLPMM25, 5730774]
[folio, [912.0, 2002.0, 415.0, 36.0], HztciaNQ6o, 5730774]
