[1754, 1241]
[section-title, [196.0, 732.0, 841.0, 49.5], shoonya_2sET3WDOKLTES3, 5706572]
[section-title, [196.0, 781.5, 841.0, 49.5], shoonya_2sET3WDOKLTES3, 5706572]
[folio, [334.0, 900.0, 567.0, 36.0], wrghmnOhS7, 5706572]
[sub-section-title, [158.0, 997.0, 917.0, 36.0], DC9Vtuy2g0, 5706572]
[sub-section-title, [158.0, 1033.0, 917.0, 36.0], DC9Vtuy2g0, 5706572]
[sub-section-title, [158.0, 1069.0, 917.0, 36.0], DC9Vtuy2g0, 5706572]
[sub-section-title, [158.0, 1105.0, 917.0, 36.0], DC9Vtuy2g0, 5706572]
[sub-section-title, [158.0, 1141.0, 917.0, 36.0], DC9Vtuy2g0, 5706572]
[sub-section-title, [158.0, 1177.0, 917.0, 36.0], DC9Vtuy2g0, 5706572]
[sub-section-title, [158.0, 1213.0, 917.0, 36.0], DC9Vtuy2g0, 5706572]
[sub-section-title, [158.0, 1249.0, 917.0, 36.0], DC9Vtuy2g0, 5706572]
[sub-section-title, [158.0, 1285.0, 917.0, 36.0], DC9Vtuy2g0, 5706572]
[sub-section-title, [158.0, 1321.0, 917.0, 36.0], DC9Vtuy2g0, 5706572]
[sub-section-title, [158.0, 1357.0, 917.0, 36.0], DC9Vtuy2g0, 5706572]
[sub-section-title, [158.0, 1393.0, 917.0, 36.0], DC9Vtuy2g0, 5706572]
