[1806, 1262]
[chapter-title, [232.0, 428.0, 801.0, 58.5], shoonya_1sJFU6GK31PQDY, 5681007]
[chapter-title, [232.0, 486.5, 801.0, 58.5], shoonya_1sJFU6GK31PQDY, 5681007]
[author, [502.0, 597.0, 252.0, 36.0], shoonya_5sBBGNDJINVT48, 5681007]
[paragraph, [646.0, 683.0, 513.0, 36.0], shoonya_2sJBVU2TG1WETM, 5681007]
[paragraph, [646.0, 719.0, 513.0, 36.0], shoonya_2sJBVU2TG1WETM, 5681007]
[paragraph, [646.0, 755.0, 513.0, 36.0], shoonya_2sJBVU2TG1WETM, 5681007]
[paragraph, [646.0, 791.0, 513.0, 36.0], shoonya_2sJBVU2TG1WETM, 5681007]
[paragraph, [646.0, 827.0, 513.0, 36.0], shoonya_2sJBVU2TG1WETM, 5681007]
[paragraph, [646.0, 863.0, 513.0, 36.0], shoonya_2sJBVU2TG1WETM, 5681007]
[paragraph, [646.0, 899.0, 513.0, 36.0], shoonya_2sJBVU2TG1WETM, 5681007]
[paragraph, [646.0, 935.0, 513.0, 36.0], shoonya_2sJBVU2TG1WETM, 5681007]
[paragraph, [646.0, 971.0, 513.0, 36.0], shoonya_2sJBVU2TG1WETM, 5681007]
[paragraph, [646.0, 1007.0, 513.0, 36.0], shoonya_2sJBVU2TG1WETM, 5681007]
[paragraph, [646.0, 1043.0, 513.0, 36.0], shoonya_2sJBVU2TG1WETM, 5681007]
[paragraph, [94.0, 724.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 760.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 796.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 832.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 868.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 904.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 940.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 976.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 1012.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 1048.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 1084.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 1120.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 1156.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 1192.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 1228.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 1264.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 1300.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 1336.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 1372.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 1408.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 1444.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 1480.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
[paragraph, [94.0, 1516.0, 502.0, 36.0], shoonya_0sUYFYJJFUWMTE, 5681007]
