[594, 841]
[paragraph, [149.0, 64.0, 295.0, 18.0], shoonya_0s5628Y5T5VWWU, 6532759]
[paragraph, [149.0, 82.0, 295.0, 18.0], shoonya_0s5628Y5T5VWWU, 6532759]
[paragraph, [149.0, 100.0, 295.0, 18.0], shoonya_0s5628Y5T5VWWU, 6532759]
[paragraph, [463.0, 122.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 140.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 158.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 176.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 194.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 212.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 230.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 248.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 266.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 284.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 302.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 320.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 338.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 356.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 374.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 392.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 410.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 428.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 446.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 464.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 482.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 500.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [463.0, 518.0, 312.0, 18.0], 86U0Yze24d, 6532759]
[paragraph, [149.0, 132.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 150.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 168.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 186.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 204.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 222.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 240.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 258.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 276.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 294.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 312.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 330.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 348.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 366.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 384.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 402.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 420.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 438.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 456.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 474.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 492.0, 298.0, 18.0], WnHraoEyyI, 6532759]
[paragraph, [149.0, 510.0, 298.0, 18.0], WnHraoEyyI, 6532759]
