[1806, 1262]
[chapter-title, [295.0, 375.0, 670.0, 58.5], shoonya_0s17EA7J4XWN0X, 5681477]
[author, [504.0, 497.0, 239.0, 36.0], shoonya_1sEDUP536B7V83, 5681477]
[paragraph, [90.0, 574.0, 510.0, 36.0], shoonya_3s7FVDMN8B7CF0, 5681477]
[paragraph, [90.0, 610.0, 510.0, 36.0], shoonya_3s7FVDMN8B7CF0, 5681477]
[paragraph, [90.0, 646.0, 510.0, 36.0], shoonya_3s7FVDMN8B7CF0, 5681477]
[paragraph, [90.0, 682.0, 510.0, 36.0], shoonya_3s7FVDMN8B7CF0, 5681477]
[paragraph, [90.0, 718.0, 510.0, 36.0], shoonya_3s7FVDMN8B7CF0, 5681477]
[paragraph, [90.0, 754.0, 510.0, 36.0], shoonya_3s7FVDMN8B7CF0, 5681477]
[paragraph, [90.0, 790.0, 510.0, 36.0], shoonya_3s7FVDMN8B7CF0, 5681477]
[paragraph, [90.0, 826.0, 510.0, 36.0], shoonya_3s7FVDMN8B7CF0, 5681477]
[paragraph, [649.0, 577.0, 500.0, 36.0], shoonya_5s4SD9BR30MZ6L, 5681477]
[paragraph, [649.0, 613.0, 500.0, 36.0], shoonya_5s4SD9BR30MZ6L, 5681477]
[paragraph, [648.0, 732.0, 507.0, 36.0], shoonya_7sJMWUAZFN7IUG, 5681477]
[paragraph, [648.0, 768.0, 507.0, 36.0], shoonya_7sJMWUAZFN7IUG, 5681477]
[paragraph, [648.0, 804.0, 507.0, 36.0], shoonya_7sJMWUAZFN7IUG, 5681477]
[paragraph, [648.0, 840.0, 507.0, 36.0], shoonya_7sJMWUAZFN7IUG, 5681477]
[paragraph, [648.0, 876.0, 507.0, 36.0], shoonya_7sJMWUAZFN7IUG, 5681477]
[paragraph, [648.0, 912.0, 507.0, 36.0], shoonya_7sJMWUAZFN7IUG, 5681477]
[paragraph, [648.0, 948.0, 507.0, 36.0], shoonya_7sJMWUAZFN7IUG, 5681477]
[paragraph, [648.0, 984.0, 507.0, 36.0], shoonya_7sJMWUAZFN7IUG, 5681477]
[paragraph, [648.0, 1020.0, 507.0, 36.0], shoonya_7sJMWUAZFN7IUG, 5681477]
[paragraph, [648.0, 1056.0, 507.0, 36.0], shoonya_7sJMWUAZFN7IUG, 5681477]
[paragraph, [648.0, 1092.0, 507.0, 36.0], shoonya_7sJMWUAZFN7IUG, 5681477]
[paragraph, [648.0, 1128.0, 507.0, 36.0], shoonya_7sJMWUAZFN7IUG, 5681477]
[paragraph, [92.0, 873.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 909.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 945.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 981.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1017.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1053.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1089.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1125.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1161.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1197.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1233.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1269.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1305.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1341.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1377.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1413.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1449.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1485.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1521.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1557.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1593.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1629.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [92.0, 1665.0, 512.0, 36.0], shoonya_4s1IDM40UW49RL, 5681477]
[paragraph, [646.0, 1190.0, 506.0, 36.0], shoonya_8sGJOT71KZKVKC, 5681477]
[paragraph, [646.0, 1226.0, 506.0, 36.0], shoonya_8sGJOT71KZKVKC, 5681477]
[paragraph, [646.0, 1262.0, 506.0, 36.0], shoonya_8sGJOT71KZKVKC, 5681477]
[paragraph, [646.0, 1298.0, 506.0, 36.0], shoonya_8sGJOT71KZKVKC, 5681477]
[paragraph, [646.0, 1334.0, 506.0, 36.0], shoonya_8sGJOT71KZKVKC, 5681477]
[paragraph, [646.0, 1370.0, 506.0, 36.0], shoonya_8sGJOT71KZKVKC, 5681477]
[paragraph, [646.0, 1406.0, 506.0, 36.0], shoonya_8sGJOT71KZKVKC, 5681477]
[paragraph, [646.0, 1442.0, 506.0, 36.0], shoonya_8sGJOT71KZKVKC, 5681477]
[paragraph, [646.0, 1478.0, 506.0, 36.0], shoonya_8sGJOT71KZKVKC, 5681477]
[paragraph, [646.0, 1514.0, 506.0, 36.0], shoonya_8sGJOT71KZKVKC, 5681477]
[paragraph, [646.0, 1550.0, 506.0, 36.0], shoonya_8sGJOT71KZKVKC, 5681477]
[paragraph, [646.0, 1586.0, 506.0, 36.0], shoonya_8sGJOT71KZKVKC, 5681477]
[paragraph, [646.0, 1622.0, 506.0, 36.0], shoonya_8sGJOT71KZKVKC, 5681477]
[paragraph, [646.0, 1658.0, 506.0, 36.0], shoonya_8sGJOT71KZKVKC, 5681477]
