[2339, 1653]
[paragraph, [324.0, 164.0, 1137.0, 36.0], shoonya_0s7VHOR3X16V0D, 5734405]
[paragraph, [324.0, 200.0, 1137.0, 36.0], shoonya_0s7VHOR3X16V0D, 5734405]
[paragraph, [324.0, 236.0, 1137.0, 36.0], shoonya_0s7VHOR3X16V0D, 5734405]
[paragraph, [324.0, 272.0, 1137.0, 36.0], shoonya_0s7VHOR3X16V0D, 5734405]
[paragraph, [324.0, 308.0, 1137.0, 36.0], shoonya_0s7VHOR3X16V0D, 5734405]
[paragraph, [324.0, 344.0, 1137.0, 36.0], shoonya_0s7VHOR3X16V0D, 5734405]
[paragraph, [324.0, 380.0, 1137.0, 36.0], shoonya_0s7VHOR3X16V0D, 5734405]
[paragraph, [324.0, 416.0, 1137.0, 36.0], shoonya_0s7VHOR3X16V0D, 5734405]
[paragraph, [324.0, 452.0, 1137.0, 36.0], shoonya_0s7VHOR3X16V0D, 5734405]
[paragraph, [324.0, 488.0, 1137.0, 36.0], shoonya_0s7VHOR3X16V0D, 5734405]
[paragraph, [324.0, 524.0, 1137.0, 36.0], shoonya_0s7VHOR3X16V0D, 5734405]
[paragraph, [324.0, 560.0, 1137.0, 36.0], shoonya_0s7VHOR3X16V0D, 5734405]
[paragraph, [327.0, 614.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 650.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 686.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 722.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 758.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 794.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 830.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 866.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 902.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 938.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 974.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 1010.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 1046.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 1082.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 1118.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 1154.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 1190.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 1226.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 1262.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 1298.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 1334.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 1370.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 1406.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [327.0, 1442.0, 1135.0, 36.0], shoonya_2sDF18SN9HY98R, 5734405]
[paragraph, [324.0, 1499.0, 1142.0, 36.0], shoonya_1sDBK03MD30X0E, 5734405]
[paragraph, [324.0, 1535.0, 1142.0, 36.0], shoonya_1sDBK03MD30X0E, 5734405]
[paragraph, [324.0, 1571.0, 1142.0, 36.0], shoonya_1sDBK03MD30X0E, 5734405]
[paragraph, [324.0, 1607.0, 1142.0, 36.0], shoonya_1sDBK03MD30X0E, 5734405]
[paragraph, [324.0, 1643.0, 1142.0, 36.0], shoonya_1sDBK03MD30X0E, 5734405]
[paragraph, [324.0, 1679.0, 1142.0, 36.0], shoonya_1sDBK03MD30X0E, 5734405]
[paragraph, [324.0, 1715.0, 1142.0, 36.0], shoonya_1sDBK03MD30X0E, 5734405]
[paragraph, [324.0, 1751.0, 1142.0, 36.0], shoonya_1sDBK03MD30X0E, 5734405]
[paragraph, [324.0, 1787.0, 1142.0, 36.0], shoonya_1sDBK03MD30X0E, 5734405]
[paragraph, [324.0, 1823.0, 1142.0, 36.0], shoonya_1sDBK03MD30X0E, 5734405]
[paragraph, [324.0, 1859.0, 1142.0, 36.0], shoonya_1sDBK03MD30X0E, 5734405]
[paragraph, [324.0, 1895.0, 1142.0, 36.0], shoonya_1sDBK03MD30X0E, 5734405]
[paragraph, [324.0, 1931.0, 1142.0, 36.0], shoonya_1sDBK03MD30X0E, 5734405]
[paragraph, [324.0, 1967.0, 1142.0, 36.0], shoonya_1sDBK03MD30X0E, 5734405]
[paragraph, [324.0, 2003.0, 1142.0, 36.0], shoonya_1sDBK03MD30X0E, 5734405]
[paragraph, [324.0, 2039.0, 1142.0, 36.0], shoonya_1sDBK03MD30X0E, 5734405]
[folio, [1112.0, 2155.0, 286.0, 36.0], RDzibDpRTE, 5734405]
