[2717, 1772]
[folio, [784.0, 235.0, 192.0, 46.5], shoonya_0sQYOVTMKUH3GG, 5721710]
[paragraph, [219.0, 332.0, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 378.5, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 425.0, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 471.5, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 518.0, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 564.5, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 611.0, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 657.5, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 704.0, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 750.5, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 797.0, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 843.5, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 890.0, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 936.5, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 983.0, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 1029.5, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 1076.0, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 1122.5, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 1169.0, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [219.0, 1215.5, 1335.0, 46.5], u0UQM0hUvx, 5721710]
[paragraph, [210.0, 1290.0, 1342.0, 46.5], WHvxZWKho-, 5721710]
[paragraph, [210.0, 1336.5, 1342.0, 46.5], WHvxZWKho-, 5721710]
[paragraph, [210.0, 1383.0, 1342.0, 46.5], WHvxZWKho-, 5721710]
[paragraph, [210.0, 1429.5, 1342.0, 46.5], WHvxZWKho-, 5721710]
[paragraph, [217.0, 1502.0, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 1548.5, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 1595.0, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 1641.5, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 1688.0, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 1734.5, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 1781.0, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 1827.5, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 1874.0, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 1920.5, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 1967.0, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 2013.5, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 2060.0, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 2106.5, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 2153.0, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 2199.5, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 2246.0, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 2292.5, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 2339.0, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 2385.5, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
[paragraph, [217.0, 2432.0, 1333.0, 46.5], shoonya_1sHPBQL8Y3YB6C, 5721710]
