[1445, 1091]
[folio, [24.0, 43.0, 69.0, 18.0], txNhFaXmTg, 6475770]
[folio, [976.0, 44.0, 90.0, 18.0], lcD5G6gujL, 6475770]
[ordered-list, [34.0, 114.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 132.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 150.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 168.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 186.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 204.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 222.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 240.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 258.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 276.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 294.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 312.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 330.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 348.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 366.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 384.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 402.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 420.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 438.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 456.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 474.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 492.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 510.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 528.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 546.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 564.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 582.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 600.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 618.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 636.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 654.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 672.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 690.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 708.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 726.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 744.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 762.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 780.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 798.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 816.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 834.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 852.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 870.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 888.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 906.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 924.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 942.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 960.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 978.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 996.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1014.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1032.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1050.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1068.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1086.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1104.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1122.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1140.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1158.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1176.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1194.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1212.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1230.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1248.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1266.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1284.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1302.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1320.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1338.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1356.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [34.0, 1374.0, 507.0, 18.0], wmTWCesw2f, 6475770]
[ordered-list, [548.0, 121.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 139.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 157.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 175.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 193.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 211.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 229.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 247.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 265.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 283.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 301.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 319.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 337.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 355.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 373.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 391.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 409.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 427.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 445.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 463.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 481.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 499.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 517.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 535.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 553.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 571.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 589.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 607.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 625.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 643.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 661.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 679.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 697.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 715.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 733.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 751.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 769.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 787.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 805.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 823.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 841.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 859.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 877.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 895.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 913.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 931.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 949.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 967.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 985.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1003.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1021.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1039.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1057.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1075.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1093.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1111.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1129.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1147.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1165.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1183.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1201.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1219.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1237.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1255.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1273.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1291.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1309.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1327.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1345.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1363.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
[ordered-list, [548.0, 1381.0, 507.0, 18.0], P8a9q_5gNu, 6475770]
