[1806, 1262]
[folio, [623.0, 101.0, 464.0, 36.0], shoonya_7sF9AEEFILBSAN, 5681795]
[paragraph, [101.0, 180.0, 495.0, 36.0], shoonya_4sGJH2W7RV6JMS, 5681795]
[paragraph, [101.0, 216.0, 495.0, 36.0], shoonya_4sGJH2W7RV6JMS, 5681795]
[paragraph, [655.0, 180.0, 504.0, 36.0], shoonya_6sYC7EA2QK5JNI, 5681795]
[paragraph, [655.0, 216.0, 504.0, 36.0], shoonya_6sYC7EA2QK5JNI, 5681795]
[paragraph, [655.0, 252.0, 504.0, 36.0], shoonya_6sYC7EA2QK5JNI, 5681795]
[paragraph, [655.0, 288.0, 504.0, 36.0], shoonya_6sYC7EA2QK5JNI, 5681795]
[paragraph, [100.0, 259.0, 497.0, 36.0], shoonya_1sS8GWZIW75NFU, 5681795]
[paragraph, [100.0, 295.0, 497.0, 36.0], shoonya_1sS8GWZIW75NFU, 5681795]
[paragraph, [100.0, 331.0, 497.0, 36.0], shoonya_1sS8GWZIW75NFU, 5681795]
[paragraph, [100.0, 367.0, 497.0, 36.0], shoonya_1sS8GWZIW75NFU, 5681795]
[paragraph, [100.0, 403.0, 497.0, 36.0], shoonya_1sS8GWZIW75NFU, 5681795]
[paragraph, [100.0, 439.0, 497.0, 36.0], shoonya_1sS8GWZIW75NFU, 5681795]
[paragraph, [100.0, 475.0, 497.0, 36.0], shoonya_1sS8GWZIW75NFU, 5681795]
[paragraph, [100.0, 511.0, 497.0, 36.0], shoonya_1sS8GWZIW75NFU, 5681795]
[paragraph, [100.0, 547.0, 497.0, 36.0], shoonya_1sS8GWZIW75NFU, 5681795]
[paragraph, [100.0, 583.0, 497.0, 36.0], shoonya_1sS8GWZIW75NFU, 5681795]
[paragraph, [100.0, 619.0, 497.0, 36.0], shoonya_1sS8GWZIW75NFU, 5681795]
[paragraph, [100.0, 655.0, 497.0, 36.0], shoonya_1sS8GWZIW75NFU, 5681795]
[paragraph, [100.0, 691.0, 497.0, 36.0], shoonya_1sS8GWZIW75NFU, 5681795]
[paragraph, [100.0, 727.0, 497.0, 36.0], shoonya_1sS8GWZIW75NFU, 5681795]
[paragraph, [100.0, 763.0, 497.0, 36.0], shoonya_1sS8GWZIW75NFU, 5681795]
[paragraph, [656.0, 329.0, 501.0, 36.0], shoonya_3sRMRNX1P3D5VI, 5681795]
[paragraph, [656.0, 365.0, 501.0, 36.0], shoonya_3sRMRNX1P3D5VI, 5681795]
[paragraph, [656.0, 401.0, 501.0, 36.0], shoonya_3sRMRNX1P3D5VI, 5681795]
[paragraph, [656.0, 437.0, 501.0, 36.0], shoonya_3sRMRNX1P3D5VI, 5681795]
[paragraph, [656.0, 473.0, 501.0, 36.0], shoonya_3sRMRNX1P3D5VI, 5681795]
[paragraph, [656.0, 509.0, 501.0, 36.0], shoonya_3sRMRNX1P3D5VI, 5681795]
[paragraph, [656.0, 545.0, 501.0, 36.0], shoonya_3sRMRNX1P3D5VI, 5681795]
[paragraph, [656.0, 581.0, 501.0, 36.0], shoonya_3sRMRNX1P3D5VI, 5681795]
[paragraph, [656.0, 617.0, 501.0, 36.0], shoonya_3sRMRNX1P3D5VI, 5681795]
[paragraph, [656.0, 653.0, 501.0, 36.0], shoonya_3sRMRNX1P3D5VI, 5681795]
[paragraph, [656.0, 689.0, 501.0, 36.0], shoonya_3sRMRNX1P3D5VI, 5681795]
[section-title, [763.0, 760.0, 287.0, 49.5], qEsnS1QM9B, 5681795]
[paragraph, [662.0, 831.0, 496.0, 36.0], shoonya_2sN04IOOBDIFRF, 5681795]
[paragraph, [662.0, 867.0, 496.0, 36.0], shoonya_2sN04IOOBDIFRF, 5681795]
[paragraph, [662.0, 903.0, 496.0, 36.0], shoonya_2sN04IOOBDIFRF, 5681795]
[paragraph, [662.0, 939.0, 496.0, 36.0], shoonya_2sN04IOOBDIFRF, 5681795]
[paragraph, [662.0, 975.0, 496.0, 36.0], shoonya_2sN04IOOBDIFRF, 5681795]
[paragraph, [662.0, 1011.0, 496.0, 36.0], shoonya_2sN04IOOBDIFRF, 5681795]
[paragraph, [662.0, 1047.0, 496.0, 36.0], shoonya_2sN04IOOBDIFRF, 5681795]
[paragraph, [662.0, 1083.0, 496.0, 36.0], shoonya_2sN04IOOBDIFRF, 5681795]
[paragraph, [662.0, 1119.0, 496.0, 36.0], shoonya_2sN04IOOBDIFRF, 5681795]
[paragraph, [103.0, 839.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 875.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 911.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 947.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 983.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 1019.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
[paragraph, [103.0, 1055.0, 497.0, 36.0], shoonya_0s3X20KPCOFIRN, 5681795]
