[1275, 750]
[folio, [224.0, 77.0, 280.0, 18.0], pSkS4cfECX, 5766932]
[folio, [224.0, 95.0, 280.0, 18.0], pSkS4cfECX, 5766932]
[folio, [224.0, 113.0, 280.0, 18.0], pSkS4cfECX, 5766932]
[paragraph, [91.0, 147.0, 481.0, 18.0], ccQVMK7s8S, 5766932]
[paragraph, [91.0, 165.0, 481.0, 18.0], ccQVMK7s8S, 5766932]
[paragraph, [91.0, 183.0, 481.0, 18.0], ccQVMK7s8S, 5766932]
[paragraph, [91.0, 201.0, 481.0, 18.0], ccQVMK7s8S, 5766932]
[paragraph, [91.0, 219.0, 481.0, 18.0], ccQVMK7s8S, 5766932]
[paragraph, [376.0, 245.0, 299.0, 18.0], 1jO5hjj_ZQ, 5766932]
[paragraph, [376.0, 263.0, 299.0, 18.0], 1jO5hjj_ZQ, 5766932]
[paragraph, [77.0, 305.0, 598.0, 18.0], shoonya_1sWJZ72J3ZERIA, 5766932]
[paragraph, [77.0, 323.0, 598.0, 18.0], shoonya_1sWJZ72J3ZERIA, 5766932]
[paragraph, [77.0, 341.0, 598.0, 18.0], shoonya_1sWJZ72J3ZERIA, 5766932]
[paragraph, [77.0, 359.0, 598.0, 18.0], shoonya_1sWJZ72J3ZERIA, 5766932]
[paragraph, [77.0, 377.0, 598.0, 18.0], shoonya_1sWJZ72J3ZERIA, 5766932]
[paragraph, [77.0, 395.0, 598.0, 18.0], shoonya_1sWJZ72J3ZERIA, 5766932]
[paragraph, [77.0, 413.0, 598.0, 18.0], shoonya_1sWJZ72J3ZERIA, 5766932]
[paragraph, [77.0, 431.0, 598.0, 18.0], shoonya_1sWJZ72J3ZERIA, 5766932]
[paragraph, [77.0, 449.0, 598.0, 18.0], shoonya_1sWJZ72J3ZERIA, 5766932]
[paragraph, [77.0, 467.0, 598.0, 18.0], shoonya_1sWJZ72J3ZERIA, 5766932]
[paragraph, [77.0, 485.0, 598.0, 18.0], shoonya_1sWJZ72J3ZERIA, 5766932]
[paragraph, [77.0, 503.0, 598.0, 18.0], shoonya_1sWJZ72J3ZERIA, 5766932]
[paragraph, [77.0, 521.0, 598.0, 18.0], shoonya_1sWJZ72J3ZERIA, 5766932]
[paragraph, [77.0, 539.0, 598.0, 18.0], shoonya_1sWJZ72J3ZERIA, 5766932]
[paragraph, [77.0, 557.0, 598.0, 18.0], shoonya_1sWJZ72J3ZERIA, 5766932]
[paragraph, [77.0, 575.0, 598.0, 18.0], shoonya_1sWJZ72J3ZERIA, 5766932]
[paragraph, [74.0, 625.0, 594.0, 18.0], shoonya_0sO2RHUBIS8DIJ, 5766932]
[paragraph, [74.0, 643.0, 594.0, 18.0], shoonya_0sO2RHUBIS8DIJ, 5766932]
[paragraph, [74.0, 661.0, 594.0, 18.0], shoonya_0sO2RHUBIS8DIJ, 5766932]
[paragraph, [74.0, 679.0, 594.0, 18.0], shoonya_0sO2RHUBIS8DIJ, 5766932]
[paragraph, [74.0, 697.0, 594.0, 18.0], shoonya_0sO2RHUBIS8DIJ, 5766932]
[paragraph, [74.0, 715.0, 594.0, 18.0], shoonya_0sO2RHUBIS8DIJ, 5766932]
[paragraph, [74.0, 733.0, 594.0, 18.0], shoonya_0sO2RHUBIS8DIJ, 5766932]
[paragraph, [74.0, 751.0, 594.0, 18.0], shoonya_0sO2RHUBIS8DIJ, 5766932]
[paragraph, [74.0, 769.0, 594.0, 18.0], shoonya_0sO2RHUBIS8DIJ, 5766932]
[paragraph, [74.0, 787.0, 594.0, 18.0], shoonya_0sO2RHUBIS8DIJ, 5766932]
[paragraph, [74.0, 805.0, 594.0, 18.0], shoonya_0sO2RHUBIS8DIJ, 5766932]
[paragraph, [74.0, 823.0, 594.0, 18.0], shoonya_0sO2RHUBIS8DIJ, 5766932]
[paragraph, [74.0, 841.0, 594.0, 18.0], shoonya_0sO2RHUBIS8DIJ, 5766932]
[paragraph, [74.0, 859.0, 594.0, 18.0], shoonya_0sO2RHUBIS8DIJ, 5766932]
[paragraph, [74.0, 877.0, 594.0, 18.0], shoonya_0sO2RHUBIS8DIJ, 5766932]
[paragraph, [74.0, 895.0, 594.0, 18.0], shoonya_0sO2RHUBIS8DIJ, 5766932]
[paragraph, [74.0, 913.0, 594.0, 18.0], shoonya_0sO2RHUBIS8DIJ, 5766932]
[paragraph, [70.0, 955.0, 587.0, 18.0], zcbf5-Z7GR, 5766932]
[paragraph, [70.0, 973.0, 587.0, 18.0], zcbf5-Z7GR, 5766932]
[paragraph, [70.0, 991.0, 587.0, 18.0], zcbf5-Z7GR, 5766932]
[paragraph, [70.0, 1009.0, 587.0, 18.0], zcbf5-Z7GR, 5766932]
[paragraph, [70.0, 1027.0, 587.0, 18.0], zcbf5-Z7GR, 5766932]
[paragraph, [70.0, 1045.0, 587.0, 18.0], zcbf5-Z7GR, 5766932]
[paragraph, [70.0, 1063.0, 587.0, 18.0], zcbf5-Z7GR, 5766932]
[paragraph, [70.0, 1081.0, 587.0, 18.0], zcbf5-Z7GR, 5766932]
[paragraph, [70.0, 1099.0, 587.0, 18.0], zcbf5-Z7GR, 5766932]
[paragraph, [70.0, 1117.0, 587.0, 18.0], zcbf5-Z7GR, 5766932]
[paragraph, [70.0, 1135.0, 587.0, 18.0], zcbf5-Z7GR, 5766932]
[paragraph, [70.0, 1153.0, 587.0, 18.0], zcbf5-Z7GR, 5766932]
[paragraph, [70.0, 1171.0, 587.0, 18.0], zcbf5-Z7GR, 5766932]
[paragraph, [70.0, 1189.0, 587.0, 18.0], zcbf5-Z7GR, 5766932]
