[1650, 1275]
[folio, [403.0, 81.0, 197.0, 36.0], OvIvbNOp-B, 6471970]
[headline, [444.0, 169.0, 715.0, 37.5], shoonya_15sY64VMI6O9V5, 6471970]
[headline, [444.0, 206.5, 715.0, 37.5], shoonya_15sY64VMI6O9V5, 6471970]
[headline, [444.0, 244.0, 715.0, 37.5], shoonya_15sY64VMI6O9V5, 6471970]
[headline, [444.0, 281.5, 715.0, 37.5], shoonya_15sY64VMI6O9V5, 6471970]
[author, [744.0, 353.0, 415.0, 36.0], 8hao34Zf2j, 6471970]
[paragraph, [111.0, 426.0, 1051.0, 36.0], C__jq-HT5b, 6471970]
[paragraph, [111.0, 462.0, 1051.0, 36.0], C__jq-HT5b, 6471970]
[paragraph, [465.0, 518.0, 337.0, 36.0], Xjfvp3CHY7, 6471970]
[section-title, [106.0, 522.0, 349.0, 49.5], 1j4j5gtTgm, 6471970]
[paragraph, [820.0, 551.0, 339.0, 36.0], 9lv8G01oEZ, 6471970]
[paragraph, [820.0, 587.0, 339.0, 36.0], 9lv8G01oEZ, 6471970]
[paragraph, [820.0, 623.0, 339.0, 36.0], 9lv8G01oEZ, 6471970]
[paragraph, [820.0, 659.0, 339.0, 36.0], 9lv8G01oEZ, 6471970]
[paragraph, [820.0, 695.0, 339.0, 36.0], 9lv8G01oEZ, 6471970]
[section-title, [463.0, 577.0, 334.0, 49.5], shoonya_0sUHC9J7GFSO1N, 6471970]
[paragraph, [105.0, 579.0, 350.0, 36.0], -6k-3VZ2zl, 6471970]
[paragraph, [105.0, 615.0, 350.0, 36.0], -6k-3VZ2zl, 6471970]
[paragraph, [105.0, 651.0, 350.0, 36.0], -6k-3VZ2zl, 6471970]
[paragraph, [105.0, 687.0, 350.0, 36.0], -6k-3VZ2zl, 6471970]
[paragraph, [105.0, 723.0, 350.0, 36.0], -6k-3VZ2zl, 6471970]
[paragraph, [105.0, 759.0, 350.0, 36.0], -6k-3VZ2zl, 6471970]
[paragraph, [105.0, 795.0, 350.0, 36.0], -6k-3VZ2zl, 6471970]
[paragraph, [105.0, 831.0, 350.0, 36.0], -6k-3VZ2zl, 6471970]
[paragraph, [105.0, 867.0, 350.0, 36.0], -6k-3VZ2zl, 6471970]
[paragraph, [463.0, 641.0, 342.0, 36.0], LAlKcUmrF1, 6471970]
[paragraph, [463.0, 677.0, 342.0, 36.0], LAlKcUmrF1, 6471970]
[paragraph, [463.0, 713.0, 342.0, 36.0], LAlKcUmrF1, 6471970]
[paragraph, [463.0, 749.0, 342.0, 36.0], LAlKcUmrF1, 6471970]
[paragraph, [463.0, 785.0, 342.0, 36.0], LAlKcUmrF1, 6471970]
[paragraph, [463.0, 821.0, 342.0, 36.0], LAlKcUmrF1, 6471970]
[paragraph, [463.0, 857.0, 342.0, 36.0], LAlKcUmrF1, 6471970]
[paragraph, [463.0, 893.0, 342.0, 36.0], LAlKcUmrF1, 6471970]
[paragraph, [463.0, 929.0, 342.0, 36.0], LAlKcUmrF1, 6471970]
[paragraph, [463.0, 965.0, 342.0, 36.0], LAlKcUmrF1, 6471970]
[paragraph, [463.0, 1001.0, 342.0, 36.0], LAlKcUmrF1, 6471970]
[paragraph, [463.0, 1037.0, 342.0, 36.0], LAlKcUmrF1, 6471970]
[paragraph, [463.0, 1073.0, 342.0, 36.0], LAlKcUmrF1, 6471970]
[section-title, [822.0, 762.0, 337.0, 49.5], AhteC9R69O, 6471970]
[paragraph, [819.0, 820.0, 344.0, 36.0], PcpQbmsDy8, 6471970]
[paragraph, [819.0, 856.0, 344.0, 36.0], PcpQbmsDy8, 6471970]
[paragraph, [819.0, 892.0, 344.0, 36.0], PcpQbmsDy8, 6471970]
[paragraph, [819.0, 928.0, 344.0, 36.0], PcpQbmsDy8, 6471970]
[paragraph, [819.0, 964.0, 344.0, 36.0], PcpQbmsDy8, 6471970]
[paragraph, [819.0, 1000.0, 344.0, 36.0], PcpQbmsDy8, 6471970]
[paragraph, [115.0, 942.0, 335.0, 36.0], enU5olKkDK, 6471970]
[paragraph, [115.0, 978.0, 335.0, 36.0], enU5olKkDK, 6471970]
[paragraph, [115.0, 1014.0, 335.0, 36.0], enU5olKkDK, 6471970]
[paragraph, [115.0, 1050.0, 335.0, 36.0], enU5olKkDK, 6471970]
[paragraph, [115.0, 1086.0, 335.0, 36.0], enU5olKkDK, 6471970]
[paragraph, [115.0, 1122.0, 335.0, 36.0], enU5olKkDK, 6471970]
[paragraph, [115.0, 1158.0, 335.0, 36.0], enU5olKkDK, 6471970]
[paragraph, [115.0, 1194.0, 335.0, 36.0], enU5olKkDK, 6471970]
[paragraph, [115.0, 1230.0, 335.0, 36.0], enU5olKkDK, 6471970]
[paragraph, [115.0, 1266.0, 335.0, 36.0], enU5olKkDK, 6471970]
[section-title, [822.0, 1062.0, 341.0, 49.5], PuLcKAhpxt, 6471970]
[section-title, [466.0, 1122.0, 337.0, 49.5], 20F82_F_CW, 6471970]
[paragraph, [822.0, 1124.0, 337.0, 36.0], fFnfMMYsnw, 6471970]
[paragraph, [822.0, 1160.0, 337.0, 36.0], fFnfMMYsnw, 6471970]
[paragraph, [822.0, 1196.0, 337.0, 36.0], fFnfMMYsnw, 6471970]
[paragraph, [822.0, 1232.0, 337.0, 36.0], fFnfMMYsnw, 6471970]
[paragraph, [822.0, 1268.0, 337.0, 36.0], fFnfMMYsnw, 6471970]
[paragraph, [465.0, 1183.0, 344.0, 36.0], CziifUpLZ5, 6471970]
[paragraph, [465.0, 1219.0, 344.0, 36.0], CziifUpLZ5, 6471970]
[paragraph, [465.0, 1255.0, 344.0, 36.0], CziifUpLZ5, 6471970]
[paragraph, [465.0, 1291.0, 344.0, 36.0], CziifUpLZ5, 6471970]
[paragraph, [465.0, 1327.0, 344.0, 36.0], CziifUpLZ5, 6471970]
[paragraph, [465.0, 1363.0, 344.0, 36.0], CziifUpLZ5, 6471970]
[paragraph, [465.0, 1399.0, 344.0, 36.0], CziifUpLZ5, 6471970]
[paragraph, [465.0, 1435.0, 344.0, 36.0], CziifUpLZ5, 6471970]
[paragraph, [465.0, 1471.0, 344.0, 36.0], CziifUpLZ5, 6471970]
[paragraph, [825.0, 1302.0, 334.0, 36.0], qQzMsVbHSy, 6471970]
