[1468, 909]
[folio, [354.0, 74.0, 185.0, 18.0], n_NAFRYtWq, 5770312]
[folio, [354.0, 92.0, 185.0, 18.0], n_NAFRYtWq, 5770312]
[paragraph, [457.0, 146.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 164.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 182.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 200.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 218.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 236.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 254.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 272.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 290.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 308.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 326.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 344.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 362.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 380.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 398.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 416.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 434.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 452.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 470.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 488.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 506.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 524.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 542.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 560.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 578.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 596.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 614.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 632.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 650.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 668.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 686.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 704.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 722.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 740.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 758.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 776.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 794.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [457.0, 812.0, 385.0, 18.0], IfjvR_DOKz, 5770312]
[paragraph, [74.0, 148.0, 375.0, 18.0], shoonya_0sXRW8VDM8DK6N, 5770312]
[paragraph, [74.0, 166.0, 375.0, 18.0], shoonya_0sXRW8VDM8DK6N, 5770312]
[paragraph, [74.0, 184.0, 375.0, 18.0], shoonya_0sXRW8VDM8DK6N, 5770312]
[paragraph, [74.0, 202.0, 375.0, 18.0], shoonya_0sXRW8VDM8DK6N, 5770312]
[paragraph, [74.0, 220.0, 375.0, 18.0], shoonya_0sXRW8VDM8DK6N, 5770312]
[paragraph, [74.0, 238.0, 375.0, 18.0], shoonya_0sXRW8VDM8DK6N, 5770312]
[paragraph, [74.0, 256.0, 375.0, 18.0], shoonya_0sXRW8VDM8DK6N, 5770312]
[paragraph, [74.0, 274.0, 375.0, 18.0], shoonya_0sXRW8VDM8DK6N, 5770312]
[paragraph, [76.0, 292.0, 373.0, 18.0], 5Cq9UvaYBh, 5770312]
[paragraph, [76.0, 310.0, 373.0, 18.0], 5Cq9UvaYBh, 5770312]
[paragraph, [76.0, 328.0, 373.0, 18.0], 5Cq9UvaYBh, 5770312]
[paragraph, [76.0, 346.0, 373.0, 18.0], 5Cq9UvaYBh, 5770312]
[paragraph, [76.0, 364.0, 373.0, 18.0], 5Cq9UvaYBh, 5770312]
[paragraph, [78.0, 381.0, 371.0, 18.0], jDXOQaB-y8, 5770312]
[paragraph, [78.0, 399.0, 371.0, 18.0], jDXOQaB-y8, 5770312]
[paragraph, [78.0, 417.0, 371.0, 18.0], jDXOQaB-y8, 5770312]
[paragraph, [78.0, 435.0, 371.0, 18.0], jDXOQaB-y8, 5770312]
[paragraph, [78.0, 453.0, 371.0, 18.0], jDXOQaB-y8, 5770312]
[paragraph, [78.0, 471.0, 371.0, 18.0], jDXOQaB-y8, 5770312]
[paragraph, [78.0, 489.0, 371.0, 18.0], jDXOQaB-y8, 5770312]
[paragraph, [78.0, 507.0, 371.0, 18.0], jDXOQaB-y8, 5770312]
[paragraph, [78.0, 525.0, 371.0, 18.0], jDXOQaB-y8, 5770312]
[paragraph, [78.0, 543.0, 371.0, 18.0], jDXOQaB-y8, 5770312]
[paragraph, [76.0, 580.0, 371.0, 18.0], 7_-Ry1koDa, 5770312]
[paragraph, [76.0, 598.0, 371.0, 18.0], 7_-Ry1koDa, 5770312]
[paragraph, [76.0, 616.0, 371.0, 18.0], 7_-Ry1koDa, 5770312]
[paragraph, [76.0, 634.0, 371.0, 18.0], 7_-Ry1koDa, 5770312]
[paragraph, [76.0, 652.0, 371.0, 18.0], 7_-Ry1koDa, 5770312]
[paragraph, [76.0, 670.0, 371.0, 18.0], 7_-Ry1koDa, 5770312]
[paragraph, [76.0, 688.0, 371.0, 18.0], 7_-Ry1koDa, 5770312]
[paragraph, [76.0, 706.0, 371.0, 18.0], 7_-Ry1koDa, 5770312]
[paragraph, [76.0, 724.0, 371.0, 18.0], 7_-Ry1koDa, 5770312]
[paragraph, [76.0, 742.0, 371.0, 18.0], 7_-Ry1koDa, 5770312]
[paragraph, [76.0, 760.0, 371.0, 18.0], 7_-Ry1koDa, 5770312]
[paragraph, [76.0, 791.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 809.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 827.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 845.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 863.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 881.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 899.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 917.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 935.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 953.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 971.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 989.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1007.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1025.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1043.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1061.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1079.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1097.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1115.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1133.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1151.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1169.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1187.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1205.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1223.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1241.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1259.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1277.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1295.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1313.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [76.0, 1331.0, 375.0, 18.0], s-8cIWsfLl, 5770312]
[paragraph, [457.0, 845.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 863.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 881.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 899.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 917.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 935.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 953.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 971.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 989.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 1007.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 1025.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 1043.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 1061.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 1079.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 1097.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
[paragraph, [457.0, 1115.0, 383.0, 18.0], TrGX1xSqBt, 5770312]
