[2339, 1653]
[folio, [202.0, 365.0, 132.0, 36.0], C2yPnpThwV, 5735710]
[folio, [1174.0, 365.0, 268.0, 36.0], dzMxDEWqDx, 5735710]
[paragraph, [836.0, 420.0, 611.0, 36.0], shoonya_2sSRIPR6YQXPFO, 5735710]
[paragraph, [836.0, 456.0, 611.0, 36.0], shoonya_2sSRIPR6YQXPFO, 5735710]
[paragraph, [836.0, 492.0, 611.0, 36.0], shoonya_2sSRIPR6YQXPFO, 5735710]
[paragraph, [836.0, 528.0, 611.0, 36.0], shoonya_2sSRIPR6YQXPFO, 5735710]
[paragraph, [836.0, 564.0, 611.0, 36.0], shoonya_2sSRIPR6YQXPFO, 5735710]
[paragraph, [836.0, 600.0, 611.0, 36.0], shoonya_2sSRIPR6YQXPFO, 5735710]
[paragraph, [836.0, 636.0, 611.0, 36.0], shoonya_2sSRIPR6YQXPFO, 5735710]
[paragraph, [470.0, 425.0, 344.0, 36.0], FEID8NEz14, 5735710]
[paragraph, [470.0, 461.0, 344.0, 36.0], FEID8NEz14, 5735710]
[paragraph, [470.0, 497.0, 344.0, 36.0], FEID8NEz14, 5735710]
[paragraph, [470.0, 533.0, 344.0, 36.0], FEID8NEz14, 5735710]
[paragraph, [470.0, 569.0, 344.0, 36.0], FEID8NEz14, 5735710]
[paragraph, [470.0, 605.0, 344.0, 36.0], FEID8NEz14, 5735710]
[paragraph, [470.0, 641.0, 344.0, 36.0], FEID8NEz14, 5735710]
[paragraph, [470.0, 677.0, 344.0, 36.0], FEID8NEz14, 5735710]
[paragraph, [470.0, 713.0, 344.0, 36.0], FEID8NEz14, 5735710]
[paragraph, [470.0, 749.0, 344.0, 36.0], FEID8NEz14, 5735710]
[sidebar, [1458.0, 425.0, 153.0, 36.0], shoonya_7sE1LMA9IZ7VPJ, 5735710]
[paragraph, [836.0, 701.0, 612.0, 36.0], shoonya_0sG3TV89GL6YY6, 5735710]
[paragraph, [836.0, 737.0, 612.0, 36.0], shoonya_0sG3TV89GL6YY6, 5735710]
[paragraph, [836.0, 773.0, 612.0, 36.0], shoonya_0sG3TV89GL6YY6, 5735710]
[paragraph, [836.0, 809.0, 612.0, 36.0], shoonya_0sG3TV89GL6YY6, 5735710]
[paragraph, [836.0, 845.0, 612.0, 36.0], shoonya_0sG3TV89GL6YY6, 5735710]
[paragraph, [836.0, 881.0, 612.0, 36.0], shoonya_0sG3TV89GL6YY6, 5735710]
[paragraph, [836.0, 917.0, 612.0, 36.0], shoonya_0sG3TV89GL6YY6, 5735710]
[paragraph, [836.0, 953.0, 612.0, 36.0], shoonya_0sG3TV89GL6YY6, 5735710]
[paragraph, [836.0, 989.0, 612.0, 36.0], shoonya_0sG3TV89GL6YY6, 5735710]
[paragraph, [836.0, 1025.0, 612.0, 36.0], shoonya_0sG3TV89GL6YY6, 5735710]
[paragraph, [836.0, 1061.0, 612.0, 36.0], shoonya_0sG3TV89GL6YY6, 5735710]
[paragraph, [836.0, 1097.0, 612.0, 36.0], shoonya_0sG3TV89GL6YY6, 5735710]
[paragraph, [836.0, 1133.0, 612.0, 36.0], shoonya_0sG3TV89GL6YY6, 5735710]
[paragraph, [836.0, 1169.0, 612.0, 36.0], shoonya_0sG3TV89GL6YY6, 5735710]
[paragraph, [836.0, 1205.0, 612.0, 36.0], shoonya_0sG3TV89GL6YY6, 5735710]
[paragraph, [206.0, 803.0, 614.0, 36.0], LRCML_VPxx, 5735710]
[paragraph, [206.0, 839.0, 614.0, 36.0], LRCML_VPxx, 5735710]
[paragraph, [206.0, 875.0, 614.0, 36.0], LRCML_VPxx, 5735710]
[paragraph, [206.0, 911.0, 614.0, 36.0], LRCML_VPxx, 5735710]
[paragraph, [206.0, 947.0, 614.0, 36.0], LRCML_VPxx, 5735710]
[paragraph, [206.0, 983.0, 614.0, 36.0], LRCML_VPxx, 5735710]
[paragraph, [206.0, 1019.0, 614.0, 36.0], LRCML_VPxx, 5735710]
[paragraph, [206.0, 1055.0, 614.0, 36.0], LRCML_VPxx, 5735710]
[paragraph, [206.0, 1091.0, 614.0, 36.0], LRCML_VPxx, 5735710]
[paragraph, [206.0, 1127.0, 614.0, 36.0], LRCML_VPxx, 5735710]
[paragraph, [206.0, 1163.0, 614.0, 36.0], LRCML_VPxx, 5735710]
[paragraph, [206.0, 1199.0, 614.0, 36.0], LRCML_VPxx, 5735710]
[paragraph, [206.0, 1235.0, 614.0, 36.0], LRCML_VPxx, 5735710]
[paragraph, [206.0, 1271.0, 614.0, 36.0], LRCML_VPxx, 5735710]
[paragraph, [832.0, 1268.0, 615.0, 36.0], shoonya_5sSLE7VSMT6FA4, 5735710]
[paragraph, [832.0, 1304.0, 615.0, 36.0], shoonya_5sSLE7VSMT6FA4, 5735710]
[paragraph, [832.0, 1340.0, 615.0, 36.0], shoonya_5sSLE7VSMT6FA4, 5735710]
[paragraph, [832.0, 1376.0, 615.0, 36.0], shoonya_5sSLE7VSMT6FA4, 5735710]
[paragraph, [832.0, 1412.0, 615.0, 36.0], shoonya_5sSLE7VSMT6FA4, 5735710]
[paragraph, [832.0, 1448.0, 615.0, 36.0], shoonya_5sSLE7VSMT6FA4, 5735710]
[paragraph, [200.0, 1317.0, 618.0, 36.0], shoonya_1sHSRPI1VA3XEU, 5735710]
[paragraph, [200.0, 1353.0, 618.0, 36.0], shoonya_1sHSRPI1VA3XEU, 5735710]
[paragraph, [200.0, 1389.0, 618.0, 36.0], shoonya_1sHSRPI1VA3XEU, 5735710]
[paragraph, [200.0, 1425.0, 618.0, 36.0], shoonya_1sHSRPI1VA3XEU, 5735710]
[paragraph, [200.0, 1461.0, 618.0, 36.0], shoonya_1sHSRPI1VA3XEU, 5735710]
[paragraph, [200.0, 1497.0, 618.0, 36.0], shoonya_1sHSRPI1VA3XEU, 5735710]
[paragraph, [200.0, 1533.0, 618.0, 36.0], shoonya_1sHSRPI1VA3XEU, 5735710]
[paragraph, [200.0, 1569.0, 618.0, 36.0], shoonya_1sHSRPI1VA3XEU, 5735710]
[paragraph, [200.0, 1605.0, 618.0, 36.0], shoonya_1sHSRPI1VA3XEU, 5735710]
[paragraph, [200.0, 1641.0, 618.0, 36.0], shoonya_1sHSRPI1VA3XEU, 5735710]
