[1754, 1241]
[paragraph, [215.0, 143.0, 878.0, 36.0], shoonya_2s7766OTI3FM8Y, 6470999]
[paragraph, [215.0, 179.0, 878.0, 36.0], shoonya_2s7766OTI3FM8Y, 6470999]
[paragraph, [212.0, 257.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 293.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 329.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 365.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 401.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 437.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 473.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 509.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 545.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 581.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 617.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 653.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 689.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 725.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 761.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 797.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 833.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 869.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 905.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 941.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 977.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 1013.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 1049.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 1085.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 1121.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [212.0, 1157.0, 890.0, 36.0], shoonya_1s6EYXOW0QKVOU, 6470999]
[paragraph, [211.0, 1238.0, 892.0, 36.0], shoonya_0sZSCTLB0312IJ, 6470999]
[paragraph, [211.0, 1274.0, 892.0, 36.0], shoonya_0sZSCTLB0312IJ, 6470999]
[paragraph, [211.0, 1310.0, 892.0, 36.0], shoonya_0sZSCTLB0312IJ, 6470999]
[paragraph, [211.0, 1346.0, 892.0, 36.0], shoonya_0sZSCTLB0312IJ, 6470999]
[paragraph, [211.0, 1382.0, 892.0, 36.0], shoonya_0sZSCTLB0312IJ, 6470999]
[paragraph, [211.0, 1418.0, 892.0, 36.0], shoonya_0sZSCTLB0312IJ, 6470999]
[paragraph, [211.0, 1454.0, 892.0, 36.0], shoonya_0sZSCTLB0312IJ, 6470999]
[paragraph, [211.0, 1490.0, 892.0, 36.0], shoonya_0sZSCTLB0312IJ, 6470999]
[paragraph, [211.0, 1526.0, 892.0, 36.0], shoonya_0sZSCTLB0312IJ, 6470999]
