[2339, 1653]
[paragraph, [231.0, 179.0, 1191.0, 36.0], shoonya_0sQDW9NRZIRF72, 5753412]
[paragraph, [231.0, 215.0, 1191.0, 36.0], shoonya_0sQDW9NRZIRF72, 5753412]
[paragraph, [231.0, 251.0, 1191.0, 36.0], shoonya_0sQDW9NRZIRF72, 5753412]
[paragraph, [231.0, 287.0, 1191.0, 36.0], shoonya_0sQDW9NRZIRF72, 5753412]
[paragraph, [231.0, 323.0, 1191.0, 36.0], shoonya_0sQDW9NRZIRF72, 5753412]
[paragraph, [231.0, 359.0, 1191.0, 36.0], shoonya_0sQDW9NRZIRF72, 5753412]
[paragraph, [231.0, 395.0, 1191.0, 36.0], shoonya_0sQDW9NRZIRF72, 5753412]
[paragraph, [231.0, 431.0, 1191.0, 36.0], shoonya_0sQDW9NRZIRF72, 5753412]
[paragraph, [231.0, 467.0, 1191.0, 36.0], shoonya_0sQDW9NRZIRF72, 5753412]
[paragraph, [231.0, 503.0, 1191.0, 36.0], shoonya_0sQDW9NRZIRF72, 5753412]
[paragraph, [231.0, 539.0, 1191.0, 36.0], shoonya_0sQDW9NRZIRF72, 5753412]
[paragraph, [231.0, 575.0, 1191.0, 36.0], shoonya_0sQDW9NRZIRF72, 5753412]
[paragraph, [231.0, 611.0, 1191.0, 36.0], shoonya_0sQDW9NRZIRF72, 5753412]
[paragraph, [231.0, 647.0, 1191.0, 36.0], shoonya_0sQDW9NRZIRF72, 5753412]
[paragraph, [231.0, 683.0, 1191.0, 36.0], shoonya_0sQDW9NRZIRF72, 5753412]
[paragraph, [231.0, 719.0, 1191.0, 36.0], shoonya_0sQDW9NRZIRF72, 5753412]
[paragraph, [231.0, 755.0, 1191.0, 36.0], shoonya_0sQDW9NRZIRF72, 5753412]
[paragraph, [705.0, 863.0, 706.0, 36.0], shoonya_2sJ0BMYB7330H0, 5753412]
[paragraph, [705.0, 899.0, 706.0, 36.0], shoonya_2sJ0BMYB7330H0, 5753412]
[paragraph, [705.0, 935.0, 706.0, 36.0], shoonya_2sJ0BMYB7330H0, 5753412]
[paragraph, [705.0, 971.0, 706.0, 36.0], shoonya_2sJ0BMYB7330H0, 5753412]
[paragraph, [705.0, 1007.0, 706.0, 36.0], shoonya_2sJ0BMYB7330H0, 5753412]
[paragraph, [705.0, 1043.0, 706.0, 36.0], shoonya_2sJ0BMYB7330H0, 5753412]
[paragraph, [705.0, 1079.0, 706.0, 36.0], shoonya_2sJ0BMYB7330H0, 5753412]
[paragraph, [705.0, 1115.0, 706.0, 36.0], shoonya_2sJ0BMYB7330H0, 5753412]
[paragraph, [705.0, 1151.0, 706.0, 36.0], shoonya_2sJ0BMYB7330H0, 5753412]
[paragraph, [219.0, 1232.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1268.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1304.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1340.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1376.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1412.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1448.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1484.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1520.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1556.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1592.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1628.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1664.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1700.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1736.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1772.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1808.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1844.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1880.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[paragraph, [219.0, 1916.0, 1194.0, 36.0], shoonya_1s15JBYHMB4GR1, 5753412]
[reference, [226.0, 2081.0, 478.0, 36.0], shoonya_3sDLTO7ZSFPY5I, 5753412]
