[1545, 2000]
[section-title, [117.0, 114.0, 427.0, 49.5], rV1b4_U2Qz, 6490629]
[section-title, [117.0, 163.5, 427.0, 49.5], rV1b4_U2Qz, 6490629]
[section-title, [117.0, 213.0, 427.0, 49.5], rV1b4_U2Qz, 6490629]
[section-title, [117.0, 262.5, 427.0, 49.5], rV1b4_U2Qz, 6490629]
[section-title, [117.0, 312.0, 427.0, 49.5], rV1b4_U2Qz, 6490629]
[section-title, [117.0, 361.5, 427.0, 49.5], rV1b4_U2Qz, 6490629]
[section-title, [1488.0, 139.0, 343.0, 49.5], rLKowLdy9R, 6490629]
[section-title, [1488.0, 188.5, 343.0, 49.5], rLKowLdy9R, 6490629]
[section-title, [1488.0, 238.0, 343.0, 49.5], rLKowLdy9R, 6490629]
[section-title, [1488.0, 287.5, 343.0, 49.5], rLKowLdy9R, 6490629]
[section-title, [702.0, 157.0, 544.0, 49.5], rHbQQM6FgZ, 6490629]
[section-title, [702.0, 206.5, 544.0, 49.5], rHbQQM6FgZ, 6490629]
[section-title, [702.0, 256.0, 544.0, 49.5], rHbQQM6FgZ, 6490629]
[paragraph, [735.0, 391.0, 521.0, 36.0], Ew0gLYBhIr, 6490629]
[paragraph, [735.0, 427.0, 521.0, 36.0], Ew0gLYBhIr, 6490629]
[paragraph, [735.0, 463.0, 521.0, 36.0], Ew0gLYBhIr, 6490629]
[paragraph, [735.0, 499.0, 521.0, 36.0], Ew0gLYBhIr, 6490629]
[paragraph, [735.0, 535.0, 521.0, 36.0], Ew0gLYBhIr, 6490629]
[paragraph, [735.0, 571.0, 521.0, 36.0], Ew0gLYBhIr, 6490629]
[paragraph, [1386.0, 404.0, 539.0, 36.0], gwTHofxuCh, 6490629]
[paragraph, [1386.0, 440.0, 539.0, 36.0], gwTHofxuCh, 6490629]
[paragraph, [1386.0, 476.0, 539.0, 36.0], gwTHofxuCh, 6490629]
[paragraph, [1386.0, 512.0, 539.0, 36.0], gwTHofxuCh, 6490629]
[paragraph, [1386.0, 548.0, 539.0, 36.0], gwTHofxuCh, 6490629]
[paragraph, [1386.0, 584.0, 539.0, 36.0], gwTHofxuCh, 6490629]
[paragraph, [40.0, 493.0, 559.0, 36.0], DNAh0BKsqO, 6490629]
[paragraph, [40.0, 529.0, 559.0, 36.0], DNAh0BKsqO, 6490629]
[paragraph, [40.0, 565.0, 559.0, 36.0], DNAh0BKsqO, 6490629]
[paragraph, [40.0, 601.0, 559.0, 36.0], DNAh0BKsqO, 6490629]
[paragraph, [40.0, 637.0, 559.0, 36.0], DNAh0BKsqO, 6490629]
[paragraph, [40.0, 673.0, 559.0, 36.0], DNAh0BKsqO, 6490629]
[paragraph, [1407.0, 623.0, 526.0, 36.0], nFLCy2HjpY, 6490629]
[paragraph, [1407.0, 659.0, 526.0, 36.0], nFLCy2HjpY, 6490629]
[paragraph, [1407.0, 695.0, 526.0, 36.0], nFLCy2HjpY, 6490629]
[paragraph, [1407.0, 731.0, 526.0, 36.0], nFLCy2HjpY, 6490629]
[paragraph, [1407.0, 767.0, 526.0, 36.0], nFLCy2HjpY, 6490629]
[paragraph, [1407.0, 803.0, 526.0, 36.0], nFLCy2HjpY, 6490629]
[paragraph, [1407.0, 839.0, 526.0, 36.0], nFLCy2HjpY, 6490629]
[paragraph, [1407.0, 875.0, 526.0, 36.0], nFLCy2HjpY, 6490629]
[paragraph, [1407.0, 911.0, 526.0, 36.0], nFLCy2HjpY, 6490629]
[paragraph, [1407.0, 947.0, 526.0, 36.0], nFLCy2HjpY, 6490629]
[paragraph, [1407.0, 983.0, 526.0, 36.0], nFLCy2HjpY, 6490629]
[paragraph, [722.0, 628.0, 539.0, 36.0], EzpbdYhcWb, 6490629]
[paragraph, [722.0, 664.0, 539.0, 36.0], EzpbdYhcWb, 6490629]
[paragraph, [722.0, 700.0, 539.0, 36.0], EzpbdYhcWb, 6490629]
[paragraph, [722.0, 736.0, 539.0, 36.0], EzpbdYhcWb, 6490629]
[paragraph, [722.0, 772.0, 539.0, 36.0], EzpbdYhcWb, 6490629]
[paragraph, [722.0, 808.0, 539.0, 36.0], EzpbdYhcWb, 6490629]
[paragraph, [722.0, 844.0, 539.0, 36.0], EzpbdYhcWb, 6490629]
[paragraph, [722.0, 880.0, 539.0, 36.0], EzpbdYhcWb, 6490629]
[paragraph, [722.0, 916.0, 539.0, 36.0], EzpbdYhcWb, 6490629]
[paragraph, [53.0, 735.0, 544.0, 36.0], wXXbKBlbXa, 6490629]
[paragraph, [53.0, 771.0, 544.0, 36.0], wXXbKBlbXa, 6490629]
[paragraph, [53.0, 807.0, 544.0, 36.0], wXXbKBlbXa, 6490629]
[paragraph, [53.0, 843.0, 544.0, 36.0], wXXbKBlbXa, 6490629]
[paragraph, [53.0, 879.0, 544.0, 36.0], wXXbKBlbXa, 6490629]
[paragraph, [53.0, 915.0, 544.0, 36.0], wXXbKBlbXa, 6490629]
[paragraph, [53.0, 951.0, 544.0, 36.0], wXXbKBlbXa, 6490629]
[paragraph, [53.0, 987.0, 544.0, 36.0], wXXbKBlbXa, 6490629]
[paragraph, [53.0, 1023.0, 544.0, 36.0], wXXbKBlbXa, 6490629]
[paragraph, [53.0, 1059.0, 544.0, 36.0], wXXbKBlbXa, 6490629]
