[1447, 1063]
[folio, [432.0, 55.0, 193.0, 18.0], fXgE6pHIG4, 5762785]
[paragraph, [532.0, 88.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 106.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 124.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 142.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 160.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 178.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 196.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 214.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 232.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 250.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 268.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 286.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 304.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 322.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 340.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 358.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 376.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 394.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 412.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 430.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 448.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 466.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 484.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 502.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 520.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 538.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 556.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 574.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 592.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 610.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 628.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 646.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 664.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 682.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 700.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 718.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[paragraph, [532.0, 736.0, 436.0, 18.0], shoonya_0sWXDBZ4FQE5N8, 5762785]
[unordered-list, [87.0, 92.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 110.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 128.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 146.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 164.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 182.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 200.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 218.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 236.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 254.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 272.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 290.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 308.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
[unordered-list, [87.0, 326.0, 438.0, 18.0], Yuy61hMiBi, 5762785]
