[1220, 768]
[folio, [323.0, 81.0, 141.0, 18.0], shoonya_0sGLTADHGVFH5E, 5770134]
[paragraph, [99.0, 134.0, 182.0, 18.0], tCU3DFbXBJ, 5770134]
[paragraph, [99.0, 152.0, 182.0, 18.0], tCU3DFbXBJ, 5770134]
[paragraph, [390.0, 134.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 152.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 170.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 188.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 206.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 224.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 242.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 260.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 278.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 296.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 314.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 332.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 350.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 368.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 386.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 404.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 422.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 440.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 458.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 476.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 494.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 512.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 530.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 548.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 566.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 584.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 602.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 620.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 638.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 656.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [390.0, 674.0, 299.0, 18.0], 5Ch3FVV9dI, 5770134]
[paragraph, [81.0, 176.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [81.0, 194.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [81.0, 212.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [81.0, 230.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [81.0, 248.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [81.0, 266.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [81.0, 284.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [81.0, 302.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [81.0, 320.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [81.0, 338.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [81.0, 356.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [81.0, 374.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [81.0, 392.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [81.0, 410.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [81.0, 428.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [81.0, 446.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [81.0, 464.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [81.0, 482.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [81.0, 500.0, 298.0, 18.0], HmLpCnNgrB, 5770134]
[paragraph, [74.0, 529.0, 309.0, 18.0], 5OirriQEna, 5770134]
[paragraph, [74.0, 547.0, 309.0, 18.0], 5OirriQEna, 5770134]
[paragraph, [74.0, 565.0, 309.0, 18.0], 5OirriQEna, 5770134]
[paragraph, [74.0, 583.0, 309.0, 18.0], 5OirriQEna, 5770134]
[paragraph, [74.0, 601.0, 309.0, 18.0], 5OirriQEna, 5770134]
[paragraph, [74.0, 619.0, 309.0, 18.0], 5OirriQEna, 5770134]
[paragraph, [109.0, 646.0, 201.0, 18.0], Z0Xr3F8LHk, 5770134]
[paragraph, [109.0, 664.0, 201.0, 18.0], Z0Xr3F8LHk, 5770134]
[paragraph, [109.0, 682.0, 201.0, 18.0], Z0Xr3F8LHk, 5770134]
[paragraph, [109.0, 700.0, 201.0, 18.0], Z0Xr3F8LHk, 5770134]
[paragraph, [109.0, 718.0, 201.0, 18.0], Z0Xr3F8LHk, 5770134]
[paragraph, [386.0, 691.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 709.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 727.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 745.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 763.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 781.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 799.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 817.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 835.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 853.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 871.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 889.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 907.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 925.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 943.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 961.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 979.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 997.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 1015.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 1033.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 1051.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 1069.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 1087.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 1105.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [386.0, 1123.0, 305.0, 18.0], IipW2m5by1, 5770134]
[paragraph, [75.0, 741.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 759.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 777.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 795.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 813.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 831.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 849.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 867.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 885.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 903.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 921.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 939.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 957.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 975.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 993.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 1011.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 1029.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 1047.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 1065.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 1083.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 1101.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
[paragraph, [75.0, 1119.0, 303.0, 18.0], hS3P3KPzwk, 5770134]
