[1468, 909]
[headline, [321.0, 78.0, 268.0, 25.5], WVZekxF0vN, 5770402]
[paragraph, [77.0, 137.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 155.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 173.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 191.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 209.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 227.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 245.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 263.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 281.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 299.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 317.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 335.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 353.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 371.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 389.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 407.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 425.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 443.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 461.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 479.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 497.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 515.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 533.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 551.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 569.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 587.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 605.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 623.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 641.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 659.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 677.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 695.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 713.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 731.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 749.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 767.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 785.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 803.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 821.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [77.0, 839.0, 373.0, 18.0], shoonya_0sTGW5A13NKXFG, 5770402]
[paragraph, [456.0, 138.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 156.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 174.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 192.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 210.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 228.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 246.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 264.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 282.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 300.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 318.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 336.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 354.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 372.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 390.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 408.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 426.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 444.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 462.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 480.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 498.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
[paragraph, [456.0, 516.0, 381.0, 18.0], cTQcZH7aXt, 5770402]
