[1034, 680]
[chapter-title, [122.0, 186.0, 441.0, 30.0], shoonya_1sARJ5R08Q6TWR, 5740290]
[chapter-title, [122.0, 216.0, 441.0, 30.0], shoonya_1sARJ5R08Q6TWR, 5740290]
[paragraph, [69.0, 287.0, 536.0, 18.0], TwyYQmmoje, 5740290]
[paragraph, [69.0, 305.0, 536.0, 18.0], TwyYQmmoje, 5740290]
[paragraph, [69.0, 323.0, 536.0, 18.0], TwyYQmmoje, 5740290]
[paragraph, [69.0, 341.0, 536.0, 18.0], TwyYQmmoje, 5740290]
[paragraph, [69.0, 359.0, 536.0, 18.0], TwyYQmmoje, 5740290]
[paragraph, [69.0, 377.0, 536.0, 18.0], TwyYQmmoje, 5740290]
[paragraph, [69.0, 395.0, 536.0, 18.0], TwyYQmmoje, 5740290]
[paragraph, [69.0, 413.0, 536.0, 18.0], TwyYQmmoje, 5740290]
[paragraph, [69.0, 431.0, 536.0, 18.0], TwyYQmmoje, 5740290]
[paragraph, [69.0, 449.0, 536.0, 18.0], TwyYQmmoje, 5740290]
[paragraph, [69.0, 467.0, 536.0, 18.0], TwyYQmmoje, 5740290]
[paragraph, [69.0, 485.0, 536.0, 18.0], TwyYQmmoje, 5740290]
[paragraph, [69.0, 503.0, 536.0, 18.0], TwyYQmmoje, 5740290]
[paragraph, [69.0, 521.0, 536.0, 18.0], TwyYQmmoje, 5740290]
[paragraph, [66.0, 556.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 574.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 592.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 610.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 628.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 646.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 664.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 682.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 700.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 718.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 736.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 754.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 772.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 790.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 808.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 826.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 844.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 862.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 880.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 898.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 916.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 934.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
[paragraph, [66.0, 952.0, 541.0, 18.0], shoonya_0s26ZHU7R4TLOJ, 5740290]
