[1468, 909]
[folio, [354.0, 74.0, 176.0, 18.0], O_81Z8Qwkz, 5770194]
[folio, [354.0, 92.0, 176.0, 18.0], O_81Z8Qwkz, 5770194]
[folio, [354.0, 110.0, 176.0, 18.0], O_81Z8Qwkz, 5770194]
[paragraph, [70.0, 145.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 163.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 181.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 199.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 217.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 235.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 253.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 271.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 289.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 307.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 325.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 343.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 361.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 379.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 397.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 415.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 433.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 451.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 469.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 487.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 505.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 523.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 541.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 559.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 577.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 595.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 613.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 631.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [70.0, 649.0, 378.0, 18.0], fvl_iASNIS, 5770194]
[paragraph, [456.0, 148.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 166.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 184.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 202.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 220.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 238.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 256.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 274.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 292.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 310.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 328.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 346.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 364.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 382.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 400.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 418.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 436.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 454.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 472.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 490.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 508.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 526.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 544.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[paragraph, [456.0, 562.0, 369.0, 18.0], 8Ef5T2u1gh, 5770194]
[section-title, [456.0, 572.0, 373.0, 30.0], eHQVMPCx4I, 5770194]
[section-title, [456.0, 602.0, 373.0, 30.0], eHQVMPCx4I, 5770194]
[paragraph, [456.0, 645.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 663.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 681.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 699.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 717.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 735.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 753.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 771.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 789.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 807.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 825.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 843.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 861.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 879.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 897.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 915.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 933.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 951.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 969.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 987.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 1005.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 1023.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 1041.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 1059.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 1077.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 1095.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 1113.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 1131.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 1149.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[paragraph, [456.0, 1167.0, 372.0, 18.0], FXukVGm-Hv, 5770194]
[section-title, [62.0, 667.0, 387.0, 30.0], WneIZl8YC_, 5770194]
[section-title, [62.0, 697.0, 387.0, 30.0], WneIZl8YC_, 5770194]
[paragraph, [77.0, 743.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 761.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 779.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 797.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 815.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 833.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 851.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 869.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 887.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 905.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 923.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 941.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 959.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 977.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 995.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1013.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1031.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1049.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1067.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1085.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1103.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1121.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1139.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1157.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1175.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1193.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1211.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1229.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1247.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1265.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1283.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1301.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1319.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [77.0, 1337.0, 371.0, 18.0], GFU18S1Bz0, 5770194]
[paragraph, [455.0, 1187.0, 382.0, 18.0], Jptr9mIoRo, 5770194]
[paragraph, [455.0, 1205.0, 382.0, 18.0], Jptr9mIoRo, 5770194]
[paragraph, [455.0, 1223.0, 382.0, 18.0], Jptr9mIoRo, 5770194]
[paragraph, [455.0, 1241.0, 382.0, 18.0], Jptr9mIoRo, 5770194]
[paragraph, [455.0, 1259.0, 382.0, 18.0], Jptr9mIoRo, 5770194]
[paragraph, [455.0, 1277.0, 382.0, 18.0], Jptr9mIoRo, 5770194]
[paragraph, [455.0, 1295.0, 382.0, 18.0], Jptr9mIoRo, 5770194]
[paragraph, [455.0, 1313.0, 382.0, 18.0], Jptr9mIoRo, 5770194]
[paragraph, [455.0, 1331.0, 382.0, 18.0], Jptr9mIoRo, 5770194]
[paragraph, [455.0, 1349.0, 382.0, 18.0], Jptr9mIoRo, 5770194]
[paragraph, [455.0, 1367.0, 382.0, 18.0], Jptr9mIoRo, 5770194]
[paragraph, [76.0, 1351.0, 387.0, 18.0], WVQHuV2Mfh, 5770194]
[paragraph, [76.0, 1369.0, 387.0, 18.0], WVQHuV2Mfh, 5770194]
