[1818, 1374]
[folio, [630.0, 111.0, 116.0, 36.0], shoonya_0sD2JLFP5CMNAT, 5682538]
[paragraph, [108.0, 178.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 214.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 250.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 286.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 322.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 358.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 394.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 430.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 466.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 502.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 538.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 574.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 610.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 646.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 682.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 718.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 754.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 790.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 826.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 862.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 898.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 934.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 970.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 1006.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 1042.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 1078.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 1114.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 1150.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 1186.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 1222.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 1258.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 1294.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 1330.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 1366.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [108.0, 1402.0, 566.0, 36.0], 85HR50c6oE, 5682538]
[paragraph, [693.0, 180.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 216.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 252.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 288.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 324.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 360.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 396.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 432.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 468.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 504.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 540.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 576.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 612.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 648.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 684.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 720.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 756.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 792.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 828.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 864.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [693.0, 900.0, 573.0, 36.0], dGjh4JBJBg, 5682538]
[paragraph, [700.0, 1036.0, 566.0, 36.0], 09pR5Ubqeq, 5682538]
[paragraph, [700.0, 1072.0, 566.0, 36.0], 09pR5Ubqeq, 5682538]
[paragraph, [695.0, 1160.0, 571.0, 36.0], hEdAXdufPw, 5682538]
