[1359, 917]
[paragraph, [37.0, 53.0, 772.0, 18.0], shoonya_0sVKS6RXHI3NDK, 5660574]
[paragraph, [37.0, 71.0, 772.0, 18.0], shoonya_0sVKS6RXHI3NDK, 5660574]
[paragraph, [37.0, 89.0, 772.0, 18.0], shoonya_0sVKS6RXHI3NDK, 5660574]
[paragraph, [37.0, 107.0, 772.0, 18.0], shoonya_0sVKS6RXHI3NDK, 5660574]
[paragraph, [37.0, 125.0, 772.0, 18.0], shoonya_0sVKS6RXHI3NDK, 5660574]
[paragraph, [37.0, 143.0, 772.0, 18.0], shoonya_0sVKS6RXHI3NDK, 5660574]
[paragraph, [37.0, 161.0, 772.0, 18.0], shoonya_0sVKS6RXHI3NDK, 5660574]
[paragraph, [37.0, 179.0, 772.0, 18.0], shoonya_0sVKS6RXHI3NDK, 5660574]
[paragraph, [37.0, 197.0, 772.0, 18.0], shoonya_0sVKS6RXHI3NDK, 5660574]
[paragraph, [37.0, 215.0, 772.0, 18.0], shoonya_0sVKS6RXHI3NDK, 5660574]
[paragraph, [37.0, 233.0, 772.0, 18.0], shoonya_0sVKS6RXHI3NDK, 5660574]
[paragraph, [37.0, 251.0, 772.0, 18.0], shoonya_0sVKS6RXHI3NDK, 5660574]
[paragraph, [37.0, 269.0, 772.0, 18.0], shoonya_0sVKS6RXHI3NDK, 5660574]
[paragraph, [37.0, 287.0, 772.0, 18.0], shoonya_0sVKS6RXHI3NDK, 5660574]
[paragraph, [37.0, 305.0, 772.0, 18.0], shoonya_0sVKS6RXHI3NDK, 5660574]
[paragraph, [35.0, 340.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 358.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 376.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 394.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 412.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 430.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 448.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 466.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 484.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 502.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 520.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 538.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 556.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 574.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 592.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 610.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 628.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 646.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 664.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 682.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 700.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 718.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 736.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 754.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 772.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 790.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 808.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 826.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 844.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 862.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 880.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 898.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 916.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 934.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 952.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 970.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 988.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[paragraph, [35.0, 1006.0, 776.0, 18.0], shoonya_1s1S7YI4VHUHGN, 5660574]
[section-title, [319.0, 1031.0, 202.0, 30.0], eg4jJe3GHR, 5660574]
[paragraph, [19.0, 1087.0, 781.0, 18.0], tU5puy-wmg, 5660574]
[paragraph, [19.0, 1105.0, 781.0, 18.0], tU5puy-wmg, 5660574]
[paragraph, [19.0, 1123.0, 781.0, 18.0], tU5puy-wmg, 5660574]
[paragraph, [19.0, 1141.0, 781.0, 18.0], tU5puy-wmg, 5660574]
