[1267, 753]
[folio, [322.0, 74.0, 95.0, 18.0], shoonya_4sH8QNI9PS5GFT, 5699697]
[paragraph, [73.0, 118.0, 591.0, 18.0], shoonya_0sIGUODDDEISSZ, 5699697]
[paragraph, [73.0, 136.0, 591.0, 18.0], shoonya_0sIGUODDDEISSZ, 5699697]
[paragraph, [73.0, 154.0, 591.0, 18.0], shoonya_0sIGUODDDEISSZ, 5699697]
[paragraph, [73.0, 172.0, 591.0, 18.0], shoonya_0sIGUODDDEISSZ, 5699697]
[paragraph, [73.0, 190.0, 591.0, 18.0], shoonya_0sIGUODDDEISSZ, 5699697]
[paragraph, [73.0, 208.0, 591.0, 18.0], shoonya_0sIGUODDDEISSZ, 5699697]
[paragraph, [73.0, 226.0, 591.0, 18.0], shoonya_0sIGUODDDEISSZ, 5699697]
[paragraph, [79.0, 260.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 278.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 296.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 314.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 332.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 350.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 368.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 386.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 404.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 422.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 440.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 458.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 476.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 494.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 512.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 530.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 548.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 566.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 584.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 602.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 620.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 638.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 656.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 674.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 692.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 710.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 728.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 746.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 764.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 782.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 800.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 818.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 836.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 854.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 872.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 890.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 908.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 926.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 944.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 962.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 980.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 998.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 1016.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 1034.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [79.0, 1052.0, 593.0, 18.0], shoonya_1sV43657OFXRHE, 5699697]
[paragraph, [80.0, 1127.0, 589.0, 18.0], shoonya_3s0M87QRGRKNY3, 5699697]
[paragraph, [80.0, 1145.0, 589.0, 18.0], shoonya_3s0M87QRGRKNY3, 5699697]
[paragraph, [80.0, 1163.0, 589.0, 18.0], shoonya_3s0M87QRGRKNY3, 5699697]
