[1654, 1300]
[headline, [245.0, 113.0, 952.0, 37.5], shoonya_2sLBDXBKTRG78X, 5712833]
[headline, [245.0, 150.5, 952.0, 37.5], shoonya_2sLBDXBKTRG78X, 5712833]
[paragraph, [88.0, 264.0, 1127.0, 36.0], shoonya_0s5QJ4C3I8K3ZG, 5712833]
[paragraph, [88.0, 300.0, 1127.0, 36.0], shoonya_0s5QJ4C3I8K3ZG, 5712833]
[paragraph, [88.0, 336.0, 1127.0, 36.0], shoonya_0s5QJ4C3I8K3ZG, 5712833]
[paragraph, [88.0, 372.0, 1127.0, 36.0], shoonya_0s5QJ4C3I8K3ZG, 5712833]
[paragraph, [88.0, 408.0, 1127.0, 36.0], shoonya_0s5QJ4C3I8K3ZG, 5712833]
[paragraph, [88.0, 444.0, 1127.0, 36.0], shoonya_0s5QJ4C3I8K3ZG, 5712833]
[paragraph, [92.0, 490.0, 1121.0, 36.0], shoonya_3s5SWAAVY4DPSO, 5712833]
[paragraph, [92.0, 526.0, 1121.0, 36.0], shoonya_3s5SWAAVY4DPSO, 5712833]
[paragraph, [92.0, 562.0, 1121.0, 36.0], shoonya_3s5SWAAVY4DPSO, 5712833]
[paragraph, [92.0, 598.0, 1121.0, 36.0], shoonya_3s5SWAAVY4DPSO, 5712833]
[paragraph, [92.0, 634.0, 1121.0, 36.0], shoonya_3s5SWAAVY4DPSO, 5712833]
[paragraph, [92.0, 670.0, 1121.0, 36.0], shoonya_3s5SWAAVY4DPSO, 5712833]
[paragraph, [92.0, 706.0, 1121.0, 36.0], shoonya_3s5SWAAVY4DPSO, 5712833]
[paragraph, [92.0, 742.0, 1121.0, 36.0], shoonya_3s5SWAAVY4DPSO, 5712833]
[paragraph, [92.0, 778.0, 1121.0, 36.0], shoonya_3s5SWAAVY4DPSO, 5712833]
[paragraph, [92.0, 814.0, 1121.0, 36.0], shoonya_3s5SWAAVY4DPSO, 5712833]
[paragraph, [92.0, 850.0, 1121.0, 36.0], shoonya_3s5SWAAVY4DPSO, 5712833]
[paragraph, [93.0, 911.0, 1118.0, 36.0], NEMR7u5tfT, 5712833]
[paragraph, [93.0, 947.0, 1118.0, 36.0], NEMR7u5tfT, 5712833]
[paragraph, [93.0, 983.0, 1118.0, 36.0], NEMR7u5tfT, 5712833]
[paragraph, [93.0, 1019.0, 1118.0, 36.0], NEMR7u5tfT, 5712833]
[paragraph, [93.0, 1055.0, 1118.0, 36.0], NEMR7u5tfT, 5712833]
[paragraph, [93.0, 1091.0, 1118.0, 36.0], NEMR7u5tfT, 5712833]
[paragraph, [93.0, 1127.0, 1118.0, 36.0], NEMR7u5tfT, 5712833]
[paragraph, [93.0, 1163.0, 1118.0, 36.0], NEMR7u5tfT, 5712833]
[paragraph, [93.0, 1199.0, 1118.0, 36.0], NEMR7u5tfT, 5712833]
[paragraph, [93.0, 1235.0, 1118.0, 36.0], NEMR7u5tfT, 5712833]
[paragraph, [91.0, 1295.0, 1122.0, 36.0], lPE4NMQg8B, 5712833]
[paragraph, [91.0, 1331.0, 1122.0, 36.0], lPE4NMQg8B, 5712833]
[paragraph, [91.0, 1367.0, 1122.0, 36.0], lPE4NMQg8B, 5712833]
[sidebar, [1059.0, 1450.0, 129.0, 36.0], kAGu7Cu7zv, 5712833]
[folio, [1070.0, 1508.0, 134.0, 36.0], npl1iYgh99, 5712833]
