[2339, 1656]
[folio, [101.0, 33.0, 680.0, 36.0], pXP5y5-oT6, 5656125]
[chapter-title, [592.0, 134.0, 444.0, 70.5], shoonya_16sD0JKJ8H2SAD, 5656125]
[author, [622.0, 245.0, 405.0, 36.0], shoonya_13sGIKMDVXWYJK, 5656125]
[paragraph, [85.0, 337.0, 717.0, 36.0], shoonya_1sTPZTUGGFUQW6, 5656125]
[paragraph, [85.0, 373.0, 717.0, 36.0], shoonya_1sTPZTUGGFUQW6, 5656125]
[paragraph, [85.0, 409.0, 717.0, 36.0], shoonya_1sTPZTUGGFUQW6, 5656125]
[paragraph, [85.0, 445.0, 717.0, 36.0], shoonya_1sTPZTUGGFUQW6, 5656125]
[paragraph, [85.0, 481.0, 717.0, 36.0], shoonya_1sTPZTUGGFUQW6, 5656125]
[paragraph, [85.0, 517.0, 717.0, 36.0], shoonya_1sTPZTUGGFUQW6, 5656125]
[paragraph, [85.0, 553.0, 717.0, 36.0], shoonya_1sTPZTUGGFUQW6, 5656125]
[paragraph, [85.0, 589.0, 717.0, 36.0], shoonya_1sTPZTUGGFUQW6, 5656125]
[paragraph, [85.0, 625.0, 717.0, 36.0], shoonya_1sTPZTUGGFUQW6, 5656125]
[paragraph, [85.0, 661.0, 717.0, 36.0], shoonya_1sTPZTUGGFUQW6, 5656125]
[paragraph, [85.0, 697.0, 717.0, 36.0], shoonya_1sTPZTUGGFUQW6, 5656125]
[paragraph, [85.0, 733.0, 717.0, 36.0], shoonya_1sTPZTUGGFUQW6, 5656125]
[paragraph, [835.0, 344.0, 713.0, 36.0], shoonya_4s0E92S6AWR2BI, 5656125]
[paragraph, [835.0, 380.0, 713.0, 36.0], shoonya_4s0E92S6AWR2BI, 5656125]
[paragraph, [835.0, 416.0, 713.0, 36.0], shoonya_4s0E92S6AWR2BI, 5656125]
[paragraph, [835.0, 452.0, 713.0, 36.0], shoonya_4s0E92S6AWR2BI, 5656125]
[paragraph, [835.0, 488.0, 713.0, 36.0], shoonya_4s0E92S6AWR2BI, 5656125]
[paragraph, [835.0, 524.0, 713.0, 36.0], shoonya_4s0E92S6AWR2BI, 5656125]
[paragraph, [837.0, 575.0, 714.0, 36.0], shoonya_0s5LFNDLCGBYWS, 5656125]
[paragraph, [837.0, 611.0, 714.0, 36.0], shoonya_0s5LFNDLCGBYWS, 5656125]
[paragraph, [837.0, 647.0, 714.0, 36.0], shoonya_0s5LFNDLCGBYWS, 5656125]
[paragraph, [837.0, 683.0, 714.0, 36.0], shoonya_0s5LFNDLCGBYWS, 5656125]
[paragraph, [837.0, 719.0, 714.0, 36.0], shoonya_0s5LFNDLCGBYWS, 5656125]
[paragraph, [837.0, 755.0, 714.0, 36.0], shoonya_0s5LFNDLCGBYWS, 5656125]
[paragraph, [837.0, 791.0, 714.0, 36.0], shoonya_0s5LFNDLCGBYWS, 5656125]
[paragraph, [837.0, 827.0, 714.0, 36.0], shoonya_0s5LFNDLCGBYWS, 5656125]
[paragraph, [837.0, 863.0, 714.0, 36.0], shoonya_0s5LFNDLCGBYWS, 5656125]
[paragraph, [837.0, 899.0, 714.0, 36.0], shoonya_0s5LFNDLCGBYWS, 5656125]
[paragraph, [837.0, 935.0, 714.0, 36.0], shoonya_0s5LFNDLCGBYWS, 5656125]
[paragraph, [73.0, 805.0, 726.0, 36.0], shoonya_3s84UIHFSP2JZU, 5656125]
[paragraph, [73.0, 841.0, 726.0, 36.0], shoonya_3s84UIHFSP2JZU, 5656125]
[paragraph, [73.0, 877.0, 726.0, 36.0], shoonya_3s84UIHFSP2JZU, 5656125]
[paragraph, [73.0, 913.0, 726.0, 36.0], shoonya_3s84UIHFSP2JZU, 5656125]
[paragraph, [73.0, 949.0, 726.0, 36.0], shoonya_3s84UIHFSP2JZU, 5656125]
[paragraph, [73.0, 985.0, 726.0, 36.0], shoonya_3s84UIHFSP2JZU, 5656125]
[paragraph, [73.0, 1021.0, 726.0, 36.0], shoonya_3s84UIHFSP2JZU, 5656125]
[paragraph, [73.0, 1057.0, 726.0, 36.0], shoonya_3s84UIHFSP2JZU, 5656125]
[paragraph, [73.0, 1093.0, 726.0, 36.0], shoonya_3s84UIHFSP2JZU, 5656125]
[paragraph, [73.0, 1129.0, 726.0, 36.0], shoonya_3s84UIHFSP2JZU, 5656125]
[paragraph, [73.0, 1165.0, 726.0, 36.0], shoonya_3s84UIHFSP2JZU, 5656125]
[paragraph, [73.0, 1201.0, 726.0, 36.0], shoonya_3s84UIHFSP2JZU, 5656125]
[paragraph, [73.0, 1237.0, 726.0, 36.0], shoonya_3s84UIHFSP2JZU, 5656125]
[paragraph, [73.0, 1273.0, 726.0, 36.0], shoonya_3s84UIHFSP2JZU, 5656125]
[paragraph, [73.0, 1309.0, 726.0, 36.0], shoonya_3s84UIHFSP2JZU, 5656125]
[paragraph, [843.0, 975.0, 706.0, 36.0], shoonya_6sIOXJXPANM13F, 5656125]
[paragraph, [843.0, 1011.0, 706.0, 36.0], shoonya_6sIOXJXPANM13F, 5656125]
[paragraph, [843.0, 1047.0, 706.0, 36.0], shoonya_6sIOXJXPANM13F, 5656125]
[paragraph, [843.0, 1083.0, 706.0, 36.0], shoonya_6sIOXJXPANM13F, 5656125]
[paragraph, [843.0, 1119.0, 706.0, 36.0], shoonya_6sIOXJXPANM13F, 5656125]
[paragraph, [843.0, 1155.0, 706.0, 36.0], shoonya_6sIOXJXPANM13F, 5656125]
[paragraph, [843.0, 1191.0, 706.0, 36.0], shoonya_6sIOXJXPANM13F, 5656125]
[paragraph, [818.0, 1318.0, 734.0, 36.0], shoonya_14sVZEU7I1ZT2R, 5656125]
[paragraph, [818.0, 1354.0, 734.0, 36.0], shoonya_14sVZEU7I1ZT2R, 5656125]
[paragraph, [818.0, 1390.0, 734.0, 36.0], shoonya_14sVZEU7I1ZT2R, 5656125]
[paragraph, [818.0, 1426.0, 734.0, 36.0], shoonya_14sVZEU7I1ZT2R, 5656125]
[paragraph, [818.0, 1462.0, 734.0, 36.0], shoonya_14sVZEU7I1ZT2R, 5656125]
[paragraph, [818.0, 1498.0, 734.0, 36.0], shoonya_14sVZEU7I1ZT2R, 5656125]
[paragraph, [818.0, 1534.0, 734.0, 36.0], shoonya_14sVZEU7I1ZT2R, 5656125]
[paragraph, [818.0, 1570.0, 734.0, 36.0], shoonya_14sVZEU7I1ZT2R, 5656125]
[paragraph, [818.0, 1606.0, 734.0, 36.0], shoonya_14sVZEU7I1ZT2R, 5656125]
[paragraph, [818.0, 1642.0, 734.0, 36.0], shoonya_14sVZEU7I1ZT2R, 5656125]
[paragraph, [818.0, 1678.0, 734.0, 36.0], shoonya_14sVZEU7I1ZT2R, 5656125]
[paragraph, [818.0, 1714.0, 734.0, 36.0], shoonya_14sVZEU7I1ZT2R, 5656125]
[section-title, [95.0, 1373.0, 510.0, 52.5], 3KGc-PcjIV, 5656125]
[paragraph, [90.0, 1434.0, 711.0, 36.0], shoonya_2sAUL5BGBBY20I, 5656125]
[paragraph, [90.0, 1470.0, 711.0, 36.0], shoonya_2sAUL5BGBBY20I, 5656125]
[paragraph, [90.0, 1506.0, 711.0, 36.0], shoonya_2sAUL5BGBBY20I, 5656125]
[paragraph, [90.0, 1542.0, 711.0, 36.0], shoonya_2sAUL5BGBBY20I, 5656125]
[paragraph, [90.0, 1578.0, 711.0, 36.0], shoonya_2sAUL5BGBBY20I, 5656125]
[paragraph, [90.0, 1614.0, 711.0, 36.0], shoonya_2sAUL5BGBBY20I, 5656125]
[paragraph, [90.0, 1650.0, 711.0, 36.0], shoonya_2sAUL5BGBBY20I, 5656125]
[paragraph, [90.0, 1686.0, 711.0, 36.0], shoonya_2sAUL5BGBBY20I, 5656125]
[paragraph, [90.0, 1722.0, 711.0, 36.0], shoonya_2sAUL5BGBBY20I, 5656125]
