[882, 655]
[website-link, [270.0, 28.0, 112.0, 18.0], shoonya_2sSSS7DN4DXFIH, 5759553]
[unordered-list, [78.0, 82.0, 242.0, 18.0], shoonya_13sA31C1BWJYWV, 5759553]
[unordered-list, [78.0, 100.0, 242.0, 18.0], shoonya_13sA31C1BWJYWV, 5759553]
[unordered-list, [78.0, 118.0, 242.0, 18.0], shoonya_13sA31C1BWJYWV, 5759553]
[unordered-list, [78.0, 136.0, 242.0, 18.0], shoonya_13sA31C1BWJYWV, 5759553]
[unordered-list, [78.0, 154.0, 242.0, 18.0], shoonya_13sA31C1BWJYWV, 5759553]
[unordered-list, [78.0, 172.0, 242.0, 18.0], shoonya_13sA31C1BWJYWV, 5759553]
[unordered-list, [78.0, 190.0, 242.0, 18.0], shoonya_13sA31C1BWJYWV, 5759553]
[unordered-list, [78.0, 208.0, 242.0, 18.0], shoonya_13sA31C1BWJYWV, 5759553]
[paragraph, [334.0, 84.0, 239.0, 18.0], VfBmqJR4AN, 5759553]
[paragraph, [334.0, 102.0, 239.0, 18.0], VfBmqJR4AN, 5759553]
[paragraph, [334.0, 120.0, 239.0, 18.0], VfBmqJR4AN, 5759553]
[paragraph, [334.0, 138.0, 239.0, 18.0], VfBmqJR4AN, 5759553]
[paragraph, [334.0, 156.0, 239.0, 18.0], VfBmqJR4AN, 5759553]
[paragraph, [334.0, 174.0, 239.0, 18.0], VfBmqJR4AN, 5759553]
[paragraph, [334.0, 192.0, 239.0, 18.0], VfBmqJR4AN, 5759553]
[paragraph, [334.0, 210.0, 239.0, 18.0], VfBmqJR4AN, 5759553]
[sub-unordered-list, [100.0, 137.0, 219.0, 18.0], XHAbot9fl0, 5759553]
[sub-unordered-list, [100.0, 155.0, 219.0, 18.0], XHAbot9fl0, 5759553]
[sub-unordered-list, [100.0, 173.0, 219.0, 18.0], XHAbot9fl0, 5759553]
[sub-unordered-list, [100.0, 191.0, 219.0, 18.0], XHAbot9fl0, 5759553]
[section-title, [80.0, 239.0, 223.0, 30.0], shoonya_9s15KY0QP0VJ5K, 5759553]
[section-title, [341.0, 247.0, 226.0, 30.0], DQgZtY5dJi, 5759553]
[unordered-list, [77.0, 273.0, 240.0, 18.0], ya8sU7na4Q, 5759553]
[unordered-list, [77.0, 291.0, 240.0, 18.0], ya8sU7na4Q, 5759553]
[unordered-list, [77.0, 309.0, 240.0, 18.0], ya8sU7na4Q, 5759553]
[paragraph, [334.0, 308.0, 239.0, 18.0], 9mHtlAb4As, 5759553]
[paragraph, [334.0, 326.0, 239.0, 18.0], 9mHtlAb4As, 5759553]
[paragraph, [334.0, 344.0, 239.0, 18.0], 9mHtlAb4As, 5759553]
[paragraph, [334.0, 362.0, 239.0, 18.0], 9mHtlAb4As, 5759553]
[paragraph, [334.0, 380.0, 239.0, 18.0], 9mHtlAb4As, 5759553]
[paragraph, [334.0, 398.0, 239.0, 18.0], 9mHtlAb4As, 5759553]
[paragraph, [334.0, 416.0, 239.0, 18.0], 9mHtlAb4As, 5759553]
[paragraph, [334.0, 434.0, 239.0, 18.0], 9mHtlAb4As, 5759553]
[paragraph, [334.0, 452.0, 239.0, 18.0], 9mHtlAb4As, 5759553]
[paragraph, [334.0, 470.0, 239.0, 18.0], 9mHtlAb4As, 5759553]
[paragraph, [334.0, 488.0, 239.0, 18.0], 9mHtlAb4As, 5759553]
[paragraph, [334.0, 506.0, 239.0, 18.0], 9mHtlAb4As, 5759553]
[paragraph, [334.0, 524.0, 239.0, 18.0], 9mHtlAb4As, 5759553]
[paragraph, [334.0, 542.0, 239.0, 18.0], 9mHtlAb4As, 5759553]
[paragraph, [334.0, 560.0, 239.0, 18.0], 9mHtlAb4As, 5759553]
[paragraph, [334.0, 578.0, 239.0, 18.0], 9mHtlAb4As, 5759553]
[paragraph, [334.0, 596.0, 239.0, 18.0], 9mHtlAb4As, 5759553]
[section-title, [79.0, 340.0, 233.0, 30.0], n9UEHXtkUt, 5759553]
[paragraph, [80.0, 379.0, 236.0, 18.0], w72MX6i__K, 5759553]
[ordered-list, [84.0, 414.0, 236.0, 18.0], shoonya_6s8OGY1ZGS4C3C, 5759553]
[ordered-list, [84.0, 432.0, 236.0, 18.0], shoonya_6s8OGY1ZGS4C3C, 5759553]
[ordered-list, [84.0, 450.0, 236.0, 18.0], shoonya_6s8OGY1ZGS4C3C, 5759553]
[ordered-list, [84.0, 468.0, 236.0, 18.0], shoonya_6s8OGY1ZGS4C3C, 5759553]
[section-title, [83.0, 497.0, 157.0, 30.0], V2H9eogsWL, 5759553]
[paragraph, [80.0, 533.0, 236.0, 18.0], mZx7BI7mXR, 5759553]
[paragraph, [80.0, 551.0, 236.0, 18.0], mZx7BI7mXR, 5759553]
[paragraph, [80.0, 569.0, 236.0, 18.0], mZx7BI7mXR, 5759553]
[paragraph, [80.0, 587.0, 236.0, 18.0], mZx7BI7mXR, 5759553]
[paragraph, [80.0, 605.0, 236.0, 18.0], mZx7BI7mXR, 5759553]
[paragraph, [80.0, 623.0, 236.0, 18.0], mZx7BI7mXR, 5759553]
[paragraph, [80.0, 641.0, 236.0, 18.0], mZx7BI7mXR, 5759553]
[paragraph, [334.0, 617.0, 238.0, 18.0], KcDAZ0u2Qt, 5759553]
[paragraph, [334.0, 635.0, 238.0, 18.0], KcDAZ0u2Qt, 5759553]
[paragraph, [334.0, 653.0, 238.0, 18.0], KcDAZ0u2Qt, 5759553]
[paragraph, [334.0, 671.0, 238.0, 18.0], KcDAZ0u2Qt, 5759553]
[paragraph, [334.0, 689.0, 238.0, 18.0], KcDAZ0u2Qt, 5759553]
[paragraph, [334.0, 707.0, 238.0, 18.0], KcDAZ0u2Qt, 5759553]
[paragraph, [334.0, 725.0, 238.0, 18.0], KcDAZ0u2Qt, 5759553]
[paragraph, [334.0, 743.0, 238.0, 18.0], KcDAZ0u2Qt, 5759553]
[paragraph, [334.0, 761.0, 238.0, 18.0], KcDAZ0u2Qt, 5759553]
[paragraph, [334.0, 779.0, 238.0, 18.0], KcDAZ0u2Qt, 5759553]
[paragraph, [78.0, 666.0, 239.0, 18.0], 0hmmOM1dEY, 5759553]
[paragraph, [78.0, 684.0, 239.0, 18.0], 0hmmOM1dEY, 5759553]
[paragraph, [78.0, 702.0, 239.0, 18.0], 0hmmOM1dEY, 5759553]
[paragraph, [78.0, 720.0, 239.0, 18.0], 0hmmOM1dEY, 5759553]
[paragraph, [78.0, 738.0, 239.0, 18.0], 0hmmOM1dEY, 5759553]
[paragraph, [78.0, 756.0, 239.0, 18.0], 0hmmOM1dEY, 5759553]
[paragraph, [78.0, 774.0, 239.0, 18.0], 0hmmOM1dEY, 5759553]
[folio, [308.0, 807.0, 213.0, 18.0], shoonya_1sW9JT6FBFB2FU, 5759553]
[folio, [31.0, 857.0, 118.0, 18.0], shoonya_4sEQNI6EUVO7EA, 5759553]
