[1823, 1375]
[folio, [988.0, 96.0, 292.0, 36.0], UuuaCPsgY4, 5683715]
[folio, [629.0, 99.0, 118.0, 36.0], shoonya_5s6RFH5H61THPQ, 5683715]
[paragraph, [108.0, 168.0, 576.0, 36.0], shoonya_0sHH16AILHNY2L, 5683715]
[paragraph, [108.0, 204.0, 576.0, 36.0], shoonya_0sHH16AILHNY2L, 5683715]
[paragraph, [108.0, 240.0, 576.0, 36.0], shoonya_0sHH16AILHNY2L, 5683715]
[paragraph, [108.0, 276.0, 576.0, 36.0], shoonya_0sHH16AILHNY2L, 5683715]
[paragraph, [108.0, 312.0, 576.0, 36.0], shoonya_0sHH16AILHNY2L, 5683715]
[paragraph, [108.0, 348.0, 576.0, 36.0], shoonya_0sHH16AILHNY2L, 5683715]
[paragraph, [108.0, 384.0, 576.0, 36.0], shoonya_0sHH16AILHNY2L, 5683715]
[paragraph, [108.0, 420.0, 576.0, 36.0], shoonya_0sHH16AILHNY2L, 5683715]
[paragraph, [108.0, 456.0, 576.0, 36.0], shoonya_0sHH16AILHNY2L, 5683715]
[paragraph, [108.0, 492.0, 576.0, 36.0], shoonya_0sHH16AILHNY2L, 5683715]
[paragraph, [108.0, 528.0, 576.0, 36.0], shoonya_0sHH16AILHNY2L, 5683715]
[paragraph, [108.0, 564.0, 576.0, 36.0], shoonya_0sHH16AILHNY2L, 5683715]
[paragraph, [108.0, 600.0, 576.0, 36.0], shoonya_0sHH16AILHNY2L, 5683715]
[paragraph, [108.0, 636.0, 576.0, 36.0], shoonya_0sHH16AILHNY2L, 5683715]
[paragraph, [108.0, 672.0, 576.0, 36.0], shoonya_0sHH16AILHNY2L, 5683715]
[paragraph, [108.0, 708.0, 576.0, 36.0], shoonya_0sHH16AILHNY2L, 5683715]
[paragraph, [696.0, 170.0, 570.0, 36.0], shoonya_4sXXT5AQ7P0O54, 5683715]
[paragraph, [696.0, 206.0, 570.0, 36.0], shoonya_4sXXT5AQ7P0O54, 5683715]
[paragraph, [696.0, 242.0, 570.0, 36.0], shoonya_4sXXT5AQ7P0O54, 5683715]
[paragraph, [696.0, 278.0, 570.0, 36.0], shoonya_4sXXT5AQ7P0O54, 5683715]
[paragraph, [696.0, 314.0, 570.0, 36.0], shoonya_4sXXT5AQ7P0O54, 5683715]
[paragraph, [696.0, 350.0, 570.0, 36.0], shoonya_4sXXT5AQ7P0O54, 5683715]
[paragraph, [696.0, 386.0, 570.0, 36.0], shoonya_4sXXT5AQ7P0O54, 5683715]
[paragraph, [696.0, 422.0, 570.0, 36.0], shoonya_4sXXT5AQ7P0O54, 5683715]
[paragraph, [696.0, 458.0, 570.0, 36.0], shoonya_4sXXT5AQ7P0O54, 5683715]
[paragraph, [696.0, 494.0, 570.0, 36.0], shoonya_4sXXT5AQ7P0O54, 5683715]
[paragraph, [696.0, 530.0, 570.0, 36.0], shoonya_4sXXT5AQ7P0O54, 5683715]
[paragraph, [696.0, 566.0, 570.0, 36.0], shoonya_4sXXT5AQ7P0O54, 5683715]
[paragraph, [696.0, 602.0, 570.0, 36.0], shoonya_4sXXT5AQ7P0O54, 5683715]
[paragraph, [696.0, 638.0, 570.0, 36.0], shoonya_4sXXT5AQ7P0O54, 5683715]
[paragraph, [696.0, 674.0, 570.0, 36.0], shoonya_4sXXT5AQ7P0O54, 5683715]
[paragraph, [696.0, 732.0, 575.0, 36.0], F03XopDX6U, 5683715]
[paragraph, [696.0, 768.0, 575.0, 36.0], F03XopDX6U, 5683715]
[paragraph, [696.0, 804.0, 575.0, 36.0], F03XopDX6U, 5683715]
