[1031, 622]
[section-title, [252.0, 69.0, 118.0, 30.0], shoonya_2sMLFTYJA0IICB, 5709984]
[paragraph, [53.0, 117.0, 510.0, 18.0], t9kFn4gGT6, 5709984]
[paragraph, [53.0, 135.0, 510.0, 18.0], t9kFn4gGT6, 5709984]
[paragraph, [53.0, 153.0, 510.0, 18.0], t9kFn4gGT6, 5709984]
[paragraph, [53.0, 171.0, 510.0, 18.0], t9kFn4gGT6, 5709984]
[paragraph, [53.0, 189.0, 510.0, 18.0], t9kFn4gGT6, 5709984]
[paragraph, [53.0, 207.0, 510.0, 18.0], t9kFn4gGT6, 5709984]
[paragraph, [53.0, 225.0, 510.0, 18.0], t9kFn4gGT6, 5709984]
[paragraph, [53.0, 243.0, 510.0, 18.0], t9kFn4gGT6, 5709984]
[paragraph, [53.0, 261.0, 510.0, 18.0], t9kFn4gGT6, 5709984]
[paragraph, [53.0, 279.0, 510.0, 18.0], t9kFn4gGT6, 5709984]
[paragraph, [55.0, 305.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 323.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 341.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 359.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 377.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 395.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 413.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 431.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 449.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 467.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 485.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 503.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 521.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 539.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 557.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 575.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 593.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 611.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 629.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 647.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 665.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 683.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 701.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 719.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 737.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 755.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 773.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 791.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 809.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 827.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 845.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 863.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 881.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 899.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 917.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
[paragraph, [55.0, 935.0, 508.0, 18.0], vq3ltIyrvg, 5709984]
