[792, 612]
[author, [236.0, 215.0, 155.0, 18.0], 1pyAWxctMq, 6516377]
[paragraph, [64.0, 243.0, 486.0, 18.0], shoonya_0sVISDF1K5PSXA, 6516377]
[paragraph, [64.0, 261.0, 486.0, 18.0], shoonya_0sVISDF1K5PSXA, 6516377]
[paragraph, [62.0, 293.0, 488.0, 18.0], sraHOcpNr_, 6516377]
[paragraph, [62.0, 311.0, 488.0, 18.0], sraHOcpNr_, 6516377]
[paragraph, [62.0, 329.0, 488.0, 18.0], sraHOcpNr_, 6516377]
[paragraph, [64.0, 359.0, 484.0, 18.0], PdhsVxOz-k, 6516377]
[paragraph, [226.0, 395.0, 157.0, 18.0], lbN1UjzLfS, 6516377]
[paragraph, [226.0, 413.0, 157.0, 18.0], lbN1UjzLfS, 6516377]
[paragraph, [226.0, 431.0, 157.0, 18.0], lbN1UjzLfS, 6516377]
[paragraph, [226.0, 449.0, 157.0, 18.0], lbN1UjzLfS, 6516377]
[paragraph, [226.0, 467.0, 157.0, 18.0], lbN1UjzLfS, 6516377]
[paragraph, [409.0, 396.0, 149.0, 18.0], edxPMEEcd_, 6516377]
[paragraph, [50.0, 421.0, 152.0, 18.0], shoonya_2sMEBN2P8L60CM, 6516377]
[paragraph, [50.0, 439.0, 152.0, 18.0], shoonya_2sMEBN2P8L60CM, 6516377]
[paragraph, [50.0, 457.0, 152.0, 18.0], shoonya_2sMEBN2P8L60CM, 6516377]
[paragraph, [50.0, 475.0, 152.0, 18.0], shoonya_2sMEBN2P8L60CM, 6516377]
[paragraph, [50.0, 493.0, 152.0, 18.0], shoonya_2sMEBN2P8L60CM, 6516377]
[paragraph, [408.0, 422.0, 151.0, 18.0], f4tPJ6JzeL, 6516377]
[paragraph, [408.0, 440.0, 151.0, 18.0], f4tPJ6JzeL, 6516377]
[paragraph, [408.0, 458.0, 151.0, 18.0], f4tPJ6JzeL, 6516377]
[paragraph, [408.0, 476.0, 151.0, 18.0], f4tPJ6JzeL, 6516377]
[paragraph, [408.0, 494.0, 151.0, 18.0], f4tPJ6JzeL, 6516377]
[paragraph, [408.0, 512.0, 151.0, 18.0], f4tPJ6JzeL, 6516377]
[paragraph, [223.0, 489.0, 160.0, 18.0], d6DTYrD5ll, 6516377]
[paragraph, [223.0, 507.0, 160.0, 18.0], d6DTYrD5ll, 6516377]
[paragraph, [223.0, 525.0, 160.0, 18.0], d6DTYrD5ll, 6516377]
[paragraph, [223.0, 543.0, 160.0, 18.0], d6DTYrD5ll, 6516377]
[paragraph, [223.0, 561.0, 160.0, 18.0], d6DTYrD5ll, 6516377]
[paragraph, [223.0, 579.0, 160.0, 18.0], d6DTYrD5ll, 6516377]
[paragraph, [223.0, 597.0, 160.0, 18.0], d6DTYrD5ll, 6516377]
[paragraph, [48.0, 526.0, 152.0, 18.0], eaYfKgSHx5, 6516377]
[paragraph, [48.0, 544.0, 152.0, 18.0], eaYfKgSHx5, 6516377]
[paragraph, [48.0, 562.0, 152.0, 18.0], eaYfKgSHx5, 6516377]
[paragraph, [407.0, 539.0, 155.0, 18.0], 9ErYvwOKfC, 6516377]
[paragraph, [407.0, 557.0, 155.0, 18.0], 9ErYvwOKfC, 6516377]
[paragraph, [49.0, 592.0, 153.0, 18.0], GiuiID89Kv, 6516377]
[paragraph, [49.0, 610.0, 153.0, 18.0], GiuiID89Kv, 6516377]
[paragraph, [49.0, 628.0, 153.0, 18.0], GiuiID89Kv, 6516377]
[paragraph, [49.0, 646.0, 153.0, 18.0], GiuiID89Kv, 6516377]
[paragraph, [49.0, 664.0, 153.0, 18.0], GiuiID89Kv, 6516377]
[paragraph, [406.0, 592.0, 155.0, 18.0], B5VoeLbE5N, 6516377]
[paragraph, [406.0, 610.0, 155.0, 18.0], B5VoeLbE5N, 6516377]
[paragraph, [406.0, 628.0, 155.0, 18.0], B5VoeLbE5N, 6516377]
[paragraph, [406.0, 646.0, 155.0, 18.0], B5VoeLbE5N, 6516377]
[paragraph, [406.0, 664.0, 155.0, 18.0], B5VoeLbE5N, 6516377]
[paragraph, [228.0, 631.0, 153.0, 18.0], cXTokqiuNp, 6516377]
[paragraph, [228.0, 649.0, 153.0, 18.0], cXTokqiuNp, 6516377]
[paragraph, [228.0, 667.0, 153.0, 18.0], cXTokqiuNp, 6516377]
