[4460, 6076]
[headline, [2116.0, 242.0, 1797.0, 52.5], 7TSKHgFL0f, 5695715]
[headline, [2116.0, 294.5, 1797.0, 52.5], 7TSKHgFL0f, 5695715]
[headline, [2116.0, 347.0, 1797.0, 52.5], 7TSKHgFL0f, 5695715]
[headline, [2116.0, 399.5, 1797.0, 52.5], 7TSKHgFL0f, 5695715]
[headline, [2116.0, 452.0, 1797.0, 52.5], 7TSKHgFL0f, 5695715]
[headline, [2116.0, 504.5, 1797.0, 52.5], 7TSKHgFL0f, 5695715]
[headline, [2116.0, 557.0, 1797.0, 52.5], 7TSKHgFL0f, 5695715]
[headline, [2116.0, 609.5, 1797.0, 52.5], 7TSKHgFL0f, 5695715]
[headline, [2116.0, 662.0, 1797.0, 52.5], 7TSKHgFL0f, 5695715]
[headline, [2116.0, 714.5, 1797.0, 52.5], 7TSKHgFL0f, 5695715]
[quote, [4885.0, 265.0, 326.0, 52.5], MgLWonu0V0, 5695715]
[quote, [4885.0, 317.5, 326.0, 52.5], MgLWonu0V0, 5695715]
[quote, [4885.0, 370.0, 326.0, 52.5], MgLWonu0V0, 5695715]
[quote, [4885.0, 422.5, 326.0, 52.5], MgLWonu0V0, 5695715]
[quote, [4885.0, 475.0, 326.0, 52.5], MgLWonu0V0, 5695715]
[quote, [4885.0, 527.5, 326.0, 52.5], MgLWonu0V0, 5695715]
[unordered-list, [45.0, 839.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 891.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 944.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 996.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1049.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1101.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1154.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1206.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1259.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1311.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1364.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1416.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1469.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1521.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1574.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1626.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1679.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1731.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1784.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1836.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1889.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1941.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 1994.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2046.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2099.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2151.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2204.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2256.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2309.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2361.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2414.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2466.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2519.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2571.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2624.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2676.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2729.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2781.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2834.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2886.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2939.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 2991.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3044.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3096.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3149.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3201.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3254.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3306.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3359.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3411.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3464.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3516.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3569.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3621.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3674.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3726.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3779.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3831.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3884.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3936.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 3989.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 4041.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 4094.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 4146.5, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
[unordered-list, [45.0, 4199.0, 5832.0, 52.5], lXCB0uT6Uv, 5695715]
