[842, 596]
[section-title, [136.0, 69.0, 220.0, 30.0], shoonya_17s1UT7N3QNWML, 5779805]
[section-title, [136.0, 99.0, 220.0, 30.0], shoonya_17s1UT7N3QNWML, 5779805]
[answer, [305.0, 190.0, 220.0, 18.0], ddmSjzKWOJ, 5779805]
[answer, [78.0, 201.0, 193.0, 18.0], shoonya_10sVVVKPCLMSOV, 5779805]
[answer, [304.0, 253.0, 218.0, 18.0], shoonya_1sWTFSUOZ41NCP, 5779805]
[answer, [304.0, 271.0, 218.0, 18.0], shoonya_1sWTFSUOZ41NCP, 5779805]
[answer, [304.0, 289.0, 218.0, 18.0], shoonya_1sWTFSUOZ41NCP, 5779805]
[answer, [304.0, 307.0, 218.0, 18.0], shoonya_1sWTFSUOZ41NCP, 5779805]
[answer, [304.0, 325.0, 218.0, 18.0], shoonya_1sWTFSUOZ41NCP, 5779805]
[answer, [78.0, 267.0, 210.0, 18.0], shoonya_9sZLBP28YGT4KD, 5779805]
[answer, [78.0, 285.0, 210.0, 18.0], shoonya_9sZLBP28YGT4KD, 5779805]
[answer, [78.0, 303.0, 210.0, 18.0], shoonya_9sZLBP28YGT4KD, 5779805]
[answer, [78.0, 357.0, 198.0, 18.0], shoonya_13s9A0PBOIUCY8, 5779805]
[answer, [78.0, 375.0, 198.0, 18.0], shoonya_13s9A0PBOIUCY8, 5779805]
[answer, [78.0, 393.0, 198.0, 18.0], shoonya_13s9A0PBOIUCY8, 5779805]
[answer, [303.0, 383.0, 214.0, 18.0], shoonya_3s6Z4YCVOQACJ5, 5779805]
[answer, [303.0, 401.0, 214.0, 18.0], shoonya_3s6Z4YCVOQACJ5, 5779805]
[answer, [78.0, 445.0, 209.0, 18.0], 6sVTMhuhKY, 5779805]
[answer, [304.0, 446.0, 224.0, 18.0], shoonya_0sBBTUBJ810B5A, 5779805]
[answer, [304.0, 464.0, 224.0, 18.0], shoonya_0sBBTUBJ810B5A, 5779805]
[answer, [304.0, 482.0, 224.0, 18.0], shoonya_0sBBTUBJ810B5A, 5779805]
[answer, [304.0, 500.0, 224.0, 18.0], shoonya_0sBBTUBJ810B5A, 5779805]
[answer, [78.0, 480.0, 214.0, 18.0], 9PN-HKM8TZ, 5779805]
[answer, [78.0, 498.0, 214.0, 18.0], 9PN-HKM8TZ, 5779805]
[answer, [78.0, 516.0, 214.0, 18.0], 9PN-HKM8TZ, 5779805]
[answer, [78.0, 534.0, 214.0, 18.0], 9PN-HKM8TZ, 5779805]
[answer, [302.0, 535.0, 222.0, 18.0], shoonya_2s0ZU2LIXB7HFC, 5779805]
[answer, [302.0, 553.0, 222.0, 18.0], shoonya_2s0ZU2LIXB7HFC, 5779805]
[answer, [302.0, 571.0, 222.0, 18.0], shoonya_2s0ZU2LIXB7HFC, 5779805]
[answer, [78.0, 586.0, 193.0, 18.0], shoonya_7sXMQL63TWROH4, 5779805]
[answer, [78.0, 604.0, 193.0, 18.0], shoonya_7sXMQL63TWROH4, 5779805]
[answer, [78.0, 622.0, 193.0, 18.0], shoonya_7sXMQL63TWROH4, 5779805]
[answer, [304.0, 624.0, 208.0, 18.0], shoonya_19sJCWG9D1PKA4, 5779805]
[answer, [304.0, 642.0, 208.0, 18.0], shoonya_19sJCWG9D1PKA4, 5779805]
[answer, [304.0, 660.0, 208.0, 18.0], shoonya_19sJCWG9D1PKA4, 5779805]
[answer, [304.0, 678.0, 208.0, 18.0], shoonya_19sJCWG9D1PKA4, 5779805]
[answer, [78.0, 675.0, 212.0, 18.0], shoonya_6sUP82KBIWC21B, 5779805]
[answer, [78.0, 693.0, 212.0, 18.0], shoonya_6sUP82KBIWC21B, 5779805]
[answer, [78.0, 711.0, 212.0, 18.0], shoonya_6sUP82KBIWC21B, 5779805]
