[2339, 1653]
[folio, [555.0, 134.0, 586.0, 36.0], qvnfPL7kh_, 5756385]
[folio, [555.0, 170.0, 586.0, 36.0], qvnfPL7kh_, 5756385]
[folio, [555.0, 206.0, 586.0, 36.0], qvnfPL7kh_, 5756385]
[folio, [280.0, 190.0, 257.0, 36.0], shoonya_7sT40I3SW1PS3L, 5756385]
[section-title, [749.0, 274.0, 243.0, 52.5], shoonya_5sTMP72DKLU4HH, 5756385]
[sub-section-title, [759.0, 336.0, 196.0, 55.5], TFzOTBn8iK, 5756385]
[subsub-section-title, [703.0, 400.0, 286.0, 58.5], DrBHmTiwLp, 5756385]
[paragraph, [263.0, 459.0, 147.0, 36.0], 3mppBWZKmX, 5756385]
[paragraph, [263.0, 495.0, 147.0, 36.0], 3mppBWZKmX, 5756385]
[paragraph, [459.0, 524.0, 741.0, 36.0], aPhufjOBgX, 5756385]
[paragraph, [459.0, 560.0, 741.0, 36.0], aPhufjOBgX, 5756385]
[paragraph, [459.0, 596.0, 741.0, 36.0], aPhufjOBgX, 5756385]
[paragraph, [459.0, 632.0, 741.0, 36.0], aPhufjOBgX, 5756385]
[paragraph, [459.0, 668.0, 741.0, 36.0], aPhufjOBgX, 5756385]
[paragraph, [459.0, 704.0, 741.0, 36.0], aPhufjOBgX, 5756385]
[paragraph, [459.0, 740.0, 741.0, 36.0], aPhufjOBgX, 5756385]
[paragraph, [262.0, 787.0, 1149.0, 36.0], shoonya_2sSIO2TY7GH9SX, 5756385]
[paragraph, [262.0, 823.0, 1149.0, 36.0], shoonya_2sSIO2TY7GH9SX, 5756385]
[paragraph, [262.0, 859.0, 1149.0, 36.0], shoonya_2sSIO2TY7GH9SX, 5756385]
[paragraph, [262.0, 895.0, 1149.0, 36.0], shoonya_2sSIO2TY7GH9SX, 5756385]
[paragraph, [262.0, 931.0, 1149.0, 36.0], shoonya_2sSIO2TY7GH9SX, 5756385]
[paragraph, [262.0, 967.0, 1149.0, 36.0], shoonya_2sSIO2TY7GH9SX, 5756385]
[paragraph, [265.0, 1029.0, 259.0, 36.0], shoonya_8sZPO7X9WYBLMX, 5756385]
[paragraph, [266.0, 1147.0, 1137.0, 36.0], shoonya_0sT91UW6EI6CO1, 5756385]
[paragraph, [266.0, 1183.0, 1137.0, 36.0], shoonya_0sT91UW6EI6CO1, 5756385]
[paragraph, [266.0, 1219.0, 1137.0, 36.0], shoonya_0sT91UW6EI6CO1, 5756385]
[paragraph, [266.0, 1255.0, 1137.0, 36.0], shoonya_0sT91UW6EI6CO1, 5756385]
[paragraph, [266.0, 1291.0, 1137.0, 36.0], shoonya_0sT91UW6EI6CO1, 5756385]
[paragraph, [266.0, 1327.0, 1137.0, 36.0], shoonya_0sT91UW6EI6CO1, 5756385]
[paragraph, [266.0, 1363.0, 1137.0, 36.0], shoonya_0sT91UW6EI6CO1, 5756385]
[paragraph, [266.0, 1399.0, 1137.0, 36.0], shoonya_0sT91UW6EI6CO1, 5756385]
[paragraph, [266.0, 1435.0, 1137.0, 36.0], shoonya_0sT91UW6EI6CO1, 5756385]
[paragraph, [266.0, 1471.0, 1137.0, 36.0], shoonya_0sT91UW6EI6CO1, 5756385]
[paragraph, [266.0, 1507.0, 1137.0, 36.0], shoonya_0sT91UW6EI6CO1, 5756385]
[paragraph, [266.0, 1543.0, 1137.0, 36.0], shoonya_0sT91UW6EI6CO1, 5756385]
[paragraph, [266.0, 1579.0, 1137.0, 36.0], shoonya_0sT91UW6EI6CO1, 5756385]
[paragraph, [266.0, 1615.0, 1137.0, 36.0], shoonya_0sT91UW6EI6CO1, 5756385]
[paragraph, [254.0, 1686.0, 1151.0, 36.0], shoonya_3sF02GSU7FYAUF, 5756385]
[paragraph, [254.0, 1722.0, 1151.0, 36.0], shoonya_3sF02GSU7FYAUF, 5756385]
[paragraph, [254.0, 1758.0, 1151.0, 36.0], shoonya_3sF02GSU7FYAUF, 5756385]
[paragraph, [254.0, 1794.0, 1151.0, 36.0], shoonya_3sF02GSU7FYAUF, 5756385]
[paragraph, [254.0, 1830.0, 1151.0, 36.0], shoonya_3sF02GSU7FYAUF, 5756385]
[paragraph, [254.0, 1866.0, 1151.0, 36.0], shoonya_3sF02GSU7FYAUF, 5756385]
[paragraph, [1087.0, 1939.0, 213.0, 36.0], xKQzq-JmNN, 5756385]
[figure-caption, [1081.0, 2025.0, 229.0, 36.0], vt582q8goO, 5756385]
[figure-caption, [1081.0, 2061.0, 229.0, 36.0], vt582q8goO, 5756385]
